x,y,det_0,det_1,det_2,det_3,det_4,det_5,RD_1_4,RD_2_5,RD_0_3
-27.551,11.2245,2.25e-05,3.5e-05,0.0001275,0.0002675,1.75e-05,2.25e-05,0.6666666666412698,1.3999999999813333,-1.6896551724021405
-27.551,13.2653,2e-05,2e-05,0.0001425,0.000155,2.25e-05,1e-05,-0.11764705881799306,1.7377049180099973,-1.5428571428395101
-27.551,15.3061,2.5e-05,1.5e-05,0.0001475,0.0001475,3.5e-05,3e-05,-0.799999999968,1.3239436619569134,-1.4202898550559964
-27.551,17.3469,2e-05,3.5e-05,0.00019,0.000125,5e-06,1.25e-05,1.499999999925,1.7530864197357718,-1.4482758620489893
-27.551,19.3878,2.25e-05,2.75e-05,0.0001175,8.75e-05,2e-05,1.5e-05,0.3157894736709141,1.5471698112974013,-1.181818181796694
-27.551,21.4286,3.25e-05,1.75e-05,0.0001625,9.75e-05,1.5e-05,3.75e-05,0.1538461538366863,1.2499999999875002,-0.9999999999846156
-27.551,23.4694,3.5e-05,1.25e-05,0.00011,7.5e-05,2e-05,2e-05,-0.4615384615100592,1.3846153845940827,-0.7272727272595041
-27.551,25.5102,2e-05,2.5e-05,0.00012,7.75e-05,3e-05,2e-05,-0.18181818181157022,1.4285714285510203,-1.1794871794629849
-27.551,27.551,2e-05,4.75e-05,0.0001325,8.75e-05,5e-06,1.5e-05,1.619047618985941,1.5932203389614477,-1.2558139534650081
-27.551,29.5918,1.75e-05,3.75e-05,0.000135,6.25e-05,0.0,1.75e-05,1.9999999998933333,1.5409836065371676,-1.1249999999718752
-27.551,31.6327,1.5e-05,3.5e-05,0.0001125,6.25e-05,7.5e-06,5e-06,1.2941176469979239,1.8297872340114079,-1.2258064515812697
-27.551,33.6735,1.75e-05,3.75e-05,0.000125,6.5e-05,1.75e-05,2.75e-05,0.727272727246281,1.2786885245733943,-1.151515151487236
-27.551,35.7143,1.75e-05,1.75e-05,8.5e-05,5.25e-05,5e-06,1e-05,1.1111111110123457,1.5789473683878117,-0.9999999999714287
-27.551,37.7551,7.5e-06,2.5e-05,9e-05,6e-05,7.5e-06,7.5e-06,1.0769230768568048,1.692307692272978,-1.5555555555094651
-27.551,39.7959,2.25e-05,1.75e-05,7.5e-05,3.75e-05,5e-06,1.25e-05,1.1111111110123457,1.4285714285387752,-0.4999999999833332
-27.551,41.8367,2.5e-06,1.5e-05,5e-05,5.25e-05,7.5e-06,1.5e-05,0.6666666666074074,1.0769230768899407,-1.8181818181157026
-27.551,43.8776,7.5e-06,3.25e-05,6e-05,4.5e-05,1.5e-05,3.25e-05,0.736842105232133,0.5945945945817386,-1.4285714285170068
-27.551,45.9184,3e-05,2.25e-05,8.25e-05,4.75e-05,1.5e-05,7.5e-06,0.3999999999786667,1.6666666666296293,-0.451612903214152
-27.551,47.9592,0.0,2.75e-05,7.75e-05,2.25e-05,5e-06,1.5e-05,1.3846153845301774,1.351351351322133,-1.9999999998222222
-27.551,50.0,5e-06,4.5e-05,7.25e-05,1.5e-05,5e-06,1e-05,1.599999999936,1.5151515151147843,-0.9999999998999998
-25.5102,-50.0,1e-05,1.5e-05,0.0,1.75e-05,5.5e-05,4.25e-05,-1.1428571428244898,-1.9999999999058824,-0.5454545454148759
-25.5102,-47.9592,0.0,2.5e-05,1.25e-05,2.25e-05,6.75e-05,3.5e-05,-0.9189189188990505,-0.9473684210127423,-1.9999999998222222
-25.5102,-45.9184,1.25e-05,1e-05,7.5e-06,5.75e-05,8e-05,6e-05,-1.5555555555209877,-1.5555555555094651,-1.285714285677551
-25.5102,-43.8776,1.25e-05,4.25e-05,5e-06,4.25e-05,7.75e-05,4.75e-05,-0.583333333323611,-1.619047618985941,-1.0909090908694217
-25.5102,-41.8367,1e-05,4e-05,1.5e-05,4e-05,5.25e-05,3.25e-05,-0.27027027026442657,-0.736842105232133,-1.1999999999520001
-25.5102,-39.7959,7.5e-06,3e-05,3.25e-05,3e-05,7.5e-05,5e-05,-0.8571428571265306,-0.4242424242321397,-1.199999999936
-25.5102,-37.7551,1e-05,2e-05,1.25e-05,5.5e-05,6.75e-05,5e-05,-1.0857142856894695,-1.1999999999616,-1.3846153845727809
-25.5102,-35.7143,7.5e-06,1.75e-05,7.5e-06,2.75e-05,0.0001175,3.75e-05,-1.4814814814595334,-1.333333333274074,-1.1428571427918366
-25.5102,-33.6735,2.5e-05,2e-05,1e-05,1.5e-05,0.00011,5.5e-05,-1.3846153845940827,-1.3846153845727809,0.499999999975
-25.5102,-31.6327,2.5e-05,3.25e-05,1e-05,5e-05,0.00014,3e-05,-1.246376811579752,-0.9999999999499998,-0.6666666666488889
-25.5102,-29.5918,3.75e-05,2e-05,7.5e-06,6.5e-05,0.00018,3.25e-05,-1.599999999984,-1.2499999999375,-0.5365853658431885
-25.5102,-27.551,1.25e-05,7.5e-06,2.5e-05,5e-05,0.00012,2e-05,-1.7647058823252593,0.22222222221234564,-1.1999999999616
-25.5102,-25.5102,1.25e-05,1.5e-05,2.25e-05,0.000125,8.25e-05,2.75e-05,-1.3846153845869822,-0.19999999999199997,-1.6363636363398346
-25.5102,-23.4694,4.25e-05,3.25e-05,2.25e-05,9.5e-05,0.0001425,2.75e-05,-1.2571428571284897,-0.19999999999199997,-0.7636363636252562
-25.5102,-21.4286,2e-05,3.25e-05,1.25e-05,0.000115,0.00011,5e-05,-1.087719298230348,-1.1999999999616,-1.407407407386557
-25.5102,-19.3878,1.75e-05,2.25e-05,2.5e-05,0.0001225,0.00019,2e-05,-1.5764705882204566,0.22222222221234564,-1.4999999999785716
-25.5102,-17.3469,2e-05,3e-05,3.25e-05,0.0001075,0.000145,2.5e-05,-1.3142857142706939,0.26086956520831744,-1.3725490195863128
-25.5102,-15.3061,7.5e-06,3.25e-05,2.25e-05,0.00016,0.0002,2e-05,-1.440860215041369,0.11764705881799306,-1.820895522366318
-25.5102,-13.2653,1.25e-05,7.5e-06,3.25e-05,0.0001975,0.0001725,1.75e-05,-1.833333333312963,0.599999999976,-1.7619047618879817
-25.5102,-11.2245,2.75e-05,1.25e-05,2.25e-05,0.0003775,0.00021,1.75e-05,-1.7752808988604467,0.24999999998750017,-1.7283950617198598
-25.5102,-9.18367,1.75e-05,2e-05,1e-05,0.0006125,0.000135,3.5e-05,-1.4838709677227888,-1.1111111110617284,-1.888888888882892
-25.5102,-7.14286,0.0,5e-06,5e-06,0.449335,0.0053225,2.5e-06,-1.9962458939457546,0.6666666664888888,-1.9999999999999911
-25.5102,-5.10204,5e-06,1.5e-05,7.5e-06,0.510962,0.00141,5e-06,-1.9578947368393573,0.39999999993599994,-1.9999608585290163
-25.5102,-3.06122,1.5e-05,0.0,3.75e-05,0.528875,0.000475,2e-05,-1.999999999991579,0.6086956521527408,-1.9998865548601714
-25.5102,-1.02041,1.25e-05,7.5e-06,0.0001,0.533565,0.000195,1.75e-05,-1.851851851833562,1.4042553191250338,-1.9999062929002742
-25.5102,1.02041,2e-05,2.5e-06,0.00019,0.536685,6.75e-05,7.5e-06,-1.8571428570897957,1.84810126580407,-1.9998509423239879
-25.5102,3.06122,2e-05,1e-05,0.0004975,0.529135,3.5e-05,7.5e-06,-1.1111111110617284,1.940594059398255,-1.9998488155644298
-25.5102,5.10204,1e-05,2.5e-06,0.00132,0.510395,1.75e-05,5e-06,-1.49999999985,1.9849056603743624,-1.9999216308617591
-25.5102,7.14286,1.5e-05,2.5e-06,0.005255,0.450657,1e-05,2.5e-06,-1.199999999808,1.9980979553011895,-1.9998668654808731
-25.5102,9.18367,3.25e-05,2.25e-05,8.75e-05,0.000575,2e-05,5.5e-05,0.11764705881799306,0.45614035087079097,-1.786008230446795
-25.5102,11.2245,1.25e-05,1.5e-05,0.000145,0.0003525,3.25e-05,3.75e-05,-0.736842105232133,1.1780821917679116,-1.863013698619929
-25.5102,13.2653,3.25e-05,3.25e-05,0.000155,0.00023,1.75e-05,1.75e-05,0.599999999976,1.5942028985322414,-1.5047619047504401
-25.5102,15.3061,2e-05,2.25e-05,0.00023,0.0001475,3.25e-05,2.5e-05,-0.3636363636231404,1.6078431372422914,-1.5223880596833148
-25.5102,17.3469,1.75e-05,5.25e-05,0.0001875,0.0001375,5.25e-05,2.5e-05,0.0,1.5294117646914878,-1.5483870967542146
-25.5102,19.3878,1.25e-05,1.75e-05,0.0001575,9.75e-05,5e-06,4.25e-05,1.1111111110123457,1.1499999999885,-1.5454545454264461
-25.5102,21.4286,1.25e-05,2.5e-05,0.000225,0.000155,5e-06,3e-05,1.3333333332444446,1.529411764693887,-1.7014925372931164
-25.5102,23.4694,1.5e-05,2.25e-05,0.00011,8.5e-05,2e-05,4.5e-05,0.11764705881799306,0.8387096774085329,-1.399999999972
-25.5102,25.5102,1.5e-05,3.5e-05,0.0001575,0.000105,1.75e-05,3.5e-05,0.6666666666412698,1.2727272727140495,-1.499999999975
-25.5102,27.551,5e-06,4.5e-05,0.0001175,6.5e-05,1.75e-05,1e-05,0.8799999999718401,1.68627450977747,-1.7142857142367347
-25.5102,29.5918,0.0,1e-05,0.000115,7.25e-05,1e-05,1e-05,0.0,1.67999999997312,-1.9999999999448275
-25.5102,31.6327,1.5e-05,1e-05,0.0001125,4.5e-05,1.25e-05,3.75e-05,-0.2222222222024691,0.9999999999866669,-0.9999999999666668
-25.5102,33.6735,1.75e-05,1.5e-05,0.0001175,4e-05,7.5e-06,1e-05,0.6666666666074074,1.68627450977747,-0.7826086956249528
-25.5102,35.7143,1.5e-05,1.25e-05,0.000135,3.75e-05,1e-05,2.5e-05,0.2222222222024691,1.3749999999828124,-0.8571428571102041
-25.5102,37.7551,5e-06,4.25e-05,0.000115,3e-05,2.5e-05,1.5e-05,0.518518518503155,1.5384615384378697,-1.428571428489796
-25.5102,39.7959,1.75e-05,2.5e-05,6.75e-05,3.75e-05,1.75e-05,1e-05,0.3529411764539793,1.4838709677036421,-0.727272727246281
-25.5102,41.8367,1.25e-05,3.75e-05,5e-05,2.5e-05,7.5e-06,7.5e-06,1.333333333274074,1.4782608695137998,-0.6666666666311111
-25.5102,43.8776,1e-05,3.5e-05,6.5e-05,4.75e-05,5e-06,1.5e-05,1.499999999925,1.2499999999687499,-1.304347826041588
-25.5102,45.9184,5e-06,3.25e-05,0.0001025,3.5e-05,5e-06,1.75e-05,1.4666666665884445,1.4166666666430558,-1.499999999925
-25.5102,47.9592,3.5e-05,5e-06,8.75e-05,1.5e-05,0.0,1e-05,1.9999999992000002,1.5897435897109797,0.799999999968
-25.5102,50.0,2.5e-06,5.5e-05,7e-05,3.5e-05,5e-06,0.0,1.6666666666111112,1.999999999942857,-1.733333333240889
-23.4694,-50.0,1.25e-05,2.5e-06,5e-06,2.5e-05,6.25e-05,4.25e-05,-1.8461538460970413,-1.5789473683545707,-0.6666666666311111
-23.4694,-47.9592,0.0,1e-05,1.75e-05,3.5e-05,6.5e-05,2.25e-05,-1.4666666666275556,-0.24999999998750017,-1.9999999998857143
-23.4694,-45.9184,1.5e-05,5e-06,1e-05,2.5e-05,6e-05,3.25e-05,-1.692307692255621,-1.0588235293619377,-0.499999999975
-23.4694,-43.8776,1e-05,1.75e-05,7.5e-06,3.75e-05,5e-05,4.25e-05,-0.9629629629344308,-1.399999999944,-1.1578947367933519
-23.4694,-41.8367,2e-05,1.25e-05,1.25e-05,7.5e-06,6.25e-05,5e-05,-1.3333333332977777,-1.1999999999616,0.9090909090247935
-23.4694,-39.7959,7.5e-06,2e-05,1.5e-05,1e-05,6.75e-05,5.25e-05,-1.0857142856894695,-1.1111111110781893,-0.2857142856816327
-23.4694,-37.7551,7.5e-06,7.5e-06,2.5e-06,5.5e-05,9e-05,6.5e-05,-1.692307692272978,-1.8518518517969818,-1.51999999995136
-23.4694,-35.7143,5e-06,1.5e-05,7.5e-06,2.5e-05,0.0001075,2.75e-05,-1.5102040816079967,-1.1428571427918366,-1.3333333332444446
-23.4694,-33.6735,1.25e-05,5e-06,5e-06,2.5e-05,8.5e-05,4.25e-05,-1.7777777777382717,-1.5789473683545707,-0.6666666666311111
-23.4694,-31.6327,1.25e-05,1.25e-05,5e-06,7.5e-05,0.0001375,3.75e-05,-1.6666666666444443,-1.52941176463391,-1.4285714285387752
-23.4694,-29.5918,2.5e-06,1.75e-05,1.75e-05,6e-05,0.0001275,2.75e-05,-1.5172413792894175,-0.4444444444246915,-1.83999999994112
-23.4694,-27.551,3e-05,2e-05,4.25e-05,6.75e-05,0.0001525,1.75e-05,-1.5362318840401596,0.8333333333055557,-0.7692307692149902
-23.4694,-25.5102,1e-05,2.75e-05,2.25e-05,6.75e-05,0.0001825,1.5e-05,-1.4761904761764173,0.3999999999786667,-1.4838709677036421
-23.4694,-23.4694,1.75e-05,3e-05,2.25e-05,0.0001075,0.000225,2e-05,-1.529411764693887,0.11764705881799306,-1.43999999997696
-23.4694,-21.4286,1.5e-05,2e-05,1.75e-05,5.5e-05,0.0001675,2.5e-05,-1.5733333333165511,-0.3529411764539793,-1.1428571428244898
-23.4694,-19.3878,4e-05,1.25e-05,5e-06,0.0001275,0.00021,3.75e-05,-1.7752808988604467,-1.52941176463391,-1.0447761193905103
-23.4694,-17.3469,3.5e-05,1.5e-05,1e-05,0.0001525,0.0001975,3e-05,-1.7176470588073631,-0.9999999999499998,-1.2533333333199643
-23.4694,-15.3061,2.75e-05,1.5e-05,3.5e-05,0.0001975,0.0003075,1e-05,-1.813953488360844,1.1111111110617284,-1.5111111110976791
-23.4694,-13.2653,4e-05,1.75e-05,3.25e-05,0.000285,0.0002175,1.25e-05,-1.702127659559982,0.8888888888493827,-1.5076923076830298
-23.4694,-11.2245,2.75e-05,1.5e-05,2.5e-05,0.00035,0.0001175,7.5e-06,-1.5471698112974013,1.0769230768568048,-1.7086092715141266
-23.4694,-9.18367,3e-05,2.5e-05,7.5e-06,0.352838,0.0320125,7.5e-06,-1.9968786578227395,0.0,-1.999659929492037
-23.4694,-7.14286,1.75e-05,2.75e-05,7.5e-06,0.498245,0.006265,1.25e-05,-1.9825188716719961,-0.49999999995,-1.9998595118035092
-23.4694,-5.10204,7.5e-06,2.75e-05,4.25e-05,0.531103,0.0019,2.25e-05,-1.9429312581043394,0.6153846153656805,-1.9999435145793498
-23.4694,-3.06122,3.75e-05,1.25e-05,6e-05,0.541975,0.0007275,1.5e-05,-1.9324324324272093,1.199999999968,-1.999723253614992
-23.4694,-1.02041,1.25e-05,7.5e-06,0.00012,0.543443,0.0002725,2.25e-05,-1.8928571428436223,1.368421052612373,-1.9999079961468715
-23.4694,1.02041,2.25e-05,1.5e-05,0.000225,0.542915,0.0001275,2.5e-06,-1.578947368398892,1.95604395602676,-1.999834235063881
-23.4694,3.06122,1.5e-05,3e-05,0.000715,0.542508,4.25e-05,7.5e-06,-0.34482758619738413,1.9584775086450974,-1.9998894056104461
-23.4694,5.10204,2e-05,2e-05,0.0019075,0.530707,3.75e-05,3.5e-05,-0.6086956521527408,1.927927927925943,-1.9998492633689184
-23.4694,7.14286,2.25e-05,1e-05,0.0064275,0.500238,2.5e-05,5e-06,-0.8571428570938775,1.99689078896168,-1.9998200937311579
-23.4694,9.18367,1.25e-05,1e-05,0.0315875,0.354073,1.25e-05,3.75e-05,-0.2222222222024691,1.995256916995921,-1.9998587911676584
-23.4694,11.2245,3.75e-05,5e-05,0.0001975,0.00041,4.25e-05,1e-05,0.16216216215865595,1.8072289156452315,-1.6648044692663027
-23.4694,13.2653,1.75e-05,1e-05,0.0002675,0.0002575,3.75e-05,2.25e-05,-1.1578947367933519,1.6896551724021405,-1.7454545454418515
-23.4694,15.3061,2.5e-05,5e-05,0.0002975,0.0002175,3.5e-05,3e-05,0.35294117646228385,1.6335877862495658,-1.5876288659662874
-23.4694,17.3469,2.25e-05,1.25e-05,0.000315,0.0001625,3.25e-05,2.25e-05,-0.8888888888493827,1.7333333333230618,-1.5135135134971511
-23.4694,19.3878,3.75e-05,1e-05,0.0002475,0.00016,1.75e-05,5e-06,-0.5454545454148759,1.9207920791927067,-1.2405063291013623
-23.4694,21.4286,1e-05,1e-05,0.0002275,6.75e-05,1.5e-05,4.25e-05,-0.39999999996799995,1.3703703703602195,-1.4838709677036421
-23.4694,23.4694,4.25e-05,4.25e-05,0.0001925,7.25e-05,2.25e-05,4.5e-05,0.6153846153656805,1.2421052631474347,-0.5217391304257089
-23.4694,25.5102,2.5e-05,2e-05,0.0002,8.5e-05,4e-05,1.75e-05,-0.6666666666444444,1.6781609195247986,-1.0909090908892562
-23.4694,27.551,1.75e-05,2.5e-05,0.00019,8.5e-05,2.5e-06,2e-05,1.636363636244628,1.6190476190321996,-1.3170731707060086
-23.4694,29.5918,2.5e-06,2.75e-05,0.00016,8.25e-05,1.25e-05,2e-05,0.7499999999625,1.5555555555382716,-1.8823529411321795
-23.4694,31.6327,5e-06,2.25e-05,0.0001175,5e-05,1e-05,2.75e-05,0.7692307691834319,1.241379310327705,-1.6363636363041323
-23.4694,33.6735,2.5e-06,2.5e-05,8e-05,6.75e-05,3.75e-05,3.5e-05,-0.3999999999871998,0.7826086956385635,-1.8571428570897957
-23.4694,35.7143,1e-05,3.75e-05,0.000105,5e-05,2.5e-06,1.75e-05,1.7499999999125,1.4285714285481053,-1.333333333288889
-23.4694,37.7551,2.75e-05,5.25e-05,8.5e-05,2.5e-05,7.5e-06,1.5e-05,1.49999999995,1.399999999972,0.09523809523446711
-23.4694,39.7959,7.5e-06,3.75e-05,9.75e-05,6e-05,2e-05,1.75e-05,0.6086956521527408,1.3913043478018903,-1.5555555555094651
-23.4694,41.8367,1.75e-05,2.75e-05,9e-05,7e-05,7.5e-06,1.5e-05,1.1428571427918366,1.4285714285442177,-1.1999999999725715
-23.4694,43.8776,2.75e-05,4.25e-05,6.25e-05,4.5e-05,3e-05,1e-05,0.34482758619738413,1.448275862029013,-0.48275862067633774
-23.4694,45.9184,1.5e-05,4e-05,7.25e-05,5.25e-05,1e-05,1.75e-05,1.1999999999520001,1.2222222221950618,-1.1111111110781893
-23.4694,47.9592,7.5e-06,4.5e-05,7.75e-05,3e-05,7.5e-06,1.25e-05,1.4285714285170068,1.4444444444123454,-1.199999999936
-23.4694,50.0,1.5e-05,2.5e-05,4.25e-05,2.5e-05,1e-05,2.5e-06,0.8571428570938775,1.7777777776987655,-0.499999999975
-21.4286,-50.0,5e-06,1.5e-05,1.25e-05,2.25e-05,3e-05,5.25e-05,-0.666666666637037,-1.230769230731361,-1.2727272726347107
-21.4286,-47.9592,1.25e-05,1e-05,5e-06,3.25e-05,4.75e-05,3.5e-05,-1.304347826041588,-1.499999999925,-0.8888888888493827
-21.4286,-45.9184,7.5e-06,1.75e-05,2.5e-06,2.25e-05,6.25e-05,1.5e-05,-1.1249999999718752,-1.4285714284081632,-0.9999999999333334
-21.4286,-43.8776,1e-05,2.5e-05,2.5e-06,3.5e-05,7.25e-05,4e-05,-0.9743589743389875,-1.7647058822698962,-1.1111111110617284
-21.4286,-41.8367,5e-06,1.5e-05,3.5e-05,2.75e-05,8.25e-05,1.75e-05,-1.3846153845869822,0.6666666666412698,-1.3846153845301774
-21.4286,-39.7959,5e-06,2e-05,1e-05,2.5e-05,0.0001175,3.5e-05,-1.41818181816119,-1.1111111110617284,-1.3333333332444446
-21.4286,-37.7551,5e-06,5e-06,1.75e-05,6e-05,8e-05,3.75e-05,-1.7647058823114188,-0.727272727246281,-1.692307692255621
-21.4286,-35.7143,1.5e-05,1e-05,7.5e-06,1.5e-05,0.00016,4.25e-05,-1.76470588233218,-1.399999999944,0.0
-21.4286,-33.6735,2.25e-05,1.5e-05,2e-05,4.75e-05,0.0001225,3.75e-05,-1.5636363636136197,-0.6086956521527408,-0.7142857142653061
-21.4286,-31.6327,1.5e-05,2.75e-05,3e-05,5.75e-05,0.0001175,1.75e-05,-1.241379310327705,0.5263157894515236,-1.1724137930711058
-21.4286,-29.5918,1.5e-05,1.5e-05,2e-05,5.25e-05,0.000155,4.5e-05,-1.6470588235100343,-0.7692307692071005,-1.1111111110781893
-21.4286,-27.551,1.75e-05,1.5e-05,2e-05,6.5e-05,0.0002,2.5e-05,-1.7209302325421307,-0.22222222221234564,-1.151515151487236
-21.4286,-25.5102,3.25e-05,1.25e-05,3.25e-05,7.25e-05,0.0002175,2.5e-05,-1.782608695636673,0.26086956520831744,-0.7619047618902495
-21.4286,-23.4694,2e-05,2e-05,3.25e-05,0.0001325,0.0003275,5.75e-05,-1.7697841726516848,-0.55555555554321,-1.4754098360462242
-21.4286,-21.4286,2e-05,5e-06,1.75e-05,0.0001325,0.000355,2.5e-05,-1.944444444433642,-0.3529411764539793,-1.4754098360462242
-21.4286,-19.3878,2.75e-05,3.25e-05,2.25e-05,0.0001025,0.00049,4.25e-05,-1.7511961722421008,-0.6153846153656805,-1.1538461538284024
-21.4286,-17.3469,2.25e-05,1.5e-05,2e-05,0.00012,0.0004375,1.5e-05,-1.8674033149088736,0.2857142856979592,-1.368421052612373
-21.4286,-15.3061,3e-05,4.25e-05,1.75e-05,0.00023,0.0004875,4.25e-05,-1.679245283012531,-0.8333333333055557,-1.5384615384497042
-21.4286,-13.2653,3.25e-05,2.75e-05,2.75e-05,0.000225,0.0003825,7.5e-06,-1.7317073170647233,1.1428571427918366,-1.4951456310563487
-21.4286,-11.2245,8e-05,1.25e-05,1e-05,0.0004875,0.0002825,3e-05,-1.8305084745638613,-0.9999999999499998,-1.43612334801256
-21.4286,-9.18367,6.25e-05,1.25e-05,2e-05,0.428098,0.033945,1.5e-05,-1.9985275712286243,0.2857142856979592,-1.999416106810404
-21.4286,-7.14286,6.25e-05,2.75e-05,3.75e-05,0.517045,0.0093725,2.75e-05,-1.9882978723400027,0.3076923076828401,-1.9995165415314924
-21.4286,-5.10204,7.5e-05,4.75e-05,5.75e-05,0.536168,0.0031475,2.25e-05,-1.9405320813759372,0.8749999999781248,-1.9994405521377356
-21.4286,-3.06122,7e-05,1e-05,8.25e-05,0.544978,0.0011625,6.25e-05,-1.9658848614038962,0.2758620689617122,-1.9994862837768341
-21.4286,-1.02041,5.25e-05,3.5e-05,0.00016,0.545277,0.0004,1.75e-05,-1.6781609195325145,1.60563380279881,-1.999614911718504
-21.4286,1.02041,5.25e-05,2e-05,0.000465,0.546745,0.000185,1.5e-05,-1.6097560975452707,1.8749999999921878,-1.999615945573994
-21.4286,3.06122,4e-05,5.25e-05,0.0011775,0.545992,0.000105,1.5e-05,-0.6666666666582011,1.9496855345879252,-1.9997069768804683
-21.4286,5.10204,3.75e-05,3.75e-05,0.0031575,0.53784,3.25e-05,3.25e-05,0.14285714285306123,1.9592476489015929,-1.9997211260928296
-21.4286,7.14286,6.5e-05,3e-05,0.0088775,0.515332,3.5e-05,1.75e-05,-0.15384615384142,1.9921304103424413,-1.9994955345102825
-21.4286,9.18367,5.5e-05,3.25e-05,0.03445,0.425655,5.5e-05,3e-05,-0.5142857142739593,1.9965197215776103,-1.9994832162739797
-21.4286,11.2245,4.5e-05,4.5e-05,0.000325,0.000415,5e-05,6.75e-05,-0.10526315789252076,1.3121019108213396,-1.6086956521669187
-21.4286,13.2653,3.75e-05,3e-05,0.00048,0.000315,2.25e-05,2e-05,0.2857142857034013,1.83999999999264,-1.57446808509745
-21.4286,15.3061,2.25e-05,4e-05,0.000415,0.0002275,2.25e-05,3e-05,0.55999999998208,1.7303370786439085,-1.6399999999868802
-21.4286,17.3469,2.5e-05,1.75e-05,0.0004075,0.0001325,1.75e-05,1.75e-05,0.0,1.8352941176384223,-1.3650793650620305
-21.4286,19.3878,2.75e-05,2.5e-05,0.0003975,0.000105,1e-05,7.5e-06,0.8571428570938775,1.9259259259164152,-1.1698113207370595
-21.4286,21.4286,1.75e-05,2.75e-05,0.00032,9.75e-05,1e-05,6e-05,0.9333333332835554,1.368421052624377,-1.3913043478018903
-21.4286,23.4694,2e-05,2.75e-05,0.0002325,0.0001075,4.75e-05,1.75e-05,-0.5333333333191111,1.7199999999862403,-1.3725490195863128
-21.4286,25.5102,1e-05,1.75e-05,0.00025,7.5e-05,5e-06,2.25e-05,1.1111111110123457,1.6697247706299472,-1.5294117646698961
-21.4286,27.551,1.75e-05,6e-05,0.000155,6.25e-05,2.25e-05,2.5e-05,0.9090909090688706,1.4444444444283948,-1.1249999999718752
-21.4286,29.5918,3.25e-05,3.5e-05,0.0001475,3e-05,2.75e-05,2.5e-05,0.23999999999231986,1.4202898550559964,0.07999999999743988
-21.4286,31.6327,2e-05,1.5e-05,0.0001625,4.25e-05,3.25e-05,1.25e-05,-0.736842105232133,1.7142857142661223,-0.7199999999769601
-21.4286,33.6735,1.5e-05,4e-05,0.000125,4.5e-05,1.25e-05,2.25e-05,1.0476190475791385,1.389830508455731,-0.9999999999666668
-21.4286,35.7143,3.25e-05,2e-05,8.5e-05,6.25e-05,7.5e-06,2e-05,0.9090909090247935,1.2380952380716554,-0.6315789473551247
-21.4286,37.7551,1e-05,5.5e-05,7.5e-05,3.75e-05,1.5e-05,1.25e-05,1.1428571428244898,1.4285714285387752,-1.1578947367933519
-21.4286,39.7959,5e-06,2e-05,0.000105,5e-05,2.25e-05,2.5e-05,-0.11764705881799306,1.2307692307502958,-1.6363636363041323
-21.4286,41.8367,1.25e-05,5.75e-05,0.0001225,2.5e-05,1e-05,1e-05,1.4074074073657066,1.698113207521538,-0.6666666666311111
-21.4286,43.8776,5e-06,3e-05,7.5e-05,4.25e-05,1e-05,7.5e-06,0.9999999999499998,1.6363636363239666,-1.5789473683545707
-21.4286,45.9184,0.0,2.75e-05,8.25e-05,3.25e-05,5e-06,1.25e-05,1.3846153845301774,1.4736842104952907,-1.9999999998769231
-21.4286,47.9592,7.5e-06,2e-05,5.25e-05,2.75e-05,0.0,1.25e-05,1.9999999998,1.230769230731361,-1.1428571427918366
-21.4286,50.0,0.0,5.25e-05,4.25e-05,3.25e-05,5e-06,2.5e-06,1.6521739129860114,1.7777777776987655,-1.9999999998769231
-19.3878,-50.0,2e-05,1e-05,5e-06,2.75e-05,7e-05,4.75e-05,-1.4999999999625,-1.619047618985941,-0.3157894736709141
-19.3878,-47.9592,1e-05,2.75e-05,5e-06,1.25e-05,5.75e-05,1.25e-05,-0.7058823529245675,-0.8571428570448979,-0.2222222222024691
-19.3878,-45.9184,1e-05,1.25e-05,7.5e-06,1.5e-05,7.75e-05,4.75e-05,-1.4444444444123454,-1.454545454492562,-0.39999999996799995
-19.3878,-43.8776,2.5e-05,3.25e-05,1.25e-05,5e-06,6.5e-05,6.25e-05,-0.6666666666529915,-1.3333333332977777,1.3333333332444446
-19.3878,-41.8367,2.75e-05,1e-05,5e-06,2.5e-05,8.5e-05,3.75e-05,-1.5789473683878117,-1.52941176463391,0.09523809523446711
-19.3878,-39.7959,7.5e-06,2.5e-06,7.5e-06,3.5e-05,0.000145,4.5e-05,-1.932203389804309,-1.4285714285170068,-1.2941176469979239
-19.3878,-37.7551,5e-06,1.5e-05,5e-06,1.75e-05,0.000105,6.5e-05,-1.499999999975,-1.7142857142367347,-1.1111111110123457
-19.3878,-35.7143,2.25e-05,1e-05,5e-06,3.25e-05,0.0001125,5e-05,-1.6734693877277802,-1.6363636363041323,-0.3636363636231404
-19.3878,-33.6735,1.25e-05,2.75e-05,2e-05,4.25e-05,0.0001,3.5e-05,-1.137254901942945,-0.5454545454347106,-1.0909090908694217
-19.3878,-31.6327,2.5e-06,1.25e-05,1.75e-05,1.75e-05,0.000185,5.5e-05,-1.746835443020285,-1.0344827585921523,-1.49999999985
-19.3878,-29.5918,1.25e-05,2e-05,3.25e-05,4.25e-05,0.0002,7.5e-06,-1.6363636363487604,1.2499999999375,-1.0909090908694217
-19.3878,-27.551,2.5e-05,5e-05,7.5e-06,4.75e-05,0.00032,2.75e-05,-1.4594594594515704,-1.1428571427918366,-0.6206896551552914
