x,y,det_0,det_1,det_2,det_3,det_4,det_5,RD_1_4,RD_2_5,RD_0_3
-5.10204,37.7551,1e-05,0.0001275,0.000145,3.25e-05,1.75e-05,1.75e-05,1.5172413792894175,1.5692307692114558,-1.0588235293619377
-5.10204,39.7959,1.5e-05,7.75e-05,0.0001025,2.5e-06,2.75e-05,1.5e-05,0.9523809523628116,1.4893617021023087,1.4285714284081632
-5.10204,41.8367,3.25e-05,9.5e-05,9.25e-05,7.5e-06,1.5e-05,5e-06,1.4545454545190084,1.794871794834977,1.2499999999375
-5.10204,43.8776,2.5e-05,6.25e-05,8e-05,1.75e-05,7.5e-06,2.5e-05,1.5714285713836733,1.0476190475990932,0.3529411764539793
-5.10204,45.9184,2.5e-05,7e-05,8.5e-05,1e-05,1.25e-05,2.75e-05,1.3939393939056013,1.0222222222040493,0.8571428570938775
-5.10204,47.9592,1.5e-05,7e-05,7e-05,1.5e-05,5e-06,0.0,1.733333333287111,1.999999999942857,0.0
-5.10204,50.0,1.5e-05,5e-05,5.75e-05,1e-05,1.25e-05,0.0,1.1999999999616,1.9999999999304348,0.39999999996799995
-3.06122,-50.0,1.75e-05,5e-06,2.25e-05,2.5e-06,3.5e-05,4.5e-05,-1.499999999925,-0.6666666666469137,1.49999999985
-3.06122,-47.9592,3.25e-05,0.0,1.75e-05,1.25e-05,0.0001075,7.25e-05,-1.9999999999627907,-1.2222222221950618,0.8888888888493827
-3.06122,-45.9184,5e-06,2.25e-05,7.5e-06,7.5e-06,6.5e-05,5.25e-05,-0.9714285714063671,-1.49999999995,-0.39999999993599994
-3.06122,-43.8776,2.5e-05,1.75e-05,1.75e-05,2e-05,7e-05,7e-05,-1.1999999999725715,-1.1999999999725715,0.22222222221234564
-3.06122,-41.8367,1.25e-05,2e-05,5e-06,3.25e-05,9.75e-05,6.75e-05,-1.3191489361477593,-1.7241379309869203,-0.8888888888493827
-3.06122,-39.7959,1.5e-05,2e-05,1.25e-05,7.5e-06,9e-05,6.25e-05,-1.2727272727041323,-1.3333333332977777,0.6666666666074074
-3.06122,-37.7551,2e-05,7.5e-06,1.5e-05,2.75e-05,0.0001325,7.75e-05,-1.7857142856887758,-1.351351351322133,-0.3157894736709141
-3.06122,-35.7143,2.25e-05,3e-05,1e-05,2.25e-05,8.75e-05,0.000125,-0.9787234042386601,-1.7037037036784637,0.0
-3.06122,-33.6735,2.25e-05,1.75e-05,1e-05,3e-05,0.0001425,0.0001225,-1.562499999980469,-1.698113207521538,-0.2857142857034013
-3.06122,-31.6327,1e-05,1.25e-05,2.75e-05,1.75e-05,0.0001725,0.00013,-1.72972972971103,-1.3015873015707735,-0.5454545454148759
-3.06122,-29.5918,3e-05,2.5e-05,1.75e-05,2e-05,0.0001975,0.0001825,-1.5505617977388713,-1.6499999999835002,0.39999999998399993
-3.06122,-27.551,4.25e-05,3.25e-05,2e-05,3.75e-05,0.0003875,0.000165,-1.690476190468141,-1.5675675675506209,0.12499999999687517
-3.06122,-25.5102,5.25e-05,2.25e-05,1.5e-05,1.75e-05,0.0005775,0.0001425,-1.8499999999938335,-1.6190476190270595,0.9999999999714287
-3.06122,-23.4694,2.75e-05,4.75e-05,2.25e-05,3.5e-05,0.42982,0.02962,-1.9995580033382288,-1.996963818841056,-0.23999999999231986
-3.06122,-21.4286,6e-05,0.0001125,7.75e-05,1e-05,0.495685,0.0215225,-1.999092371381453,-1.9856481481479642,1.4285714285306121
-3.06122,-19.3878,9e-05,0.000315,0.00013,3.5e-05,0.515312,0.0201425,-1.9975563731146666,-1.9743494882227672,0.8799999999859202
-3.06122,-17.3469,0.0003725,0.0006875,0.0002875,0.0001,0.52243,0.01979,-1.994743054858605,-1.9427219524341237,1.1534391534342714
-3.06122,-15.3061,0.0015,0.00166,0.000585,0.00028,0.518983,0.02031,-1.9872465393753418,-1.8880114860012553,1.3707865168523927
-3.06122,-13.2653,0.0040625,0.003875,0.0018725,0.0007225,0.49699,0.0223425,-1.969053537380324,-1.690687590336429,1.3960292580976401
-3.06122,-11.2245,0.01062,0.0088975,0.0067775,0.00253,0.433557,0.0289825,-1.9195623504789672,-1.2418903803131298,1.2304182509503834
-3.06122,-9.18367,0.00013,8.75e-05,7.75e-05,0.000115,0.000535,0.000165,-1.4377510040114447,-0.7216494845301308,0.12244897959083705
-3.06122,-7.14286,0.0001125,6e-05,8.75e-05,0.000145,0.0003425,0.0001725,-1.4037267080675593,-0.6538461538411243,-0.2524271844640589
-3.06122,-5.10204,0.0001075,7.75e-05,0.0001075,0.0002125,0.00024,0.0001125,-1.0236220472376465,-0.04545454545413223,-0.6562499999958985
-3.06122,-3.06122,0.0001375,9.75e-05,0.0001025,0.000165,0.0001725,0.0001725,-0.5555555555514403,-0.5090909090872067,-0.18181818181697965
-3.06122,-1.02041,0.0001425,0.0001075,0.0001475,0.0001075,0.000195,7.75e-05,-0.5785123966903901,0.6222222222166914,0.27999999999776
-3.06122,1.02041,7.75e-05,0.0001075,0.000155,0.0001925,0.0001325,8.5e-05,-0.20833333333159723,0.5833333333284721,-0.8518518518455418
-3.06122,3.06122,9e-05,9.75e-05,0.0001175,0.000185,0.0001175,9e-05,-0.1860465116261763,0.26506024096130054,-0.690909090904066
-3.06122,5.10204,7.5e-05,0.000135,0.00023,0.00011,0.0001075,8e-05,0.2268041237094697,0.9677419354776277,-0.3783783783742879
-3.06122,7.14286,8e-05,0.0001525,0.000375,0.00023,7.75e-05,8.5e-05,0.6521739130378071,1.2608695652119093,-0.9677419354776277
-3.06122,9.18367,0.0001175,0.0002475,0.0005075,0.000135,4.5e-05,6.75e-05,1.3846153846059173,1.5304347826033724,-0.13861386138504073
-3.06122,11.2245,0.009925,0.0291725,0.433015,0.0025575,0.00652,0.00909,1.269314281711773,1.9177570939030235,1.1804526336869727
-3.06122,13.2653,0.003985,0.0219475,0.498717,0.00067,0.0019875,0.0038875,1.6678504282430193,1.9690611604153885,1.4242749731465416
-3.06122,15.3061,0.0013225,0.0202675,0.51507,0.0002675,0.0007225,0.0015575,1.862315388279956,1.9879410213354807,1.3270440251555637
-3.06122,17.3469,0.00037,0.0195125,0.523822,0.0001325,0.0003325,0.0007,1.9329805996470717,1.9946618063684571,0.9452736318370336
-3.06122,19.3878,9.25e-05,0.0204425,0.516505,4e-05,0.0001375,0.000315,1.973275024295241,1.9975620138539456,0.7924528301767176
-3.06122,21.4286,4e-05,0.02183,0.496903,3.75e-05,3.5e-05,8.75e-05,1.993597072947451,1.9992957611865738,0.0645161290305933
-3.06122,23.4694,2e-05,0.02946,0.430163,1.5e-05,2e-05,4.75e-05,1.9972862957936233,1.9995583557351484,0.2857142856979592
-3.06122,25.5102,5e-05,0.0002275,0.0006175,7.5e-06,1.5e-05,3e-05,1.7525773195731744,1.8146718146662095,1.4782608695137998
-3.06122,27.551,5.25e-05,0.00017,0.0003,4e-05,3.5e-05,2.5e-05,1.317073170718858,1.6923076922972782,0.27027027026442657
-3.06122,29.5918,4.5e-05,0.0001475,0.0002675,1.25e-05,2.75e-05,1.75e-05,1.371428571412898,1.7543859648999696,1.1304347825693764
-3.06122,31.6327,1.75e-05,0.00012,0.000165,7.5e-06,1e-05,2.5e-05,1.6923076922816567,1.473684210510803,0.799999999936
-3.06122,33.6735,2e-05,0.0001575,0.0001825,1e-05,1.75e-05,3e-05,1.5999999999817145,1.43529411763355,0.6666666666222222
-3.06122,35.7143,2.75e-05,5e-05,9.25e-05,1e-05,3.5e-05,1.25e-05,0.35294117646228385,1.5238095237804987,0.9333333332835554
-3.06122,37.7551,1e-05,8.75e-05,0.0001325,1.75e-05,5e-06,3e-05,1.7837837837452155,1.261538461522935,-0.5454545454148759
-3.06122,39.7959,2.25e-05,7e-05,0.000105,2.25e-05,1.25e-05,1.25e-05,1.3939393939056013,1.5744680850795834,0.0
-3.06122,41.8367,5e-06,0.0001175,9.5e-05,5e-06,1e-05,2.75e-05,1.68627450977747,1.1020408163085382,0.0
-3.06122,43.8776,1e-05,8.75e-05,0.00011,2.75e-05,2e-05,1.5e-05,1.2558139534650081,1.5199999999756801,-0.9333333332835554
-3.06122,45.9184,1e-05,5.25e-05,7.25e-05,1.75e-05,2.5e-06,1.25e-05,1.8181818181157026,1.411764705849135,-0.5454545454148759
-3.06122,47.9592,1.5e-05,9.25e-05,3.5e-05,1.25e-05,5e-06,1.5e-05,1.794871794834977,0.799999999968,0.18181818180495865
-3.06122,50.0,1.5e-05,4.75e-05,7.5e-05,2.5e-05,5e-06,1e-05,1.619047618985941,1.5294117646698961,-0.499999999975
-1.02041,-50.0,1.25e-05,1.5e-05,1.75e-05,7.5e-06,5.25e-05,5.75e-05,-1.1111111110781893,-1.0666666666382223,0.49999999995
-1.02041,-47.9592,2.75e-05,2.5e-06,2.25e-05,1.25e-05,5.25e-05,6.75e-05,-1.8181818181157026,-0.9999999999777777,0.7499999999625
-1.02041,-45.9184,2.75e-05,1.25e-05,0.0,2.5e-05,8.75e-05,9.5e-05,-1.4999999999699998,-1.9999999999578948,0.09523809523446711
-1.02041,-43.8776,2.5e-06,2e-05,7.5e-06,1e-05,0.000105,8e-05,-1.3599999999782402,-1.6571428571049793,-1.199999999808
-1.02041,-41.8367,1.5e-05,5.25e-05,1.5e-05,2e-05,8.25e-05,0.0001,-0.44444444443786,-1.4782608695395085,-0.2857142856979592
-1.02041,-39.7959,1e-05,2.5e-05,2.25e-05,1.5e-05,9e-05,9e-05,-1.130434782589036,-1.1999999999786666,-0.39999999996799995
-1.02041,-37.7551,7.5e-06,1.5e-05,1.75e-05,2.75e-05,0.00011,8.25e-05,-1.5199999999756801,-1.2999999999740002,-1.1428571427918366
-1.02041,-35.7143,3e-05,7.5e-06,1.75e-05,3e-05,0.00016,0.000125,-1.820895522366318,-1.508771929803386,0.0
-1.02041,-33.6735,2e-05,2.5e-05,1.75e-05,2.75e-05,0.0001625,0.0001375,-1.466666666651022,-1.5483870967542146,-0.3157894736709141
-1.02041,-31.6327,7.5e-06,4e-05,2.75e-05,1.5e-05,0.0001625,0.000105,-1.2098765431979273,-1.1698113207370595,-0.6666666666074074
-1.02041,-29.5918,2.5e-05,1.5e-05,2.25e-05,1.75e-05,0.00019,0.0001675,-1.7073170731540748,-1.5263157894576176,0.3529411764539793
-1.02041,-27.551,2.75e-05,1.5e-05,5e-05,2.75e-05,0.0002075,0.0002975,-1.7303370786361316,-1.424460431646478,0.0
-1.02041,-25.5102,1.75e-05,3e-05,3e-05,4.25e-05,0.0003625,0.0002825,-1.6942675159149336,-1.6159999999896575,-0.8333333333055557
-1.02041,-23.4694,2.75e-05,1.5e-05,5.25e-05,2.5e-05,0.0005825,0.0004075,-1.8995815899518003,-1.5434782608628543,0.09523809523446711
-1.02041,-21.4286,2e-05,0.000145,9e-05,4.5e-05,0.345375,0.102513,-1.9983213706876475,-1.996491330662807,-0.7692307692071005
-1.02041,-19.3878,4.75e-05,0.0004825,0.000255,6.75e-05,0.44047,0.08257,-1.9956231113328442,-1.987684877754253,-0.34782608695047257
-1.02041,-17.3469,0.0002325,0.0016975,0.00053,0.0001725,0.457917,0.080535,-1.9852267498087983,-1.9738481465490167,0.29629629629483323
-1.02041,-15.3061,0.002025,0.00489,0.00171,0.0004625,0.440547,0.08173,-1.9560880663258688,-1.918024928091996,1.2562814070341655
-1.02041,-13.2653,0.0085175,0.010535,0.006945,0.0010675,0.348725,0.101145,-1.882703334632289,-1.742991951151786,1.5545122587372864
-1.02041,-11.2245,0.0001,7e-05,9.5e-05,0.0001075,0.000585,0.0004675,-1.572519083964664,-1.3244444444397354,-0.07228915662580919
-1.02041,-9.18367,0.0001025,8.75e-05,5e-05,0.00012,0.000425,0.000325,-1.3170731707265675,-1.4666666666588444,-0.15730337078510295
-1.02041,-7.14286,0.00014,8.75e-05,0.000125,0.00011,0.0003,0.000205,-1.0967741935427262,-0.4848484848455464,0.2399999999980799
-1.02041,-5.10204,0.000145,7.75e-05,0.00011,0.0001575,0.0002075,0.0001725,-0.9122807017479843,-0.4424778761030621,-0.08264462809862717
-1.02041,-3.06122,0.0001075,0.000135,8.5e-05,0.0001225,0.000175,0.0001425,-0.2580645161273673,-0.5054945054900615,-0.13043478260756142
-1.02041,-1.02041,0.0001175,0.00015,0.000135,0.000165,0.0001725,0.000145,-0.13953488372006495,-0.07142857142806124,-0.3362831858383273
-1.02041,1.02041,0.00013,0.0001025,0.0001625,0.00012,9.5e-05,0.00011,0.07594936708783841,0.3853211009146031,0.07999999999935989
-1.02041,3.06122,0.000105,0.0001625,0.00018,0.00013,0.000115,0.00011,0.342342342339875,0.4827586206863259,-0.2127659574449976
-1.02041,5.10204,0.0001475,0.00017,0.000175,0.000135,6.5e-05,8.5e-05,0.8936170212689906,0.6923076923023668,0.08849557522061248
-1.02041,7.14286,0.000115,0.000285,0.0002575,0.0001175,9.75e-05,6.5e-05,0.980392156857619,1.1937984496049998,-0.021505376343900966
-1.02041,9.18367,0.000105,0.0002675,0.0003775,9.5e-05,5.75e-05,8.5e-05,1.2923076922997399,1.2648648648593952,0.09999999999899999
-1.02041,11.2245,3.75e-05,0.00031,0.00065,7.5e-05,6.75e-05,8e-05,1.2847682119137231,1.5616438356121598,-0.6666666666548148
-1.02041,13.2653,0.00838,0.102208,0.351423,0.0009925,0.0068325,0.01023,1.7493591830558048,1.8868528672511942,1.5764203787673348
-1.02041,15.3061,0.001825,0.08153,0.43981,0.0004425,0.00179,0.0046375,1.91406625060005,1.958262786943331,1.2194046306494206
-1.02041,17.3469,0.00024,0.079085,0.45839,0.000155,0.0006475,0.00192,1.9675163829052906,1.9833155916664773,0.43037974683326397
-1.02041,19.3878,3.25e-05,0.082285,0.438465,3.75e-05,0.0002175,0.000505,1.989454865004043,1.9953983187917081,-0.14285714285306123
-1.02041,21.4286,3.5e-05,0.101737,0.344413,2.25e-05,0.000105,0.0001275,1.9958759647296405,1.9985197676325308,0.43478260868052915
-1.02041,23.4694,2.75e-05,0.0003875,0.000395,3.25e-05,2e-05,4e-05,1.8036809815862398,1.6321839080384728,-0.166666666661111
-1.02041,25.5102,2.25e-05,0.0002675,0.0004775,2e-05,1.5e-05,2.75e-05,1.7876106194563712,1.7821782178147239,0.11764705881799306
-1.02041,27.551,4.75e-05,0.000145,0.0002675,2.5e-05,2.5e-05,1.25e-05,1.4117647058657439,1.8214285714155616,0.6206896551552914
-1.02041,29.5918,2e-05,0.0001975,0.0002275,2.25e-05,1.75e-05,3.75e-05,1.674418604635587,1.4339622641401213,-0.11764705881799306
-1.02041,31.6327,1e-05,0.000145,0.0001325,3.5e-05,1.5e-05,1.75e-05,1.6249999999796871,1.5333333333128891,-1.1111111110617284
-1.02041,33.6735,2.5e-05,0.000115,0.0001475,1.75e-05,2.25e-05,1.25e-05,1.3454545454349751,1.6874999999789062,0.3529411764539793
-1.02041,35.7143,1.5e-05,9.75e-05,0.0001425,3.5e-05,1.75e-05,1.75e-05,1.3913043478018903,1.562499999980469,-0.799999999968
-1.02041,37.7551,4e-05,6.75e-05,0.00011,3.5e-05,5e-06,2.5e-06,1.7241379309869203,1.9111111110771355,0.13333333332977793
-1.02041,39.7959,1.75e-05,0.000105,0.0001025,1.75e-05,1e-05,2e-05,1.6521739130147448,1.3469387754882132,0.0
-1.02041,41.8367,3.25e-05,8.75e-05,6.25e-05,1.5e-05,1.75e-05,1.75e-05,1.3333333333079362,1.1249999999718752,0.736842105232133
-1.02041,43.8776,2e-05,0.0001425,0.0001,1.25e-05,7.5e-06,1.5e-05,1.7999999999760001,1.4782608695395085,0.4615384615100592
-1.02041,45.9184,7.5e-06,5.5e-05,7.5e-05,2.25e-05,1e-05,5e-06,1.3846153845727809,1.7499999999562499,-0.9999999999333334
-1.02041,47.9592,1.75e-05,8e-05,4e-05,0.0,1.25e-05,1e-05,1.4594594594279033,1.1999999999520001,1.9999999997714284
-1.02041,50.0,7.5e-06,4.75e-05,4.75e-05,3.5e-05,5e-06,1.25e-05,1.619047618985941,1.1666666666277778,-1.2941176469979239
1.02041,-50.0,2.5e-06,5e-06,7.5e-06,7.5e-06,8e-05,6e-05,-1.7647058823114188,-1.5555555555094651,-0.9999999997999998
1.02041,-47.9592,1.5e-05,1.25e-05,1.25e-05,1.25e-05,9e-05,5.5e-05,-1.5121951219217131,-1.259259259221948,0.18181818180495865
1.02041,-45.9184,1.25e-05,3.5e-05,1.75e-05,1e-05,8.75e-05,7.75e-05,-0.8571428571288631,-1.2631578947102493,0.2222222222024691
1.02041,-43.8776,1.75e-05,2.75e-05,7.5e-06,1.25e-05,5.25e-05,9.25e-05,-0.6249999999843749,-1.6999999999659998,0.333333333311111
1.02041,-41.8367,7.5e-06,7.5e-06,1.25e-05,7.5e-06,0.0001225,6.75e-05,-1.7692307692035503,-1.3749999999656248,0.0
1.02041,-39.7959,1.75e-05,2.5e-06,2e-05,2.25e-05,7.5e-05,0.0001175,-1.8709677418872004,-1.41818181816119,-0.24999999998750017
1.02041,-37.7551,1.75e-05,1.25e-05,3.5e-05,2.25e-05,8.5e-05,8.25e-05,-1.4871794871489807,-0.8085106382841105,-0.24999999998750017
1.02041,-35.7143,1.5e-05,1.5e-05,1.25e-05,1.5e-05,9.5e-05,0.0001,-1.4545454545190084,-1.555555555527901,0.0
1.02041,-33.6735,2.5e-05,1e-05,1e-05,1.25e-05,0.0001175,0.0001625,-1.68627450977747,-1.7681159420084855,0.6666666666311111
1.02041,-31.6327,1e-05,3e-05,3e-05,2.25e-05,0.0001275,0.0001275,-1.2380952380795163,-1.2380952380795163,-0.7692307691834319
1.02041,-29.5918,2e-05,3.25e-05,1.25e-05,2e-05,0.0001625,0.0001825,-1.333333333319658,-1.7435897435718606,0.0
1.02041,-27.551,2e-05,1.75e-05,1e-05,3.25e-05,0.0001625,0.0002675,-1.61111111109321,-1.85585585584248,-0.4761904761723354
1.02041,-25.5102,2.5e-05,4e-05,1.75e-05,1.75e-05,0.0003075,0.000435,-1.5395683453148803,-1.845303867395159,0.3529411764539793
1.02041,-23.4694,3.75e-05,2.5e-05,3.5e-05,3e-05,0.000355,0.0006425,-1.7368421052540166,-1.7933579335740417,0.22222222221563773
1.02041,-21.4286,3.25e-05,8.25e-05,0.0001,4.5e-05,0.102235,0.343838,-1.9967747452781393,-1.9988369996917934,-0.3225806451529658
1.02041,-19.3878,4.25e-05,0.0002275,0.0005275,9e-05,0.082455,0.438355,-1.9889940434795272,-1.9951923350782863,-0.7169811320646493
1.02041,-17.3469,0.0002375,0.0006525,0.001805,0.0002,0.079565,0.45703,-1.9674634587215516,-1.984264495951695,0.17142857142778772
1.02041,-15.3061,0.000365,0.001925,0.004635,0.0016825,0.0825525,0.440875,-1.908851469326107,-1.9583847725079035,-1.28693528693403
1.02041,-13.2653,0.0010475,0.006795,0.01041,0.00841,0.101645,0.35036,-1.749354481741023,-1.8845802034537138,-1.5569653713980318
1.02041,-11.2245,0.000115,7e-05,8.25e-05,6.75e-05,0.000325,0.000615,-1.2911392404997921,-1.5268817204257292,0.5205479451997749
1.02041,-9.18367,8.75e-05,7.75e-05,5.5e-05,0.0001025,0.0003175,0.00036,-1.215189873411569,-1.4698795180652058,-0.1578947368404432
1.02041,-7.14286,9.75e-05,9.5e-05,7e-05,0.00011,0.0002325,0.000215,-0.8396946564834219,-1.0175438596419824,-0.12048192770968215
1.02041,-5.10204,9.75e-05,7.75e-05,6.75e-05,0.00011,0.00019,0.0001825,-0.8411214953208143,-0.91999999999264,-0.12048192770968215
1.02041,-3.06122,9.75e-05,0.0001325,0.0001225,0.00012,0.00015,0.0002125,-0.12389380530885735,-0.537313432832613,-0.20689655172223548
1.02041,-1.02041,0.000115,0.000115,7e-05,0.0001075,0.00011,0.0001475,0.04444444444404938,-0.7126436781543666,0.06741573033647273
1.02041,1.02041,0.0001075,0.00015,0.000125,0.00013,9e-05,0.0001175,0.4999999999958332,0.06185567010258269,-0.1894736842089307
1.02041,3.06122,0.0001275,0.000155,0.000185,8.75e-05,8.5e-05,0.0001175,0.5833333333284721,0.4462809917325866,0.37209302325235266
1.02041,5.10204,0.0001,0.000205,0.00014,7.75e-05,0.0001175,8.25e-05,0.5426356589113636,0.5168539325796238,0.2535211267577068
1.02041,7.14286,0.000125,0.000305,0.000235,0.0001175,7.5e-05,0.0001,1.2105263157831028,0.8059701492489195,0.06185567010258269
1.02041,9.18367,8.5e-05,0.000335,0.0002875,6e-05,5e-05,6e-05,1.4805194805117894,1.3093525179780758,0.3448275862021404
1.02041,11.2245,5.5e-05,0.0006375,0.00039,7e-05,7e-05,6.25e-05,1.6042402826809776,1.4475138121482984,-0.23999999999615987
1.02041,13.2653,0.0008975,0.348743,0.10038,0.0084125,0.0103525,0.0068925,1.884682486970726,1.7429909809130628,-1.6143931256709743
1.02041,15.3061,0.0004275,0.442437,0.08162,0.00182,0.004995,0.00177,1.9553451697688051,1.9150977335411463,-1.2391546162391642
1.02041,17.3469,0.00014,0.45862,0.078805,0.0002525,0.0016475,0.0007,1.9856822391326694,1.9647820891767316,-0.5732484076403912
1.02041,19.3878,5.25e-05,0.437265,0.08312,6.75e-05,0.000455,0.0002225,1.9958420908343144,1.9893211746707384,-0.2499999999958333
1.02041,21.4286,5e-06,0.34476,0.102773,1.5e-05,0.0001875,4.75e-05,1.9978257560933068,1.9981521194703,-0.9999999998999998
1.02041,23.4694,2e-05,0.0006225,0.00042,2.75e-05,2.75e-05,2.75e-05,1.8307692307635979,1.7541899441262383,-0.3157894736709141
1.02041,25.5102,3e-05,0.00041,0.0002525,4.75e-05,3.25e-05,4e-05,1.7062146892578254,1.4529914529815182,-0.451612903214152
1.02041,27.551,3.75e-05,0.0002475,0.0001525,1.5e-05,1e-05,3.25e-05,1.84466019416043,1.2972972972832724,0.8571428571102041
1.02041,29.5918,1.75e-05,0.00023,0.000165,3e-05,1.25e-05,2.25e-05,1.7938144329748962,1.5199999999837865,-0.5263157894515236
1.02041,31.6327,3.25e-05,0.000145,0.000165,2.25e-05,2.5e-05,3.25e-05,1.4117647058657439,1.3417721518851466,0.3636363636231404
1.02041,33.6735,1.5e-05,0.00018,0.0001075,2.25e-05,3.25e-05,3.25e-05,1.3882352941045812,1.0714285714132654,-0.3999999999786667
1.02041,35.7143,2.25e-05,0.00018,0.00011,1.75e-05,2.75e-05,3.25e-05,1.469879518058122,1.087719298230348,0.24999999998750017
1.02041,37.7551,1.25e-05,0.0001375,0.0001425,3.25e-05,7.5e-06,1.25e-05,1.7931034482511299,1.6774193548170655,-0.8888888888493827
1.02041,39.7959,1.5e-05,9.75e-05,0.0001,2.25e-05,3e-05,1e-05,1.0588235293951556,1.6363636363338843,-0.3999999999786667
1.02041,41.8367,2.5e-05,8.5e-05,9.75e-05,2.25e-05,2.5e-06,2.5e-06,1.8857142856711833,1.8999999999619996,0.10526315789030469
1.02041,43.8776,2.75e-05,8.25e-05,8.5e-05,1.25e-05,5e-06,2.5e-06,1.7714285713880817,1.8857142856711833,0.7499999999625
1.02041,45.9184,1.25e-05,6e-05,6.5e-05,4e-05,1.25e-05,0.0,1.3103448275500595,1.9999999999384614,-1.0476190475791385
1.02041,47.9592,1.25e-05,6.25e-05,6.75e-05,1e-05,0.0,2.5e-06,1.999999999936,1.8571428570897957,0.2222222222024691
1.02041,50.0,0.0,7e-05,4e-05,1.75e-05,1e-05,1.5e-05,1.4999999999625,0.9090909090578514,-1.9999999997714284
3.06122,-50.0,5e-06,7.5e-06,1.25e-05,1e-05,6e-05,5.5e-05,-1.5555555555094651,-1.259259259221948,-0.6666666665777777
3.06122,-47.9592,1.75e-05,7.5e-06,7.5e-06,1.75e-05,7e-05,5.5e-05,-1.612903225764828,-1.51999999995136,0.0
3.06122,-45.9184,2.5e-05,1.25e-05,1.75e-05,1.75e-05,8.25e-05,0.00012,-1.4736842104952907,-1.4909090908874048,0.3529411764539793
3.06122,-43.8776,1.75e-05,1.25e-05,1.75e-05,7.5e-06,9.25e-05,0.0001,-1.5238095237804987,-1.4042553191250338,0.799999999936
3.06122,-41.8367,1.25e-05,1e-05,1.5e-05,1.75e-05,8.75e-05,7.75e-05,-1.5897435897109797,-1.351351351322133,-0.333333333311111
3.06122,-39.7959,1.25e-05,2.25e-05,2.25e-05,3.25e-05,0.0001225,7.5e-05,-1.379310344808561,-1.0769230769009859,-0.8888888888493827
3.06122,-37.7551,4e-05,1.5e-05,7.5e-06,1.75e-05,0.0001525,0.0001125,-1.6417910447565156,-1.749999999970833,0.7826086956249528
3.06122,-35.7143,2.75e-05,1.5e-05,3.5e-05,1.5e-05,0.0001225,0.0001575,-1.5636363636136197,-1.2727272727140495,0.5882352940899653
3.06122,-33.6735,1.25e-05,3e-05,2e-05,2.25e-05,8.75e-05,0.00016,-0.9787234042386601,-1.5555555555382716,-0.5714285713959183
3.06122,-31.6327,1.75e-05,1.75e-05,2.5e-06,3e-05,0.000155,0.0001825,-1.5942028985322414,-1.9459459459249084,-0.5263157894515236
3.06122,-29.5918,1.5e-05,1.25e-05,2.75e-05,2.75e-05,0.0001525,0.0002775,-1.6969696969491275,-1.6393442622843322,-0.5882352940899653
3.06122,-27.551,1.5e-05,1.75e-05,2e-05,2.5e-05,0.00017,0.00044,-1.6266666666493157,-1.8260869565137998,-0.499999999975
3.06122,-25.5102,3e-05,3.25e-05,6e-05,4.25e-05,0.0002,0.0005375,-1.440860215041369,-1.5983263598272857,-0.34482758619738413
3.06122,-23.4694,2.5e-05,4e-05,4e-05,1e-05,0.0297525,0.426985,-1.99462952085243,-1.9996253146771175,0.8571428570938775
3.06122,-21.4286,1.5e-05,6.25e-05,0.0001375,3.25e-05,0.022205,0.49665,-1.9887728752664657,-1.998892886797667,-0.736842105232133
3.06122,-19.3878,4.5e-05,0.0001125,0.0003075,0.000115,0.0203175,0.516193,-1.9779735682817445,-1.997618588946179,-0.8749999999890623
3.06122,-17.3469,0.0001025,0.0003225,0.0007275,0.0004025,0.019855,0.521165,-1.9360674018087538,-1.994424139070778,-1.1881188118764827
3.06122,-15.3061,0.000235,0.0008075,0.0017975,0.00143,0.02006,0.518558,-1.8452138492869925,-1.9861825232941632,-1.4354354354337113
3.06122,-13.2653,0.00063,0.00204,0.0037675,0.00403,0.022045,0.495175,-1.6611999169606262,-1.9697961187912358,-1.4592274678105324
3.06122,-11.2245,0.00254,0.0065925,0.00898,0.0101975,0.0296575,0.431025,-1.272551724137861,-1.9183645640390363,-1.2023552502451496
3.06122,-9.18367,0.000115,6.75e-05,9.75e-05,0.000135,0.0002125,0.00069,-1.035714285706888,-1.504761904758083,-0.15999999999872
3.06122,-7.14286,0.0001175,9e-05,3.75e-05,7.25e-05,0.000155,0.0003775,-0.5306122448936277,-1.6385542168595735,0.4736842105213296
3.06122,-5.10204,0.00015,8.75e-05,9.75e-05,0.0001,0.00015,0.0003025,-0.5263157894692521,-1.0249999999948751,0.3999999999967999
3.06122,-3.06122,0.00017,0.0001175,7.75e-05,9.25e-05,0.00014,0.0002225,-0.17475728155204068,-0.9666666666602224,0.5904761904716916
3.06122,-1.02041,0.000145,0.000125,8.5e-05,9.5e-05,0.0001275,0.000155,-0.019801980197863008,-0.5833333333284721,0.4166666666631944
3.06122,1.02041,0.0001425,0.00013,0.0001175,9e-05,0.0001125,9.75e-05,0.14432989690602607,0.1860465116261763,0.4516129032219215
3.06122,3.06122,0.0001925,0.00019,0.00016,9.5e-05,9.75e-05,0.0001125,0.643478260865089,0.34862385320845063,0.678260869560499
3.06122,5.10204,0.0001425,0.00024,0.000105,6.25e-05,8.5e-05,0.0001375,0.9538461538402841,-0.26804123711119143,0.7804878048704342
3.06122,7.14286,0.0001375,0.00032,0.0001625,8.25e-05,6.5e-05,4.25e-05,1.3246753246684433,1.1707317073056513,0.4999999999954546
