x,y,detectorID,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
-19.3878,-50,0,100000,24,0.00024,65,0.00065
-19.3878,-50,1,100000,49,0.00049,79,0.00079
-19.3878,-50,2,100000,34,0.00034,69,0.00069
-19.3878,-50,3,100000,26,0.00026,78,0.00078
-19.3878,-50,4,100000,38,0.00038,72,0.00072
-19.3878,-50,5,100000,29,0.00029,85,0.00085
-19.3878,-47.9592,0,100000,34,0.00034,83,0.00083
-19.3878,-47.9592,1,100000,21,0.00021,75,0.00075
-19.3878,-47.9592,2,100000,42,0.00042,84,0.00084
-19.3878,-47.9592,3,100000,28,0.00028,72,0.00072
-19.3878,-47.9592,4,100000,33,0.00033,80,0.0008
-19.3878,-47.9592,5,100000,33,0.00033,80,0.0008
-19.3878,-45.9184,0,100000,31,0.00031,78,0.00078
-19.3878,-45.9184,1,100000,27,0.00027,62,0.00062
-19.3878,-45.9184,2,100000,43,0.00043,82,0.00082
-19.3878,-45.9184,3,100000,39,0.00039,75,0.00075
-19.3878,-45.9184,4,100000,19,0.00019,71,0.00071
-19.3878,-45.9184,5,100000,22,0.00022,70,0.0007
-19.3878,-43.8776,0,100000,39,0.00039,89,0.00089
-19.3878,-43.8776,1,100000,54,0.00054,103,0.00103
-19.3878,-43.8776,2,100000,32,0.00032,85,0.00085
-19.3878,-43.8776,3,100000,49,0.00049,77,0.00077
-19.3878,-43.8776,4,100000,28,0.00028,76,0.00076
-19.3878,-43.8776,5,100000,20,0.0002,72,0.00072
-19.3878,-41.8367,0,100000,27,0.00027,67,0.00067
-19.3878,-41.8367,1,100000,28,0.00028,84,0.00084
-19.3878,-41.8367,2,100000,27,0.00027,77,0.00077
-19.3878,-41.8367,3,100000,32,0.00032,70,0.0007
-19.3878,-41.8367,4,100000,40,0.0004,79,0.00079
-19.3878,-41.8367,5,100000,24,0.00024,81,0.00081
-19.3878,-39.7959,0,100000,32,0.00032,68,0.00068
-19.3878,-39.7959,1,100000,30,0.0003,79,0.00079
-19.3878,-39.7959,2,100000,30,0.0003,85,0.00085
-19.3878,-39.7959,3,100000,25,0.00025,61,0.00061
-19.3878,-39.7959,4,100000,30,0.0003,73,0.00073
-19.3878,-39.7959,5,100000,20,0.0002,72,0.00072
-19.3878,-37.7551,0,100000,23,0.00023,74,0.00074
-19.3878,-37.7551,1,100000,31,0.00031,83,0.00083
-19.3878,-37.7551,2,100000,22,0.00022,73,0.00073
-19.3878,-37.7551,3,100000,14,0.00014,53,0.00053
-19.3878,-37.7551,4,100000,8,8e-05,66,0.00066
-19.3878,-37.7551,5,100000,15,0.00015,54,0.00054
