x,y,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
9.4,-2.2,400000,44738,0.111845,151709,0.379273
9.4,-2,400000,45168,0.11292,152528,0.38132
9.4,-1.8,400000,44422,0.111055,151773,0.379433
9.4,-1.6,400000,45057,0.112643,153007,0.382518
9.4,-1.4,400000,44744,0.11186,152205,0.380512
9.4,-1.2,400000,44759,0.111897,152009,0.380022
9.4,-1,400000,44723,0.111808,152152,0.38038
9.4,-0.8,400000,44553,0.111382,151700,0.37925
9.4,-0.6,400000,45085,0.112712,151530,0.378825
9.4,-0.4,400000,44496,0.11124,151946,0.379865
9.4,-0.2,400000,44462,0.111155,152027,0.380068
9.4,0,400000,44686,0.111715,152270,0.380675
9.4,0.2,400000,44930,0.112325,151705,0.379263
9.4,0.4,400000,44869,0.112172,152131,0.380327
9.4,0.6,400000,44868,0.11217,152694,0.381735
9.4,0.8,400000,44873,0.112183,152188,0.38047
9.4,1,400000,45505,0.113763,152513,0.381283
9.4,1.2,400000,44992,0.11248,152172,0.38043
9.4,1.4,400000,45030,0.112575,152595,0.381487
9.4,1.6,400000,44946,0.112365,153217,0.383043
9.4,1.8,400000,44587,0.111467,152225,0.380563
9.4,2,400000,44460,0.11115,151516,0.37879
9.4,2.2,400000,44895,0.112238,152768,0.38192
9.4,2.4,400000,44956,0.11239,152024,0.38006
9.4,2.6,400000,45362,0.113405,152365,0.380912
9.4,2.8,400000,44888,0.11222,152568,0.38142
9.4,3,400000,45137,0.112842,152536,0.38134
9.4,3.2,400000,44856,0.11214,151951,0.379877
9.4,3.4,400000,44703,0.111757,151900,0.37975
9.4,3.6,400000,45252,0.11313,152362,0.380905
9.4,3.8,400000,44534,0.111335,151805,0.379512
9.4,4,400000,45089,0.112723,152190,0.380475
9.4,4.2,400000,44315,0.110787,151490,0.378725
9.4,4.4,400000,44633,0.111583,151894,0.379735
9.4,4.6,400000,44749,0.111872,151931,0.379827
9.4,4.8,400000,44788,0.11197,151958,0.379895
9.4,5,400000,44949,0.112373,152150,0.380375
9.4,5.2,400000,45110,0.112775,152312,0.38078
9.4,5.4,400000,44705,0.111763,151796,0.37949
9.4,5.6,400000,44668,0.11167,152415,0.381037
9.4,5.8,400000,44784,0.11196,152093,0.380232
9.4,6,400000,44633,0.111583,152417,0.381043
9.4,6.2,400000,45287,0.113217,151880,0.3797
9.4,6.4,400000,44906,0.112265,152271,0.380678
9.4,6.6,400000,44869,0.112172,152184,0.38046
9.4,6.8,400000,44370,0.110925,151574,0.378935
9.4,7,400000,45182,0.112955,152182,0.380455
9.4,7.2,400000,44193,0.110482,151570,0.378925
9.4,7.4,400000,45233,0.113083,152398,0.380995
9.4,7.6,400000,45263,0.113157,152545,0.381362
9.4,7.8,400000,45067,0.112668,152069,0.380173
9.4,8,400000,44783,0.111958,152325,0.380812
9.4,8.2,400000,44853,0.112132,151906,0.379765
9.4,8.4,400000,44822,0.112055,152374,0.380935
9.4,8.6,400000,44453,0.111132,152177,0.380443
9.4,8.8,400000,44401,0.111003,151586,0.378965
9.4,9,400000,45206,0.113015,152558,0.381395
9.4,9.2,400000,44674,0.111685,152370,0.380925
9.4,9.4,400000,45234,0.113085,152187,0.380468
9.4,9.6,400000,44770,0.111925,152175,0.380437
9.4,9.8,400000,44100,0.11025,151738,0.379345
9.4,10,400000,45175,0.112937,152511,0.381277
9.4,10.2,400000,44691,0.111727,152487,0.381217
9.4,10.4,400000,44762,0.111905,151722,0.379305
9.4,10.6,400000,44552,0.11138,152104,0.38026
9.4,10.8,400000,44693,0.111732,152057,0.380142
9.4,11,400000,44436,0.11109,151708,0.37927
9.4,11.2,400000,44621,0.111552,152132,0.38033
9.4,11.4,400000,44684,0.11171,151753,0.379383
9.4,11.6,400000,44531,0.111327,151474,0.378685
9.4,11.8,400000,44994,0.112485,152024,0.38006
9.4,12,400000,44501,0.111253,151932,0.37983
9.4,12.2,400000,45092,0.11273,152256,0.38064
9.4,12.4,400000,44745,0.111863,152270,0.380675
9.4,12.6,400000,45422,0.113555,153104,0.38276
9.4,12.8,400000,44806,0.112015,151922,0.379805
9.4,13,400000,44885,0.112213,152785,0.381962
9.4,13.2,400000,44969,0.112422,152328,0.38082
9.4,13.4,400000,44333,0.110833,152355,0.380887
9.4,13.6,400000,44279,0.110698,151805,0.379512
9.4,13.8,400000,44684,0.11171,151676,0.37919
9.4,14,400000,44836,0.11209,152623,0.381557
9.4,14.2,400000,44469,0.111172,152249,0.380622
9.4,14.4,400000,44658,0.111645,152217,0.380543
9.4,14.6,400000,44645,0.111613,152114,0.380285
9.4,14.8,400000,44753,0.111882,152368,0.38092
9.4,15,400000,45149,0.112873,152570,0.381425
9.4,15.2,400000,44324,0.11081,151745,0.379362
9.4,15.4,400000,45084,0.11271,152368,0.38092
9.4,15.6,400000,45008,0.11252,152298,0.380745
9.4,15.8,400000,44640,0.1116,152370,0.380925
9.4,16,400000,45104,0.11276,152222,0.380555
9.4,16.2,400000,45458,0.113645,153316,0.38329
9.4,16.4,400000,44074,0.110185,151613,0.379032
9.4,16.6,400000,45327,0.113318,152009,0.380022
9.4,16.8,400000,44017,0.110043,152072,0.38018
9.4,17,400000,45216,0.11304,152306,0.380765
9.4,17.2,400000,44835,0.112088,152423,0.381057
9.4,17.4,400000,44571,0.111427,152095,0.380238
9.4,17.6,400000,44901,0.112253,152129,0.380323
9.4,17.8,400000,44589,0.111473,151733,0.379333
9.4,18,400000,44413,0.111033,151115,0.377787
9.4,18.2,400000,44949,0.112373,152211,0.380528
9.4,18.4,400000,45057,0.112643,152258,0.380645
9.4,18.6,400000,44695,0.111738,151674,0.379185
9.4,18.8,400000,45269,0.113172,152618,0.381545
9.4,19,400000,45181,0.112952,152280,0.3807
9.4,19.2,400000,44793,0.111982,152487,0.381217
9.4,19.4,400000,44792,0.11198,151514,0.378785
9.4,19.6,400000,45326,0.113315,152427,0.381068
9.4,19.8,400000,45114,0.112785,152408,0.38102
9.4,20,400000,44793,0.111982,152244,0.38061
9.4,20.2,400000,44456,0.11114,151889,0.379723
9.4,20.4,400000,45019,0.112547,151877,0.379692
9.4,20.6,400000,44795,0.111988,152673,0.381682
9.4,20.8,400000,44475,0.111187,151752,0.37938
9.4,21,400000,44767,0.111918,152061,0.380153
9.4,21.2,400000,44587,0.111467,151888,0.37972
9.4,21.4,400000,45118,0.112795,152305,0.380763
9.4,21.6,400000,44935,0.112338,152192,0.38048
9.4,21.8,400000,44730,0.111825,151967,0.379918
9.4,22,400000,44571,0.111427,152073,0.380182
9.4,22.2,400000,45071,0.112677,152240,0.3806
9.4,22.4,400000,45085,0.112712,152208,0.38052
9.4,22.6,400000,45038,0.112595,152039,0.380097
9.4,22.8,400000,44815,0.112037,151884,0.37971
9.4,23,400000,44918,0.112295,152001,0.380003
9.4,23.2,400000,44980,0.11245,151845,0.379613
9.4,23.4,400000,45336,0.11334,152596,0.38149
9.4,23.6,400000,45269,0.113172,152505,0.381263
9.4,23.8,400000,44372,0.11093,152108,0.38027
9.4,24,400000,44675,0.111687,151878,0.379695
9.4,24.2,400000,44788,0.11197,151885,0.379713
9.4,24.4,400000,45070,0.112675,152411,0.381028
9.4,24.6,400000,45033,0.112583,152626,0.381565
9.4,24.8,400000,44937,0.112342,152446,0.381115
9.4,25,400000,44844,0.11211,152149,0.380373
9.4,25.2,400000,44766,0.111915,152250,0.380625
9.4,25.4,400000,45010,0.112525,152138,0.380345
9.4,25.6,400000,44548,0.11137,151691,0.379227
9.4,25.8,400000,44349,0.110872,151998,0.379995
9.4,26,400000,45037,0.112592,151926,0.379815
9.4,26.2,400000,45157,0.112893,152421,0.381053
9.4,26.4,400000,44729,0.111823,152451,0.381128
9.4,26.6,400000,44313,0.110783,151617,0.379043
9.4,26.8,400000,44656,0.11164,152041,0.380103
9.4,27,400000,44918,0.112295,152253,0.380632
9.4,27.2,400000,45318,0.113295,151908,0.37977
9.4,27.4,400000,45580,0.11395,152305,0.380763
9.4,27.6,400000,44843,0.112107,152381,0.380953
9.4,27.8,400000,44727,0.111818,152213,0.380532
9.4,28,400000,44680,0.1117,152452,0.38113
9.4,28.2,400000,45108,0.11277,152389,0.380972
9.4,28.4,400000,44944,0.11236,152433,0.381082
9.4,28.6,400000,45068,0.11267,151832,0.37958
9.4,28.8,400000,45447,0.113617,152005,0.380012
9.4,29,400000,45019,0.112547,152133,0.380333
9.4,29.2,400000,45278,0.113195,152451,0.381128
9.4,29.4,400000,44627,0.111568,151352,0.37838
9.4,29.6,400000,44760,0.1119,151471,0.378678
9.4,29.8,400000,44794,0.111985,151854,0.379635
9.4,30,400000,44595,0.111488,152036,0.38009
9.4,30.2,400000,45295,0.113238,152097,0.380242
9.4,30.4,400000,44337,0.110842,151852,0.37963
9.4,30.6,400000,44728,0.11182,151525,0.378812
9.4,30.8,400000,45034,0.112585,152217,0.380543
9.4,31,400000,45086,0.112715,152261,0.380653
9.4,31.2,400000,45299,0.113248,152511,0.381277
9.4,31.4,400000,45065,0.112662,152436,0.38109
9.4,31.6,400000,45070,0.112675,151911,0.379777
9.4,31.8,400000,45070,0.112675,152588,0.38147
9.4,32,400000,45249,0.113123,152344,0.38086
9.4,32.2,400000,44475,0.111187,152315,0.380788
9.4,32.4,400000,44571,0.111427,152665,0.381663
9.4,32.6,400000,44545,0.111363,152370,0.380925
9.4,32.8,400000,45159,0.112897,152121,0.380302
9.4,33,400000,44807,0.112018,152070,0.380175
9.4,33.2,400000,45502,0.113755,152888,0.38222
9.4,33.4,400000,44306,0.110765,151465,0.378663
9.4,33.6,400000,45308,0.11327,152143,0.380358
9.4,33.8,400000,44787,0.111967,151632,0.37908
9.4,34,400000,45088,0.11272,152410,0.381025
9.4,34.2,400000,45060,0.11265,151807,0.379518
9.4,34.4,400000,45007,0.112518,152801,0.382003
9.4,34.6,400000,44149,0.110372,152142,0.380355
9.4,34.8,400000,44760,0.1119,151961,0.379902
9.4,35,400000,44723,0.111808,151891,0.379727
9.4,35.2,400000,44790,0.111975,152053,0.380132
9.4,35.4,400000,44608,0.11152,151983,0.379958
9.4,35.6,400000,44681,0.111702,151653,0.379132
9.4,35.8,400000,44722,0.111805,151700,0.37925
9.4,36,400000,44659,0.111647,152276,0.38069
9.4,36.2,400000,44735,0.111838,151402,0.378505
9.4,36.4,400000,44901,0.112253,151729,0.379323
9.4,36.6,400000,45015,0.112537,151980,0.37995
9.4,36.8,400000,44967,0.112418,152041,0.380103
9.4,37,400000,44548,0.11137,152316,0.38079
9.4,37.2,400000,44822,0.112055,152662,0.381655
9.4,37.4,400000,44779,0.111948,152291,0.380727
9.4,37.6,400000,45105,0.112763,151914,0.379785
9.4,37.8,400000,44602,0.111505,152297,0.380742
9.4,38,400000,44443,0.111107,151833,0.379582
9.4,38.2,400000,45191,0.112977,152190,0.380475
9.4,38.4,400000,45381,0.113452,152438,0.381095
9.4,38.6,400000,44545,0.111363,152016,0.38004
9.4,38.8,400000,45047,0.112617,152351,0.380877
9.4,39,400000,45403,0.113507,152849,0.382122
9.4,39.2,400000,44552,0.11138,151965,0.379912
9.4,39.4,400000,44238,0.110595,151999,0.379997
9.4,39.6,400000,44916,0.11229,152154,0.380385
9.4,39.8,400000,45022,0.112555,151967,0.379918
9.4,40,400000,44545,0.111363,152135,0.380337
9.4,40.2,400000,44535,0.111338,151911,0.379777
9.4,40.4,400000,44790,0.111975,152059,0.380148
9.4,40.6,400000,44364,0.11091,151985,0.379962
9.4,40.8,400000,44957,0.112393,151850,0.379625
9.4,41,400000,45316,0.11329,152252,0.38063
9.4,41.2,400000,45177,0.112943,151998,0.379995
9.4,41.4,400000,44740,0.11185,151847,0.379617
9.4,41.6,400000,44563,0.111408,152396,0.38099
9.4,41.8,400000,44470,0.111175,151598,0.378995
9.4,42,400000,44860,0.11215,151978,0.379945
9.4,42.2,400000,44976,0.11244,151926,0.379815
9.4,42.4,400000,45210,0.113025,152141,0.380352
9.4,42.6,400000,44924,0.11231,151616,0.37904
9.4,42.8,400000,44594,0.111485,151741,0.379352
9.4,43,400000,45151,0.112878,152095,0.380238
9.4,43.2,400000,45232,0.11308,152003,0.380007
9.4,43.4,400000,44912,0.11228,152156,0.38039
9.4,43.6,400000,44024,0.11006,151808,0.37952
9.4,43.8,400000,44813,0.112032,151889,0.379723
9.4,44,400000,44839,0.112098,152258,0.380645
9.4,44.2,400000,45050,0.112625,152227,0.380568
9.4,44.4,400000,44548,0.11137,152099,0.380248
9.4,44.6,400000,44867,0.112168,152725,0.381812
9.4,44.8,400000,44568,0.11142,152173,0.380433
9.4,45,400000,44263,0.110658,152274,0.380685
9.4,45.2,400000,45566,0.113915,152613,0.381532
9.4,45.4,400000,44837,0.112092,152033,0.380082
9.4,45.6,400000,45167,0.112918,152247,0.380617
9.4,45.8,400000,44954,0.112385,152113,0.380283
9.4,46,400000,45504,0.11376,152068,0.38017
9.4,46.2,400000,44621,0.111552,151749,0.379373
9.4,46.4,400000,44382,0.110955,151794,0.379485
9.4,46.6,400000,44930,0.112325,152042,0.380105
9.4,46.8,400000,44708,0.11177,152284,0.38071
9.4,47,400000,45057,0.112643,152284,0.38071
9.4,47.2,400000,44690,0.111725,151872,0.37968
9.4,47.4,400000,44463,0.111158,152129,0.380323
9.4,47.6,400000,44822,0.112055,152236,0.38059
9.4,47.8,400000,44652,0.11163,152044,0.38011
9.4,48,400000,45076,0.11269,152562,0.381405
9.4,48.2,400000,44503,0.111257,152042,0.380105
9.4,48.4,400000,45538,0.113845,151621,0.379053
9.4,48.6,400000,45129,0.112823,152422,0.381055
9.4,48.8,400000,44751,0.111878,152098,0.380245
9.4,49,400000,44673,0.111683,151625,0.379063
9.4,49.2,400000,44994,0.112485,151594,0.378985
9.4,49.4,400000,44810,0.112025,151913,0.379783
9.4,49.6,400000,44774,0.111935,151749,0.379373
9.4,49.8,400000,44818,0.112045,151945,0.379862
9.4,50,400000,45037,0.112592,151941,0.379852
9.6,-50,400000,44834,0.112085,152931,0.382327
9.6,-49.8,400000,44717,0.111793,151786,0.379465
9.6,-49.6,400000,45145,0.112863,151718,0.379295
9.6,-49.4,400000,44619,0.111547,152383,0.380958
9.6,-49.2,400000,44760,0.1119,152344,0.38086
9.6,-49,400000,44149,0.110372,151855,0.379638
9.6,-48.8,400000,45187,0.112967,152444,0.38111
9.6,-48.6,400000,44697,0.111742,151768,0.37942
9.6,-48.4,400000,44865,0.112162,151664,0.37916
9.6,-48.2,400000,44885,0.112213,152088,0.38022
9.6,-48,400000,44710,0.111775,151593,0.378982
9.6,-47.8,400000,45326,0.113315,152870,0.382175
9.6,-47.6,400000,44889,0.112223,152122,0.380305
9.6,-47.4,400000,44575,0.111437,151712,0.37928
9.6,-47.2,400000,45216,0.11304,152325,0.380812
9.6,-47,400000,44890,0.112225,152022,0.380055
9.6,-46.8,400000,44708,0.11177,151903,0.379758
9.6,-46.6,400000,44814,0.112035,151498,0.378745
9.6,-46.4,400000,44937,0.112342,152421,0.381053
9.6,-46.2,400000,45044,0.11261,151989,0.379972
9.6,-46,400000,44997,0.112492,152313,0.380783
9.6,-45.8,400000,44585,0.111463,152121,0.380302
9.6,-45.6,400000,44479,0.111198,152088,0.38022
9.6,-45.4,400000,44775,0.111937,151935,0.379837
9.6,-45.2,400000,44672,0.11168,151913,0.379783
