x,y,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
28.2,-8.2,400000,44717,0.111793,151750,0.379375
28.2,-8,400000,45276,0.11319,152358,0.380895
28.2,-7.8,400000,44419,0.111047,152008,0.38002
28.2,-7.6,400000,45037,0.112592,152764,0.38191
28.2,-7.4,400000,44492,0.11123,151800,0.3795
28.2,-7.2,400000,44685,0.111713,151912,0.37978
28.2,-7,400000,44761,0.111903,152137,0.380342
28.2,-6.8,400000,44768,0.11192,151874,0.379685
28.2,-6.6,400000,44791,0.111977,151513,0.378783
28.2,-6.4,400000,44690,0.111725,151952,0.37988
28.2,-6.2,400000,44582,0.111455,152187,0.380468
28.2,-6,400000,44556,0.11139,152266,0.380665
28.2,-5.8,400000,45002,0.112505,152027,0.380068
28.2,-5.6,400000,44927,0.112318,152234,0.380585
28.2,-5.4,400000,44889,0.112223,152679,0.381698
28.2,-5.2,400000,45061,0.112653,152359,0.380897
28.2,-5,400000,45286,0.113215,152395,0.380987
28.2,-4.8,400000,44905,0.112263,152339,0.380848
28.2,-4.6,400000,44849,0.112122,152364,0.38091
28.2,-4.4,400000,45016,0.11254,153112,0.38278
28.2,-4.2,400000,44690,0.111725,152027,0.380068
28.2,-4,400000,44794,0.111985,151924,0.37981
28.2,-3.8,400000,44631,0.111577,152406,0.381015
28.2,-3.6,400000,44937,0.112342,152085,0.380213
28.2,-3.4,400000,45278,0.113195,152413,0.381032
28.2,-3.2,400000,44544,0.11136,152440,0.3811
28.2,-3,400000,45243,0.113107,152493,0.381232
28.2,-2.8,400000,45020,0.11255,151750,0.379375
28.2,-2.6,400000,44665,0.111662,152033,0.380082
28.2,-2.4,400000,45142,0.112855,152180,0.38045
28.2,-2.2,400000,44639,0.111598,151672,0.37918
28.2,-2,400000,44948,0.11237,152059,0.380148
28.2,-1.8,400000,44435,0.111088,151396,0.37849
28.2,-1.6,400000,44552,0.11138,151569,0.378922
28.2,-1.4,400000,44844,0.11211,152151,0.380377
