x,y,detectorID,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
30,46,0,100000,39,0.00039,81,0.00081
30,46,1,100000,30,0.0003,81,0.00081
30,46,2,100000,21,0.00021,61,0.00061
30,46,3,100000,19,0.00019,67,0.00067
30,46,4,100000,39,0.00039,94,0.00094
30,46,5,100000,20,0.0002,64,0.00064
30,47,0,100000,26,0.00026,76,0.00076
30,47,1,100000,26,0.00026,84,0.00084
30,47,2,100000,24,0.00024,59,0.00059
30,47,3,100000,33,0.00033,71,0.00071
30,47,4,100000,30,0.0003,78,0.00078
30,47,5,100000,26,0.00026,77,0.00077
30,48,0,100000,28,0.00028,67,0.00067
30,48,1,100000,36,0.00036,67,0.00067
30,48,2,100000,29,0.00029,72,0.00072
30,48,3,100000,21,0.00021,66,0.00066
30,48,4,100000,23,0.00023,64,0.00064
30,48,5,100000,33,0.00033,77,0.00077
30,49,0,100000,30,0.0003,79,0.00079
30,49,1,100000,13,0.00013,69,0.00069
30,49,2,100000,29,0.00029,75,0.00075
30,49,3,100000,34,0.00034,78,0.00078
30,49,4,100000,21,0.00021,65,0.00065
30,49,5,100000,25,0.00025,79,0.00079
30,50,0,100000,28,0.00028,66,0.00066
30,50,1,100000,22,0.00022,72,0.00072
30,50,2,100000,29,0.00029,73,0.00073
30,50,3,100000,19,0.00019,65,0.00065
30,50,4,100000,31,0.00031,57,0.00057
30,50,5,100000,37,0.00037,72,0.00072
31,-50,0,100000,26,0.00026,71,0.00071
31,-50,1,100000,25,0.00025,65,0.00065
31,-50,2,100000,25,0.00025,76,0.00076
31,-50,3,100000,32,0.00032,79,0.00079
31,-50,4,100000,22,0.00022,73,0.00073
31,-50,5,100000,38,0.00038,81,0.00081
31,-49,0,100000,40,0.0004,63,0.00063
31,-49,1,100000,33,0.00033,74,0.00074
31,-49,2,100000,41,0.00041,84,0.00084
31,-49,3,100000,22,0.00022,97,0.00097
31,-49,4,100000,21,0.00021,71,0.00071
31,-49,5,100000,32,0.00032,82,0.00082
31,-48,0,100000,30,0.0003,65,0.00065
31,-48,1,100000,40,0.0004,63,0.00063
31,-48,2,100000,31,0.00031,63,0.00063
31,-48,3,100000,28,0.00028,81,0.00081
31,-48,4,100000,40,0.0004,64,0.00064
31,-48,5,100000,26,0.00026,75,0.00075
31,-47,0,100000,45,0.00045,66,0.00066
31,-47,1,100000,16,0.00016,62,0.00062
31,-47,2,100000,26,0.00026,63,0.00063
