x,y,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
-15.6,-27.6,400000,44867,0.112168,152229,0.380572
-15.6,-27.4,400000,45001,0.112503,152184,0.38046
-15.6,-27.2,400000,44618,0.111545,152244,0.38061
-15.6,-27,400000,44902,0.112255,152861,0.382153
-15.6,-26.8,400000,44822,0.112055,152151,0.380377
-15.6,-26.6,400000,44464,0.11116,152043,0.380107
-15.6,-26.4,400000,44886,0.112215,152257,0.380642
-15.6,-26.2,400000,44347,0.110867,151514,0.378785
-15.6,-26,400000,44984,0.11246,151805,0.379512
-15.6,-25.8,400000,44609,0.111522,151946,0.379865
-15.6,-25.6,400000,44532,0.11133,152055,0.380138
-15.6,-25.4,400000,44561,0.111403,152229,0.380572
-15.6,-25.2,400000,44591,0.111477,151605,0.379012
-15.6,-25,400000,45297,0.113242,152428,0.38107
-15.6,-24.8,400000,44883,0.112208,152531,0.381327
-15.6,-24.6,400000,45077,0.112693,152283,0.380707
-15.6,-24.4,400000,45384,0.11346,152504,0.38126
-15.6,-24.2,400000,44876,0.11219,152283,0.380707
-15.6,-24,400000,45241,0.113102,152495,0.381238
-15.6,-23.8,400000,44892,0.11223,153024,0.38256
-15.6,-23.6,400000,44744,0.11186,152072,0.38018
-15.6,-23.4,400000,44607,0.111518,151690,0.379225
-15.6,-23.2,400000,44858,0.112145,152574,0.381435
-15.6,-23,400000,45312,0.11328,151895,0.379738
-15.6,-22.8,400000,45089,0.112723,152147,0.380368
-15.6,-22.6,400000,44701,0.111753,152546,0.381365
-15.6,-22.4,400000,45435,0.113587,152581,0.381453
-15.6,-22.2,400000,45037,0.112592,152005,0.380012
-15.6,-22,400000,44939,0.112348,151903,0.379758
-15.6,-21.8,400000,45056,0.11264,152409,0.381022
-15.6,-21.6,400000,44648,0.11162,151690,0.379225
-15.6,-21.4,400000,44996,0.11249,151888,0.37972
-15.6,-21.2,400000,44378,0.110945,151576,0.37894
-15.6,-21,400000,44692,0.11173,151688,0.37922
-15.6,-20.8,400000,44762,0.111905,151756,0.37939
-15.6,-20.6,400000,44450,0.111125,151849,0.379622
-15.6,-20.4,400000,44764,0.11191,152064,0.38016
-15.6,-20.2,400000,45198,0.112995,152106,0.380265
-15.6,-20,400000,44844,0.11211,152059,0.380148
-15.6,-19.8,400000,45020,0.11255,152533,0.381333
-15.6,-19.6,400000,44609,0.111522,151767,0.379418
-15.6,-19.4,400000,44528,0.11132,152210,0.380525
-15.6,-19.2,400000,45437,0.113592,152229,0.380572
-15.6,-19,400000,44961,0.112403,152261,0.380653
-15.6,-18.8,400000,44640,0.1116,151984,0.37996
-15.6,-18.6,400000,44518,0.111295,151541,0.378852
-15.6,-18.4,400000,45115,0.112787,152172,0.38043
-15.6,-18.2,400000,44643,0.111607,151609,0.379022
-15.6,-18,400000,45101,0.112753,152721,0.381802
-15.6,-17.8,400000,44944,0.11236,152625,0.381563
-15.6,-17.6,400000,45045,0.112613,151931,0.379827
-15.6,-17.4,400000,44748,0.11187,152068,0.38017
-15.6,-17.2,400000,44868,0.11217,152108,0.38027
-15.6,-17,400000,44719,0.111797,152161,0.380402
-15.6,-16.8,400000,44472,0.11118,152351,0.380877
-15.6,-16.6,400000,44554,0.111385,151448,0.37862
-15.6,-16.4,400000,45034,0.112585,152447,0.381117
-15.6,-16.2,400000,44847,0.112117,152782,0.381955
-15.6,-16,400000,45062,0.112655,152169,0.380422
-15.6,-15.8,400000,44689,0.111723,151733,0.379333
-15.6,-15.6,400000,44150,0.110375,151763,0.379408
-15.6,-15.4,400000,45223,0.113058,152472,0.38118
-15.6,-15.2,400000,44689,0.111723,152485,0.381213
-15.6,-15,400000,45047,0.112617,151494,0.378735
-15.6,-14.8,400000,44452,0.11113,152408,0.38102
-15.6,-14.6,400000,44873,0.112183,152082,0.380205
-15.6,-14.4,400000,44243,0.110607,152141,0.380352
-15.6,-14.2,400000,44236,0.11059,151827,0.379568
-15.6,-14,400000,44739,0.111848,151937,0.379843
-15.6,-13.8,400000,44562,0.111405,151654,0.379135
-15.6,-13.6,400000,44856,0.11214,152046,0.380115
-15.6,-13.4,400000,44629,0.111573,152365,0.380912
-15.6,-13.2,400000,44876,0.11219,152010,0.380025
-15.6,-13,400000,44595,0.111488,152234,0.380585
-15.6,-12.8,400000,45350,0.113375,152969,0.382422
-15.6,-12.6,400000,45315,0.113287,152132,0.38033
-15.6,-12.4,400000,44827,0.112068,152649,0.381622
-15.6,-12.2,400000,45082,0.112705,152265,0.380663
-15.6,-12,400000,44028,0.11007,152204,0.38051
-15.6,-11.8,400000,44566,0.111415,151912,0.37978
-15.6,-11.6,400000,44708,0.11177,151910,0.379775
