x,y,detectorID,nPrimary,roiCounts,normalizedCounts
-47.9592,9.18367,0,400000,1,2.5e-06
-47.9592,9.18367,1,400000,6,1.5e-05
-47.9592,9.18367,2,400000,24,6e-05
-47.9592,9.18367,3,400000,30,7.5e-05
-47.9592,9.18367,4,400000,7,1.75e-05
-47.9592,9.18367,5,400000,1,2.5e-06
-47.9592,11.2245,0,400000,9,2.25e-05
-47.9592,11.2245,1,400000,4,1e-05
-47.9592,11.2245,2,400000,23,5.75e-05
-47.9592,11.2245,3,400000,25,6.25e-05
-47.9592,11.2245,4,400000,8,2e-05
-47.9592,11.2245,5,400000,3,7.5e-06
-47.9592,13.2653,0,400000,6,1.5e-05
-47.9592,13.2653,1,400000,6,1.5e-05
-47.9592,13.2653,2,400000,23,5.75e-05
-47.9592,13.2653,3,400000,13,3.25e-05
-47.9592,13.2653,4,400000,8,2e-05
-47.9592,13.2653,5,400000,2,5e-06
-47.9592,15.3061,0,400000,15,3.75e-05
-47.9592,15.3061,1,400000,4,1e-05
-47.9592,15.3061,2,400000,18,4.5e-05
-47.9592,15.3061,3,400000,27,6.75e-05
-47.9592,15.3061,4,400000,5,1.25e-05
-47.9592,15.3061,5,400000,12,3e-05
-47.9592,17.3469,0,400000,4,1e-05
-47.9592,17.3469,1,400000,12,3e-05
-47.9592,17.3469,2,400000,8,2e-05
-47.9592,17.3469,3,400000,38,9.5e-05
-47.9592,17.3469,4,400000,8,2e-05
-47.9592,17.3469,5,400000,0,0
-47.9592,19.3878,0,400000,9,2.25e-05
-47.9592,19.3878,1,400000,3,7.5e-06
-47.9592,19.3878,2,400000,23,5.75e-05
-47.9592,19.3878,3,400000,35,8.75e-05
-47.9592,19.3878,4,400000,4,1e-05
-47.9592,19.3878,5,400000,0,0
-47.9592,21.4286,0,400000,3,7.5e-06
-47.9592,21.4286,1,400000,4,1e-05
-47.9592,21.4286,2,400000,21,5.25e-05
-47.9592,21.4286,3,400000,34,8.5e-05
-47.9592,21.4286,4,400000,1,2.5e-06
-47.9592,21.4286,5,400000,0,0
-47.9592,23.4694,0,400000,5,1.25e-05
-47.9592,23.4694,1,400000,2,5e-06
-47.9592,23.4694,2,400000,10,2.5e-05
-47.9592,23.4694,3,400000,33,8.25e-05
-47.9592,23.4694,4,400000,4,1e-05
-47.9592,23.4694,5,400000,5,1.25e-05
-47.9592,25.5102,0,400000,6,1.5e-05
-47.9592,25.5102,1,400000,1,2.5e-06
-47.9592,25.5102,2,400000,15,3.75e-05
