x,y,detectorID,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
-38,-12,0,100000,24,0.00024,64,0.00064
-38,-12,1,100000,22,0.00022,72,0.00072
-38,-12,2,100000,26,0.00026,65,0.00065
-38,-12,3,100000,14,0.00014,65,0.00065
-38,-12,4,100000,36,0.00036,93,0.00093
-38,-12,5,100000,20,0.0002,70,0.0007
-38,-11,0,100000,26,0.00026,75,0.00075
-38,-11,1,100000,24,0.00024,65,0.00065
-38,-11,2,100000,23,0.00023,56,0.00056
-38,-11,3,100000,20,0.0002,80,0.0008
-38,-11,4,100000,72,0.00072,77,0.00077
-38,-11,5,100000,38,0.00038,79,0.00079
-38,-10,0,100000,24,0.00024,68,0.00068
-38,-10,1,100000,36,0.00036,80,0.0008
-38,-10,2,100000,26,0.00026,68,0.00068
-38,-10,3,100000,24,0.00024,68,0.00068
-38,-10,4,100000,35,0.00035,77,0.00077
-38,-10,5,100000,35,0.00035,71,0.00071
-38,-9,0,100000,23,0.00023,82,0.00082
-38,-9,1,100000,20,0.0002,73,0.00073
-38,-9,2,100000,29,0.00029,65,0.00065
-38,-9,3,100000,34,0.00034,66,0.00066
-38,-9,4,100000,29,0.00029,73,0.00073
-38,-9,5,100000,25,0.00025,64,0.00064
-38,-8,0,100000,29,0.00029,83,0.00083
-38,-8,1,100000,28,0.00028,64,0.00064
-38,-8,2,100000,19,0.00019,63,0.00063
-38,-8,3,100000,29,0.00029,72,0.00072
-38,-8,4,100000,28,0.00028,66,0.00066
-38,-8,5,100000,31,0.00031,75,0.00075
-38,-7,0,100000,22,0.00022,76,0.00076
-38,-7,1,100000,46,0.00046,79,0.00079
-38,-7,2,100000,27,0.00027,85,0.00085
-38,-7,3,100000,32,0.00032,71,0.00071
-38,-7,4,100000,26,0.00026,70,0.0007
-38,-7,5,100000,30,0.0003,76,0.00076
-38,-6,0,100000,41,0.00041,80,0.0008
-38,-6,1,100000,32,0.00032,73,0.00073
-38,-6,2,100000,46,0.00046,71,0.00071
-38,-6,3,100000,42,0.00042,87,0.00087
-38,-6,4,100000,34,0.00034,84,0.00084
-38,-6,5,100000,42,0.00042,70,0.0007
-38,-5,0,100000,25,0.00025,80,0.0008
-38,-5,1,100000,37,0.00037,79,0.00079
-38,-5,2,100000,50,0.0005,75,0.00075
-38,-5,3,100000,40,0.0004,76,0.00076
-38,-5,4,100000,36,0.00036,93,0.00093
-38,-5,5,100000,28,0.00028,72,0.00072
-38,-4,0,100000,22,0.00022,72,0.00072
-38,-4,1,100000,27,0.00027,61,0.00061
-38,-4,2,100000,28,0.00028,69,0.00069
-38,-4,3,100000,24,0.00024,77,0.00077
-38,-4,4,100000,26,0.00026,68,0.00068
-38,-4,5,100000,30,0.0003,68,0.00068
-38,-3,0,100000,23,0.00023,67,0.00067
-38,-3,1,100000,43,0.00043,73,0.00073
-38,-3,2,100000,52,0.00052,90,0.0009
-38,-3,3,100000,34,0.00034,83,0.00083
-38,-3,4,100000,34,0.00034,77,0.00077
-38,-3,5,100000,43,0.00043,79,0.00079
-38,-2,0,100000,37,0.00037,76,0.00076
-38,-2,1,100000,38,0.00038,64,0.00064
-38,-2,2,100000,29,0.00029,82,0.00082
-38,-2,3,100000,13,0.00013,71,0.00071
-38,-2,4,100000,18,0.00018,80,0.0008
-38,-2,5,100000,15,0.00015,72,0.00072
-38,-1,0,100000,27,0.00027,70,0.0007
-38,-1,1,100000,31,0.00031,78,0.00078
-38,-1,2,100000,41,0.00041,92,0.00092
-38,-1,3,100000,34,0.00034,67,0.00067
-38,-1,4,100000,25,0.00025,54,0.00054
-38,-1,5,100000,22,0.00022,88,0.00088
-38,0,0,100000,45,0.00045,79,0.00079
-38,0,1,100000,42,0.00042,67,0.00067
-38,0,2,100000,40,0.0004,72,0.00072
-38,0,3,100000,32,0.00032,67,0.00067
-38,0,4,100000,43,0.00043,81,0.00081
-38,0,5,100000,21,0.00021,72,0.00072
-38,1,0,100000,31,0.00031,78,0.00078
-38,1,1,100000,13,0.00013,64,0.00064
-38,1,2,100000,31,0.00031,64,0.00064
-38,1,3,100000,42,0.00042,62,0.00062
-38,1,4,100000,42,0.00042,69,0.00069
-38,1,5,100000,30,0.0003,74,0.00074
-38,2,0,100000,46,0.00046,82,0.00082
-38,2,1,100000,36,0.00036,70,0.0007
-38,2,2,100000,10,0.0001,67,0.00067
-38,2,3,100000,34,0.00034,70,0.0007
-38,2,4,100000,27,0.00027,78,0.00078
-38,2,5,100000,29,0.00029,75,0.00075
-38,3,0,100000,16,0.00016,69,0.00069
-38,3,1,100000,33,0.00033,72,0.00072
-38,3,2,100000,28,0.00028,59,0.00059
-38,3,3,100000,21,0.00021,67,0.00067
-38,3,4,100000,21,0.00021,71,0.00071
-38,3,5,100000,23,0.00023,73,0.00073
-38,4,0,100000,43,0.00043,68,0.00068
-38,4,1,100000,27,0.00027,67,0.00067
-38,4,2,100000,42,0.00042,81,0.00081
-38,4,3,100000,34,0.00034,91,0.00091
-38,4,4,100000,20,0.0002,85,0.00085
-38,4,5,100000,32,0.00032,85,0.00085
-38,5,0,100000,43,0.00043,85,0.00085
-38,5,1,100000,35,0.00035,78,0.00078
-38,5,2,100000,28,0.00028,76,0.00076
-38,5,3,100000,23,0.00023,69,0.00069
-38,5,4,100000,36,0.00036,76,0.00076
-38,5,5,100000,38,0.00038,79,0.00079
-38,6,0,100000,62,0.00062,88,0.00088
-38,6,1,100000,56,0.00056,86,0.00086
-38,6,2,100000,40,0.0004,71,0.00071
-38,6,3,100000,34,0.00034,64,0.00064
-38,6,4,100000,21,0.00021,56,0.00056
-38,6,5,100000,31,0.00031,70,0.0007
-38,7,0,100000,19,0.00019,66,0.00066
-38,7,1,100000,25,0.00025,81,0.00081
-38,7,2,100000,24,0.00024,59,0.00059
-38,7,3,100000,29,0.00029,70,0.0007
-38,7,4,100000,42,0.00042,86,0.00086
-38,7,5,100000,36,0.00036,82,0.00082
-38,8,0,100000,44,0.00044,70,0.0007
-38,8,1,100000,30,0.0003,80,0.0008
-38,8,2,100000,26,0.00026,70,0.0007
-38,8,3,100000,18,0.00018,76,0.00076
-38,8,4,100000,33,0.00033,73,0.00073
-38,8,5,100000,27,0.00027,70,0.0007
-38,9,0,100000,41,0.00041,74,0.00074
-38,9,1,100000,38,0.00038,77,0.00077
-38,9,2,100000,33,0.00033,69,0.00069
-38,9,3,100000,38,0.00038,78,0.00078
-38,9,4,100000,22,0.00022,65,0.00065
-38,9,5,100000,21,0.00021,57,0.00057
-38,10,0,100000,39,0.00039,69,0.00069
-38,10,1,100000,19,0.00019,72,0.00072
-38,10,2,100000,28,0.00028,73,0.00073
-38,10,3,100000,36,0.00036,68,0.00068
-38,10,4,100000,21,0.00021,80,0.0008
-38,10,5,100000,29,0.00029,68,0.00068
-38,11,0,100000,16,0.00016,72,0.00072
-38,11,1,100000,23,0.00023,71,0.00071
-38,11,2,100000,29,0.00029,92,0.00092
-38,11,3,100000,42,0.00042,86,0.00086
-38,11,4,100000,40,0.0004,80,0.0008
-38,11,5,100000,24,0.00024,67,0.00067
-38,12,0,100000,41,0.00041,79,0.00079
-38,12,1,100000,32,0.00032,61,0.00061
-38,12,2,100000,27,0.00027,71,0.00071
-38,12,3,100000,28,0.00028,53,0.00053
-38,12,4,100000,29,0.00029,76,0.00076
-38,12,5,100000,19,0.00019,69,0.00069
-38,13,0,100000,18,0.00018,62,0.00062
-38,13,1,100000,27,0.00027,78,0.00078
-38,13,2,100000,22,0.00022,72,0.00072
-38,13,3,100000,17,0.00017,80,0.0008
-38,13,4,100000,35,0.00035,64,0.00064
-38,13,5,100000,45,0.00045,75,0.00075
-38,14,0,100000,31,0.00031,81,0.00081
-38,14,1,100000,27,0.00027,57,0.00057
-38,14,2,100000,20,0.0002,62,0.00062
-38,14,3,100000,32,0.00032,76,0.00076
-38,14,4,100000,39,0.00039,83,0.00083
-38,14,5,100000,31,0.00031,64,0.00064
-38,15,0,100000,60,0.0006,74,0.00074
-38,15,1,100000,40,0.0004,75,0.00075
-38,15,2,100000,23,0.00023,65,0.00065
-38,15,3,100000,24,0.00024,78,0.00078
-38,15,4,100000,26,0.00026,62,0.00062
-38,15,5,100000,40,0.0004,82,0.00082
-38,16,0,100000,29,0.00029,73,0.00073
-38,16,1,100000,27,0.00027,69,0.00069
-38,16,2,100000,41,0.00041,66,0.00066
-38,16,3,100000,34,0.00034,69,0.00069
-38,16,4,100000,26,0.00026,76,0.00076
-38,16,5,100000,22,0.00022,68,0.00068
-38,17,0,100000,22,0.00022,66,0.00066
-38,17,1,100000,37,0.00037,73,0.00073
-38,17,2,100000,35,0.00035,81,0.00081
-38,17,3,100000,17,0.00017,58,0.00058
-38,17,4,100000,27,0.00027,71,0.00071
-38,17,5,100000,29,0.00029,80,0.0008
-38,18,0,100000,62,0.00062,80,0.0008
-38,18,1,100000,28,0.00028,84,0.00084
-38,18,2,100000,20,0.0002,68,0.00068
-38,18,3,100000,28,0.00028,67,0.00067
-38,18,4,100000,34,0.00034,73,0.00073
-38,18,5,100000,28,0.00028,74,0.00074
-38,19,0,100000,32,0.00032,60,0.0006
-38,19,1,100000,26,0.00026,72,0.00072
-38,19,2,100000,24,0.00024,57,0.00057
-38,19,3,100000,19,0.00019,59,0.00059
-38,19,4,100000,19,0.00019,68,0.00068
-38,19,5,100000,17,0.00017,83,0.00083
-38,20,0,100000,23,0.00023,64,0.00064
-38,20,1,100000,32,0.00032,76,0.00076
-38,20,2,100000,28,0.00028,65,0.00065
-38,20,3,100000,16,0.00016,73,0.00073
-38,20,4,100000,12,0.00012,59,0.00059
-38,20,5,100000,26,0.00026,70,0.0007
-38,21,0,100000,29,0.00029,64,0.00064
-38,21,1,100000,29,0.00029,67,0.00067
-38,21,2,100000,25,0.00025,71,0.00071
-38,21,3,100000,33,0.00033,78,0.00078
