x,y,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
-40.8,47.2,400000,44786,0.111965,151812,0.37953
-40.8,47.4,400000,44949,0.112373,151932,0.37983
-40.8,47.6,400000,44640,0.1116,151990,0.379975
-40.8,47.8,400000,45067,0.112668,152727,0.381817
-40.8,48,400000,44577,0.111442,151988,0.37997
-40.8,48.2,400000,44682,0.111705,151928,0.37982
-40.8,48.4,400000,44898,0.112245,152034,0.380085
-40.8,48.6,400000,44542,0.111355,151533,0.378833
-40.8,48.8,400000,44879,0.112198,151447,0.378617
-40.8,49,400000,44697,0.111742,151955,0.379887
-40.8,49.2,400000,44357,0.110893,152043,0.380107
-40.8,49.4,400000,44415,0.111037,152089,0.380223
-40.8,49.6,400000,44904,0.11226,151981,0.379953
-40.8,49.8,400000,44888,0.11222,151899,0.379748
-40.8,50,400000,44754,0.111885,152527,0.381317
-40.6,-50,400000,44887,0.112217,151982,0.379955
-40.6,-49.8,400000,45697,0.114242,152458,0.381145
-40.6,-49.6,400000,44799,0.111997,152140,0.38035
-40.6,-49.4,400000,45127,0.112818,152532,0.38133
-40.6,-49.2,400000,44920,0.1123,152548,0.38137
-40.6,-49,400000,44808,0.11202,152133,0.380333
-40.6,-48.8,400000,44627,0.111568,151508,0.37877
-40.6,-48.6,400000,45132,0.11283,152481,0.381202
-40.6,-48.4,400000,44926,0.112315,151649,0.379122
-40.6,-48.2,400000,45033,0.112583,151985,0.379962
-40.6,-48,400000,44853,0.112132,152560,0.3814
-40.6,-47.8,400000,45411,0.113528,152489,0.381223
-40.6,-47.6,400000,45220,0.11305,152022,0.380055
-40.6,-47.4,400000,44588,0.11147,151589,0.378972
-40.6,-47.2,400000,45016,0.11254,152364,0.38091
-40.6,-47,400000,44765,0.111912,151929,0.379823
-40.6,-46.8,400000,45165,0.112912,151850,0.379625
-40.6,-46.6,400000,44151,0.110378,151481,0.378702
-40.6,-46.4,400000,44602,0.111505,151523,0.378808
-40.6,-46.2,400000,45039,0.112598,152030,0.380075
-40.6,-46,400000,44729,0.111823,151446,0.378615
-40.6,-45.8,400000,44741,0.111852,152247,0.380617
-40.6,-45.6,400000,45179,0.112948,151908,0.37977
-40.6,-45.4,400000,44454,0.111135,151644,0.37911
-40.6,-45.2,400000,44902,0.112255,152463,0.381157
-40.6,-45,400000,44514,0.111285,151832,0.37958
-40.6,-44.8,400000,44361,0.110903,152413,0.381032
-40.6,-44.6,400000,45403,0.113507,151896,0.37974
-40.6,-44.4,400000,44975,0.112437,152302,0.380755
-40.6,-44.2,400000,44838,0.112095,151907,0.379767
-40.6,-44,400000,44774,0.111935,151341,0.378352
-40.6,-43.8,400000,44770,0.111925,152154,0.380385
-40.6,-43.6,400000,44810,0.112025,151551,0.378877
-40.6,-43.4,400000,44887,0.112217,152238,0.380595
-40.6,-43.2,400000,45364,0.11341,152725,0.381812
-40.6,-43,400000,44745,0.111863,151916,0.37979
-40.6,-42.8,400000,44740,0.11185,151769,0.379422
-40.6,-42.6,400000,44720,0.1118,152085,0.380213
-40.6,-42.4,400000,44637,0.111592,152030,0.380075
-40.6,-42.2,400000,44534,0.111335,152177,0.380443
-40.6,-42,400000,44639,0.111598,151866,0.379665
-40.6,-41.8,400000,45005,0.112513,152183,0.380458
-40.6,-41.6,400000,44833,0.112083,152639,0.381597
-40.6,-41.4,400000,45050,0.112625,152065,0.380163
-40.6,-41.2,400000,44810,0.112025,151798,0.379495
-40.6,-41,400000,44099,0.110247,151801,0.379503
-40.6,-40.8,400000,45082,0.112705,152128,0.38032
-40.6,-40.6,400000,44688,0.11172,152310,0.380775
-40.6,-40.4,400000,44721,0.111802,151791,0.379478
-40.6,-40.2,400000,44586,0.111465,151748,0.37937
-40.6,-40,400000,45048,0.11262,152422,0.381055
-40.6,-39.8,400000,44244,0.11061,152132,0.38033
-40.6,-39.6,400000,44134,0.110335,151248,0.37812
-40.6,-39.4,400000,44844,0.11211,151936,0.37984
-40.6,-39.2,400000,44361,0.110903,151336,0.37834
-40.6,-39,400000,44691,0.111727,152132,0.38033
-40.6,-38.8,400000,44932,0.11233,152352,0.38088
-40.6,-38.6,400000,44611,0.111528,151869,0.379673
-40.6,-38.4,400000,44903,0.112257,152203,0.380507
-40.6,-38.2,400000,45443,0.113608,153070,0.382675
-40.6,-38,400000,45007,0.112518,151967,0.379918
-40.6,-37.8,400000,44620,0.11155,152242,0.380605
-40.6,-37.6,400000,44923,0.112308,152416,0.38104
-40.6,-37.4,400000,44478,0.111195,152129,0.380323
-40.6,-37.2,400000,44357,0.110893,152196,0.38049
-40.6,-37,400000,44979,0.112448,151736,0.37934
-40.6,-36.8,400000,44946,0.112365,152565,0.381412
-40.6,-36.6,400000,44555,0.111388,152148,0.38037
-40.6,-36.4,400000,44737,0.111842,151880,0.3797
-40.6,-36.2,400000,44743,0.111857,152535,0.381337
-40.6,-36,400000,44769,0.111922,152499,0.381248
-40.6,-35.8,400000,45005,0.112513,152178,0.380445
-40.6,-35.6,400000,44139,0.110348,151643,0.379107
-40.6,-35.4,400000,45080,0.1127,152235,0.380588
-40.6,-35.2,400000,45134,0.112835,151891,0.379727
-40.6,-35,400000,44392,0.11098,152198,0.380495
-40.6,-34.8,400000,44748,0.11187,151762,0.379405
-40.6,-34.6,400000,45402,0.113505,153215,0.383037
-40.6,-34.4,400000,44266,0.110665,151671,0.379178
-40.6,-34.2,400000,45285,0.113212,152064,0.38016
-40.6,-34,400000,44200,0.1105,151868,0.37967
-40.6,-33.8,400000,45112,0.11278,152533,0.381333
-40.6,-33.6,400000,44873,0.112183,151928,0.37982
-40.6,-33.4,400000,44752,0.11188,152460,0.38115
-40.6,-33.2,400000,44683,0.111708,152044,0.38011
-40.6,-33,400000,44596,0.11149,151951,0.379877
-40.6,-32.8,400000,44290,0.110725,151306,0.378265
-40.6,-32.6,400000,44677,0.111693,152264,0.38066
-40.6,-32.4,400000,45006,0.112515,152148,0.38037
-40.6,-32.2,400000,44431,0.111077,151599,0.378997
-40.6,-32,400000,45004,0.11251,152191,0.380478
-40.6,-31.8,400000,45057,0.112643,152331,0.380827
-40.6,-31.6,400000,44941,0.112352,152631,0.381578
-40.6,-31.4,400000,44770,0.111925,151164,0.37791
-40.6,-31.2,400000,45365,0.113412,152269,0.380673
-40.6,-31,400000,45373,0.113433,152260,0.38065
-40.6,-30.8,400000,45031,0.112577,152088,0.38022
-40.6,-30.6,400000,44368,0.11092,151858,0.379645
-40.6,-30.4,400000,45119,0.112797,152068,0.38017
-40.6,-30.2,400000,44761,0.111903,152265,0.380663
-40.6,-30,400000,44455,0.111138,151855,0.379638
-40.6,-29.8,400000,45145,0.112863,152244,0.38061
-40.6,-29.6,400000,44554,0.111385,151530,0.378825
-40.6,-29.4,400000,44970,0.112425,152147,0.380368
-40.6,-29.2,400000,44360,0.1109,152093,0.380232
-40.6,-29,400000,45194,0.112985,152048,0.38012
-40.6,-28.8,400000,44494,0.111235,152457,0.381142
-40.6,-28.6,400000,45139,0.112848,152519,0.381298
-40.6,-28.4,400000,45044,0.11261,152376,0.38094
-40.6,-28.2,400000,45177,0.112943,152049,0.380122
-40.6,-28,400000,44274,0.110685,151374,0.378435
-40.6,-27.8,400000,44722,0.111805,152324,0.38081
-40.6,-27.6,400000,45025,0.112562,151802,0.379505
-40.6,-27.4,400000,44978,0.112445,152333,0.380833
-40.6,-27.2,400000,45673,0.114183,152676,0.38169
-40.6,-27,400000,44518,0.111295,152461,0.381153
-40.6,-26.8,400000,44383,0.110958,151571,0.378927
-40.6,-26.6,400000,44836,0.11209,151945,0.379862
-40.6,-26.4,400000,45430,0.113575,151985,0.379962
-40.6,-26.2,400000,44656,0.11164,152287,0.380717
-40.6,-26,400000,44929,0.112323,151998,0.379995
-40.6,-25.8,400000,45059,0.112647,152581,0.381453
-40.6,-25.6,400000,45169,0.112922,152024,0.38006
-40.6,-25.4,400000,44862,0.112155,152526,0.381315
-40.6,-25.2,400000,44982,0.112455,151873,0.379682
-40.6,-25,400000,44745,0.111863,152220,0.38055
-40.6,-24.8,400000,45068,0.11267,151899,0.379748
-40.6,-24.6,400000,44923,0.112308,152252,0.38063
-40.6,-24.4,400000,44963,0.112407,152251,0.380628
-40.6,-24.2,400000,44432,0.11108,151838,0.379595
-40.6,-24,400000,44508,0.11127,151904,0.37976
-40.6,-23.8,400000,44669,0.111672,152264,0.38066
-40.6,-23.6,400000,45285,0.113212,152165,0.380412
-40.6,-23.4,400000,45557,0.113892,152298,0.380745
-40.6,-23.2,400000,44837,0.112092,152211,0.380528
-40.6,-23,400000,45020,0.11255,152223,0.380557
-40.6,-22.8,400000,44864,0.11216,152387,0.380968
-40.6,-22.6,400000,45057,0.112643,151790,0.379475
-40.6,-22.4,400000,44695,0.111738,152232,0.38058
-40.6,-22.2,400000,44821,0.112052,151790,0.379475
-40.6,-22,400000,45237,0.113092,152173,0.380433
-40.6,-21.8,400000,45282,0.113205,151754,0.379385
-40.6,-21.6,400000,45151,0.112878,152098,0.380245
-40.6,-21.4,400000,44840,0.1121,152034,0.380085
-40.6,-21.2,400000,45250,0.113125,151815,0.379538
-40.6,-21,400000,44541,0.111352,151729,0.379323
-40.6,-20.8,400000,44808,0.11202,152052,0.38013
-40.6,-20.6,400000,45307,0.113267,152233,0.380582
-40.6,-20.4,400000,44684,0.11171,151686,0.379215
-40.6,-20.2,400000,44777,0.111943,151661,0.379153
-40.6,-20,400000,44900,0.11225,151883,0.379707
-40.6,-19.8,400000,44969,0.112422,151990,0.379975
-40.6,-19.6,400000,45179,0.112948,152682,0.381705
-40.6,-19.4,400000,45413,0.113532,152491,0.381227
-40.6,-19.2,400000,44986,0.112465,151847,0.379617
-40.6,-19,400000,45003,0.112507,152515,0.381288
-40.6,-18.8,400000,45572,0.11393,152555,0.381387
-40.6,-18.6,400000,44673,0.111683,152292,0.38073
-40.6,-18.4,400000,44687,0.111717,152661,0.381653
-40.6,-18.2,400000,44453,0.111132,152069,0.380173
-40.6,-18,400000,44655,0.111638,151941,0.379852
-40.6,-17.8,400000,44975,0.112437,151915,0.379788
-40.6,-17.6,400000,45349,0.113373,152520,0.3813
-40.6,-17.4,400000,44845,0.112113,151597,0.378993
-40.6,-17.2,400000,45139,0.112848,152035,0.380088
-40.6,-17,400000,44514,0.111285,151662,0.379155
-40.6,-16.8,400000,44942,0.112355,151711,0.379277
-40.6,-16.6,400000,44851,0.112128,151823,0.379557
-40.6,-16.4,400000,44937,0.112342,152567,0.381418
-40.6,-16.2,400000,44443,0.111107,152305,0.380763
-40.6,-16,400000,44883,0.112208,152119,0.380298
-40.6,-15.8,400000,44834,0.112085,151979,0.379947
-40.6,-15.6,400000,44940,0.11235,152442,0.381105
-40.6,-15.4,400000,44694,0.111735,152143,0.380358
-40.6,-15.2,400000,44601,0.111503,151634,0.379085
-40.6,-15,400000,44786,0.111965,152211,0.380528
-40.6,-14.8,400000,44556,0.11139,152072,0.38018
-40.6,-14.6,400000,44367,0.110918,151558,0.378895
-40.6,-14.4,400000,44782,0.111955,151847,0.379617
-40.6,-14.2,400000,44646,0.111615,151398,0.378495
-40.6,-14,400000,44496,0.11124,151670,0.379175
-40.6,-13.8,400000,44930,0.112325,152172,0.38043
-40.6,-13.6,400000,44733,0.111833,153097,0.382742
-40.6,-13.4,400000,45031,0.112577,152061,0.380153
-40.6,-13.2,400000,45337,0.113342,152632,0.38158
-40.6,-13,400000,44525,0.111312,152356,0.38089
-40.6,-12.8,400000,44643,0.111607,151792,0.37948
-40.6,-12.6,400000,45510,0.113775,151767,0.379418
-40.6,-12.4,400000,45241,0.113102,152589,0.381472
-40.6,-12.2,400000,44495,0.111238,151732,0.37933
-40.6,-12,400000,44980,0.11245,152355,0.380887
-40.6,-11.8,400000,45192,0.11298,152467,0.381167
-40.6,-11.6,400000,44834,0.112085,152282,0.380705
-40.6,-11.4,400000,44288,0.11072,152115,0.380288
-40.6,-11.2,400000,44974,0.112435,152132,0.38033
-40.6,-11,400000,45175,0.112937,152493,0.381232
-40.6,-10.8,400000,44819,0.112047,151872,0.37968
-40.6,-10.6,400000,44464,0.11116,152018,0.380045
-40.6,-10.4,400000,44837,0.112092,152255,0.380638
-40.6,-10.2,400000,44303,0.110757,152271,0.380678
-40.6,-10,400000,45065,0.112662,151877,0.379692
-40.6,-9.8,400000,44924,0.11231,152244,0.38061
-40.6,-9.6,400000,45080,0.1127,152067,0.380167
-40.6,-9.4,400000,45336,0.11334,151793,0.379483
-40.6,-9.2,400000,45056,0.11264,152624,0.38156
-40.6,-9,400000,44490,0.111225,151827,0.379568
-40.6,-8.8,400000,44886,0.112215,152164,0.38041
-40.6,-8.6,400000,44690,0.111725,151541,0.378852
-40.6,-8.4,400000,45360,0.1134,152430,0.381075
-40.6,-8.2,400000,44773,0.111933,151677,0.379192
-40.6,-8,400000,44599,0.111497,151829,0.379572
-40.6,-7.8,400000,45039,0.112598,151996,0.37999
-40.6,-7.6,400000,45186,0.112965,151809,0.379522
-40.6,-7.4,400000,44936,0.11234,152349,0.380873
-40.6,-7.2,400000,44078,0.110195,151845,0.379613
-40.6,-7,400000,44726,0.111815,151650,0.379125
-40.6,-6.8,400000,45071,0.112677,152312,0.38078
-40.6,-6.6,400000,45023,0.112558,152260,0.38065
-40.6,-6.4,400000,44597,0.111492,152096,0.38024
-40.6,-6.2,400000,44855,0.112138,152473,0.381182
-40.6,-6,400000,44590,0.111475,152000,0.38
-40.6,-5.8,400000,44577,0.111442,152369,0.380922
-40.6,-5.6,400000,45289,0.113223,152682,0.381705
-40.6,-5.4,400000,44726,0.111815,151857,0.379642
-40.6,-5.2,400000,44904,0.11226,151835,0.379588
-40.6,-5,400000,44762,0.111905,152259,0.380648
-40.6,-4.8,400000,45611,0.114028,152271,0.380678
-40.6,-4.6,400000,44544,0.11136,151618,0.379045
-40.6,-4.4,400000,44563,0.111408,151949,0.379873
-40.6,-4.2,400000,44628,0.11157,151747,0.379368
-40.6,-4,400000,44525,0.111312,152515,0.381288
-40.6,-3.8,400000,45287,0.113217,152169,0.380422
-40.6,-3.6,400000,44867,0.112168,152039,0.380097
-40.6,-3.4,400000,44443,0.111107,151915,0.379788
-40.6,-3.2,400000,44419,0.111047,151972,0.37993
-40.6,-3,400000,44815,0.112037,152171,0.380427
-40.6,-2.8,400000,45084,0.11271,152460,0.38115
-40.6,-2.6,400000,44464,0.11116,152191,0.380478
-40.6,-2.4,400000,45344,0.11336,151567,0.378918
-40.6,-2.2,400000,44997,0.112492,152353,0.380883
-40.6,-2,400000,44548,0.11137,152067,0.380167
