x,y,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
-47,15.8,400000,44907,0.112268,152152,0.38038
-47,16,400000,44871,0.112177,152251,0.380628
-47,16.2,400000,44668,0.11167,151895,0.379738
-47,16.4,400000,44935,0.112338,152717,0.381792
-47,16.6,400000,44693,0.111732,152225,0.380563
-47,16.8,400000,44539,0.111348,151750,0.379375
-47,17,400000,45095,0.112738,152210,0.380525
-47,17.2,400000,44436,0.11109,151225,0.378063
-47,17.4,400000,44845,0.112113,151567,0.378918
-47,17.6,400000,44815,0.112037,151988,0.37997
-47,17.8,400000,44698,0.111745,152319,0.380798
-47,18,400000,44395,0.110988,152131,0.380327
-47,18.2,400000,44723,0.111808,151698,0.379245
-47,18.4,400000,45044,0.11261,152214,0.380535
-47,18.6,400000,44740,0.11185,152628,0.38157
-47,18.8,400000,45043,0.112607,152324,0.38081
-47,19,400000,45582,0.113955,152667,0.381667
-47,19.2,400000,44984,0.11246,152030,0.380075
-47,19.4,400000,45105,0.112763,152184,0.38046
-47,19.6,400000,44993,0.112482,152721,0.381802
-47,19.8,400000,44865,0.112162,152270,0.380675
-47,20,400000,44594,0.111485,151552,0.37888
-47,20.2,400000,45003,0.112507,152392,0.38098
-47,20.4,400000,44908,0.11227,151816,0.37954
-47,20.6,400000,44900,0.11225,152099,0.380248
-47,20.8,400000,44679,0.111698,152381,0.380953
-47,21,400000,45193,0.112982,152394,0.380985
-47,21.2,400000,45198,0.112995,151816,0.37954
-47,21.4,400000,44876,0.11219,151855,0.379638
-47,21.6,400000,45048,0.11262,152328,0.38082
-47,21.8,400000,44718,0.111795,151687,0.379217
-47,22,400000,44682,0.111705,151500,0.37875
-47,22.2,400000,44384,0.11096,151546,0.378865
-47,22.4,400000,44534,0.111335,151692,0.37923
-47,22.6,400000,45044,0.11261,151994,0.379985
-47,22.8,400000,44656,0.11164,151456,0.37864
-47,23,400000,44947,0.112367,152571,0.381427
-47,23.2,400000,45100,0.11275,151976,0.37994
-47,23.4,400000,44720,0.1118,151836,0.37959
-47,23.6,400000,44851,0.112128,152366,0.380915
-47,23.8,400000,44252,0.11063,151769,0.379422
-47,24,400000,44444,0.11111,152521,0.381302
-47,24.2,400000,45453,0.113632,151951,0.379877
-47,24.4,400000,45079,0.112698,152390,0.380975
-47,24.6,400000,44917,0.112293,152038,0.380095
-47,24.8,400000,44540,0.11135,151425,0.378563
-47,25,400000,45008,0.11252,152169,0.380422
-47,25.2,400000,44577,0.111442,151598,0.378995
-47,25.4,400000,44936,0.11234,152339,0.380848
-47,25.6,400000,45246,0.113115,152782,0.381955
-47,25.8,400000,44792,0.11198,151634,0.379085
-47,26,400000,44826,0.112065,152101,0.380252
-47,26.2,400000,44787,0.111967,152124,0.38031
-47,26.4,400000,44717,0.111793,152256,0.38064
-47,26.6,400000,44810,0.112025,152355,0.380887
-47,26.8,400000,44416,0.11104,151568,0.37892
-47,27,400000,44987,0.112467,152192,0.38048
-47,27.2,400000,45072,0.11268,152579,0.381447
-47,27.4,400000,44893,0.112232,152127,0.380317
-47,27.6,400000,44878,0.112195,151978,0.379945
-47,27.8,400000,44185,0.110463,151755,0.379387
-47,28,400000,45202,0.113005,152440,0.3811
-47,28.2,400000,44748,0.11187,152281,0.380702
-47,28.4,400000,44801,0.112003,151742,0.379355
-47,28.6,400000,44605,0.111513,151665,0.379163
-47,28.8,400000,44773,0.111933,151857,0.379642
-47,29,400000,44306,0.110765,152060,0.38015
-47,29.2,400000,44292,0.11073,151370,0.378425
-47,29.4,400000,44796,0.11199,151911,0.379777
-47,29.6,400000,44460,0.11115,151722,0.379305
-47,29.8,400000,44757,0.111893,151938,0.379845
-47,30,400000,44677,0.111693,152205,0.380512
-47,30.2,400000,44788,0.11197,152087,0.380217
-47,30.4,400000,44666,0.111665,151924,0.37981
-47,30.6,400000,45437,0.113592,152763,0.381908
-47,30.8,400000,44938,0.112345,151857,0.379642
-47,31,400000,44503,0.111257,152342,0.380855
-47,31.2,400000,45030,0.112575,152380,0.38095
-47,31.4,400000,44235,0.110588,152136,0.38034
-47,31.6,400000,44478,0.111195,152045,0.380113
-47,31.8,400000,44812,0.11203,151559,0.378897
-47,32,400000,45103,0.112757,152469,0.381173
-47,32.2,400000,44418,0.111045,152129,0.380323
-47,32.4,400000,44857,0.112143,151928,0.37982
-47,32.6,400000,44526,0.111315,152168,0.38042
-47,32.8,400000,44857,0.112143,152402,0.381005
-47,33,400000,44882,0.112205,152125,0.380312
-47,33.2,400000,44395,0.110988,151740,0.37935
-47,33.4,400000,45044,0.11261,152519,0.381298
-47,33.6,400000,45196,0.11299,151996,0.37999
-47,33.8,400000,44300,0.11075,152278,0.380695
-47,34,400000,44856,0.11214,151645,0.379113
-47,34.2,400000,45121,0.112802,153062,0.382655
-47,34.4,400000,44355,0.110887,151500,0.37875
-47,34.6,400000,45167,0.112918,151731,0.379327
-47,34.8,400000,44222,0.110555,152276,0.38069
-47,35,400000,45277,0.113193,152437,0.381093
-47,35.2,400000,44945,0.112363,151874,0.379685
-47,35.4,400000,44733,0.111833,152311,0.380777
-47,35.6,400000,44890,0.112225,152013,0.380032
