x,y,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
31.4,-42.6,400000,44649,0.111622,151448,0.37862
31.4,-42.4,400000,45136,0.11284,152183,0.380458
31.4,-42.2,400000,44648,0.11162,152011,0.380028
31.4,-42,400000,44854,0.112135,152611,0.381528
31.4,-41.8,400000,44480,0.1112,151916,0.37979
31.4,-41.6,400000,44687,0.111717,151866,0.379665
31.4,-41.4,400000,44885,0.112213,151974,0.379935
31.4,-41.2,400000,44725,0.111812,151541,0.378852
31.4,-41,400000,44901,0.112253,151445,0.378613
31.4,-40.8,400000,44614,0.111535,152038,0.380095
31.4,-40.6,400000,44286,0.110715,152092,0.38023
31.4,-40.4,400000,44413,0.111033,152004,0.38001
31.4,-40.2,400000,44989,0.112473,151715,0.379287
31.4,-40,400000,44899,0.112248,152136,0.38034
31.4,-39.8,400000,44697,0.111742,152362,0.380905
31.4,-39.6,400000,45027,0.112568,152334,0.380835
31.4,-39.4,400000,45400,0.1135,152470,0.381175
31.4,-39.2,400000,44920,0.1123,152357,0.380893
31.4,-39,400000,45025,0.112562,152433,0.381082
31.4,-38.8,400000,45115,0.112787,153118,0.382795
31.4,-38.6,400000,44876,0.11219,152017,0.380043
31.4,-38.4,400000,44532,0.11133,151633,0.379082
31.4,-38.2,400000,44832,0.11208,152326,0.380815
31.4,-38,400000,44776,0.11194,151755,0.379387
31.4,-37.8,400000,44940,0.11235,152202,0.380505
31.4,-37.6,400000,44770,0.111925,152478,0.381195
31.4,-37.4,400000,45414,0.113535,152671,0.381678
31.4,-37.2,400000,44912,0.11228,151743,0.379358
31.4,-37,400000,44486,0.111215,151704,0.37926
31.4,-36.8,400000,45059,0.112647,152318,0.380795
31.4,-36.6,400000,44541,0.111352,151566,0.378915
31.4,-36.4,400000,45118,0.112795,152056,0.38014
31.4,-36.2,400000,44414,0.111035,151456,0.37864
31.4,-36,400000,44774,0.111935,151633,0.379082
31.4,-35.8,400000,44885,0.112213,152086,0.380215
31.4,-35.6,400000,44942,0.112355,151823,0.379557
31.4,-35.4,400000,44739,0.111848,152357,0.380893
31.4,-35.2,400000,45119,0.112797,151771,0.379427
31.4,-35,400000,44515,0.111287,151563,0.378908
31.4,-34.8,400000,44712,0.11178,152359,0.380897
31.4,-34.6,400000,44555,0.111388,151844,0.37961
31.4,-34.4,400000,44822,0.112055,152603,0.381507
31.4,-34.2,400000,45476,0.11369,151729,0.379323
31.4,-34,400000,45185,0.112962,152216,0.38054
31.4,-33.8,400000,44688,0.11172,152088,0.38022
31.4,-33.6,400000,44575,0.111437,151360,0.3784
31.4,-33.4,400000,44997,0.112492,152336,0.38084
31.4,-33.2,400000,44457,0.111143,151590,0.378975
31.4,-33,400000,44968,0.11242,152487,0.381217
31.4,-32.8,400000,45349,0.113373,152564,0.38141
31.4,-32.6,400000,44967,0.112418,152211,0.380528
31.4,-32.4,400000,44665,0.111662,152057,0.380142
31.4,-32.2,400000,44738,0.111845,152140,0.38035
31.4,-32,400000,44725,0.111812,152235,0.380588
31.4,-31.8,400000,44717,0.111793,152181,0.380453
31.4,-31.6,400000,44513,0.111283,151607,0.379018
31.4,-31.4,400000,45401,0.113503,152529,0.381323
31.4,-31.2,400000,45134,0.112835,153043,0.382607
31.4,-31,400000,45189,0.112973,152039,0.380097
31.4,-30.8,400000,44732,0.11183,152056,0.38014
31.4,-30.6,400000,44221,0.110552,152215,0.380537
31.4,-30.4,400000,45394,0.113485,152471,0.381178
31.4,-30.2,400000,44803,0.112007,152533,0.381333
31.4,-30,400000,44705,0.111763,151880,0.3797
31.4,-29.8,400000,44646,0.111615,151583,0.378958
31.4,-29.6,400000,44939,0.112348,152201,0.380503
31.4,-29.4,400000,44297,0.110742,151682,0.379205
31.4,-29.2,400000,44651,0.111628,151962,0.379905
31.4,-29,400000,44744,0.11186,151832,0.37958
31.4,-28.8,400000,44397,0.110992,151622,0.379055
31.4,-28.6,400000,44936,0.11234,152228,0.38057
31.4,-28.4,400000,44578,0.111445,151941,0.379852
31.4,-28.2,400000,44896,0.11224,152085,0.380213
31.4,-28,400000,44628,0.11157,151995,0.379987
