x,y,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
3.2,-33.6,400000,44707,0.111768,151611,0.379028
3.2,-33.4,400000,45110,0.112775,152404,0.38101
3.2,-33.2,400000,44677,0.111693,151957,0.379893
3.2,-33,400000,45071,0.112677,153086,0.382715
3.2,-32.8,400000,44672,0.11168,151953,0.379883
3.2,-32.6,400000,44745,0.111863,152139,0.380348
3.2,-32.4,400000,44632,0.11158,151952,0.37988
3.2,-32.2,400000,44421,0.111052,151564,0.37891
3.2,-32,400000,45098,0.112745,151547,0.378868
3.2,-31.8,400000,44417,0.111043,152058,0.380145
3.2,-31.6,400000,44359,0.110897,151832,0.37958
3.2,-31.4,400000,44458,0.111145,152013,0.380032
3.2,-31.2,400000,44648,0.11162,151477,0.378692
3.2,-31,400000,44894,0.112235,152047,0.380117
3.2,-30.8,400000,44755,0.111888,152662,0.381655
3.2,-30.6,400000,45076,0.11269,152401,0.381003
3.2,-30.4,400000,45753,0.114382,152678,0.381695
3.2,-30.2,400000,44983,0.112458,152139,0.380348
3.2,-30,400000,44874,0.112185,152507,0.381267
3.2,-29.8,400000,44892,0.11223,153073,0.382682
3.2,-29.6,400000,44723,0.111808,152038,0.380095
3.2,-29.4,400000,44586,0.111465,151591,0.378978
3.2,-29.2,400000,44974,0.112435,152730,0.381825
3.2,-29,400000,45000,0.1125,151852,0.37963
3.2,-28.8,400000,45029,0.112573,152033,0.380082
3.2,-28.6,400000,44622,0.111555,152635,0.381588
3.2,-28.4,400000,45087,0.112717,152438,0.381095
3.2,-28.2,400000,44730,0.111825,151952,0.37988
3.2,-28,400000,44665,0.111662,151949,0.379873
3.2,-27.8,400000,45148,0.11287,152289,0.380723
3.2,-27.6,400000,44524,0.11131,151915,0.379788
3.2,-27.4,400000,44934,0.112335,152105,0.380263
3.2,-27.2,400000,44306,0.110765,151403,0.378507
3.2,-27,400000,44613,0.111533,151820,0.37955
3.2,-26.8,400000,44923,0.112308,152007,0.380018
3.2,-26.6,400000,44846,0.112115,152005,0.380012
3.2,-26.4,400000,44847,0.112117,152609,0.381522
3.2,-26.2,400000,45138,0.112845,152119,0.380298
3.2,-26,400000,44640,0.1116,151799,0.379497
3.2,-25.8,400000,44543,0.111357,152342,0.380855
3.2,-25.6,400000,44755,0.111888,152030,0.380075
3.2,-25.4,400000,44788,0.11197,152540,0.38135
3.2,-25.2,400000,45405,0.113513,151746,0.379365
3.2,-25,400000,44969,0.112422,152420,0.38105
3.2,-24.8,400000,44881,0.112202,152474,0.381185
3.2,-24.6,400000,44393,0.110982,151245,0.378113
3.2,-24.4,400000,44970,0.112425,152391,0.380978
3.2,-24.2,400000,44550,0.111375,151799,0.379497
3.2,-24,400000,44898,0.112245,152419,0.381047
3.2,-23.8,400000,45370,0.113425,152853,0.382132
3.2,-23.6,400000,45053,0.112632,152264,0.38066
3.2,-23.4,400000,44569,0.111422,152069,0.380173
3.2,-23.2,400000,44804,0.11201,152002,0.380005
3.2,-23,400000,44927,0.112318,152248,0.38062
3.2,-22.8,400000,44642,0.111605,152487,0.381217
3.2,-22.6,400000,44320,0.1108,151665,0.379163
3.2,-22.4,400000,45302,0.113255,152753,0.381883
3.2,-22.2,400000,44959,0.112397,152437,0.381093
3.2,-22,400000,45138,0.112845,152356,0.38089
3.2,-21.8,400000,44943,0.112357,152262,0.380655
3.2,-21.6,400000,44251,0.110628,151870,0.379675
3.2,-21.4,400000,45267,0.113168,152504,0.38126
3.2,-21.2,400000,44969,0.112422,152615,0.381537
3.2,-21,400000,44869,0.112172,151780,0.37945
3.2,-20.8,400000,44522,0.111305,151950,0.379875
3.2,-20.6,400000,44770,0.111925,151924,0.37981
3.2,-20.4,400000,44325,0.110812,151938,0.379845
3.2,-20.2,400000,44632,0.11158,152099,0.380248
