x,y,detectorID,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
-42,17,0,100000,22,0.00022,75,0.00075
-42,17,1,100000,26,0.00026,63,0.00063
-42,17,2,100000,24,0.00024,64,0.00064
-42,17,3,100000,26,0.00026,79,0.00079
-42,17,4,100000,29,0.00029,74,0.00074
-42,17,5,100000,31,0.00031,80,0.0008
-42,18,0,100000,31,0.00031,80,0.0008
-42,18,1,100000,14,0.00014,70,0.0007
-42,18,2,100000,22,0.00022,71,0.00071
-42,18,3,100000,36,0.00036,73,0.00073
-42,18,4,100000,26,0.00026,68,0.00068
-42,18,5,100000,19,0.00019,83,0.00083
-42,19,0,100000,26,0.00026,71,0.00071
-42,19,1,100000,18,0.00018,52,0.00052
-42,19,2,100000,40,0.0004,73,0.00073
-42,19,3,100000,34,0.00034,73,0.00073
-42,19,4,100000,22,0.00022,76,0.00076
-42,19,5,100000,24,0.00024,69,0.00069
-42,20,0,100000,38,0.00038,93,0.00093
-42,20,1,100000,45,0.00045,87,0.00087
-42,20,2,100000,30,0.0003,81,0.00081
-42,20,3,100000,46,0.00046,78,0.00078
-42,20,4,100000,32,0.00032,70,0.0007
-42,20,5,100000,31,0.00031,74,0.00074
-42,21,0,100000,30,0.0003,80,0.0008
-42,21,1,100000,35,0.00035,89,0.00089
-42,21,2,100000,23,0.00023,84,0.00084
-42,21,3,100000,33,0.00033,66,0.00066
-42,21,4,100000,28,0.00028,74,0.00074
-42,21,5,100000,33,0.00033,84,0.00084
-42,22,0,100000,20,0.0002,67,0.00067
-42,22,1,100000,45,0.00045,78,0.00078
-42,22,2,100000,33,0.00033,80,0.0008
-42,22,3,100000,31,0.00031,62,0.00062
-42,22,4,100000,36,0.00036,88,0.00088
-42,22,5,100000,28,0.00028,75,0.00075
-42,23,0,100000,22,0.00022,60,0.0006
-42,23,1,100000,14,0.00014,66,0.00066
-42,23,2,100000,16,0.00016,63,0.00063
-42,23,3,100000,15,0.00015,48,0.00048
-42,23,4,100000,9,9e-05,67,0.00067
-42,23,5,100000,17,0.00017,50,0.0005
-42,24,0,100000,20,0.0002,80,0.0008
-42,24,1,100000,48,0.00048,76,0.00076
-42,24,2,100000,37,0.00037,93,0.00093
-42,24,3,100000,27,0.00027,59,0.00059
