x,y,detectorID,nPrimary,roiCounts,normalizedCounts
23.4694,-15.3061,0,400000,74,0.000185
23.4694,-15.3061,1,400000,11,2.75e-05
23.4694,-15.3061,2,400000,10,2.5e-05
23.4694,-15.3061,3,400000,4,1e-05
23.4694,-15.3061,4,400000,11,2.75e-05
23.4694,-15.3061,5,400000,107,0.0002675
23.4694,-13.2653,0,400000,94,0.000235
23.4694,-13.2653,1,400000,14,3.5e-05
23.4694,-13.2653,2,400000,11,2.75e-05
23.4694,-13.2653,3,400000,9,2.25e-05
23.4694,-13.2653,4,400000,13,3.25e-05
23.4694,-13.2653,5,400000,136,0.00034
23.4694,-11.2245,0,400000,172,0.00043
23.4694,-11.2245,1,400000,16,4e-05
23.4694,-11.2245,2,400000,12,3e-05
23.4694,-11.2245,3,400000,6,1.5e-05
23.4694,-11.2245,4,400000,14,3.5e-05
23.4694,-11.2245,5,400000,79,0.0001975
23.4694,-9.18367,0,400000,141798,0.354495
23.4694,-9.18367,1,400000,1,2.5e-06
23.4694,-9.18367,2,400000,5,1.25e-05
23.4694,-9.18367,3,400000,2,5e-06
23.4694,-9.18367,4,400000,4,1e-05
23.4694,-9.18367,5,400000,12776,0.03194
23.4694,-7.14286,0,400000,200133,0.500332
23.4694,-7.14286,1,400000,9,2.25e-05
23.4694,-7.14286,2,400000,1,2.5e-06
23.4694,-7.14286,3,400000,8,2e-05
23.4694,-7.14286,4,400000,2,5e-06
23.4694,-7.14286,5,400000,2499,0.0062475
23.4694,-5.10204,0,400000,211896,0.52974
23.4694,-5.10204,1,400000,19,4.75e-05
23.4694,-5.10204,2,400000,1,2.5e-06
23.4694,-5.10204,3,400000,10,2.5e-05
23.4694,-5.10204,4,400000,9,2.25e-05
23.4694,-5.10204,5,400000,732,0.00183
23.4694,-3.06122,0,400000,216062,0.540155
23.4694,-3.06122,1,400000,36,9e-05
23.4694,-3.06122,2,400000,7,1.75e-05
23.4694,-3.06122,3,400000,7,1.75e-05
23.4694,-3.06122,4,400000,3,7.5e-06
23.4694,-3.06122,5,400000,286,0.000715
23.4694,-1.02041,0,400000,218006,0.545015
23.4694,-1.02041,1,400000,65,0.0001625
23.4694,-1.02041,2,400000,2,5e-06
23.4694,-1.02041,3,400000,18,4.5e-05
23.4694,-1.02041,4,400000,9,2.25e-05
23.4694,-1.02041,5,400000,113,0.0002825
23.4694,1.02041,0,400000,217742,0.544355
23.4694,1.02041,1,400000,101,0.0002525
23.4694,1.02041,2,400000,10,2.5e-05
23.4694,1.02041,3,400000,19,4.75e-05
23.4694,1.02041,4,400000,4,1e-05
23.4694,1.02041,5,400000,53,0.0001325
23.4694,3.06122,0,400000,216956,0.54239
23.4694,3.06122,1,400000,291,0.0007275
23.4694,3.06122,2,400000,14,3.5e-05
23.4694,3.06122,3,400000,19,4.75e-05
23.4694,3.06122,4,400000,8,2e-05
23.4694,3.06122,5,400000,22,5.5e-05
23.4694,5.10204,0,400000,212262,0.530655
23.4694,5.10204,1,400000,812,0.00203
23.4694,5.10204,2,400000,5,1.25e-05
23.4694,5.10204,3,400000,12,3e-05
23.4694,5.10204,4,400000,6,1.5e-05
23.4694,5.10204,5,400000,8,2e-05
23.4694,7.14286,0,400000,199242,0.498105
23.4694,7.14286,1,400000,2499,0.0062475
23.4694,7.14286,2,400000,10,2.5e-05
23.4694,7.14286,3,400000,15,3.75e-05
23.4694,7.14286,4,400000,12,3e-05
23.4694,7.14286,5,400000,10,2.5e-05
23.4694,9.18367,0,400000,141537,0.353843
23.4694,9.18367,1,400000,12626,0.031565
23.4694,9.18367,2,400000,8,2e-05
23.4694,9.18367,3,400000,10,2.5e-05
23.4694,9.18367,4,400000,4,1e-05
23.4694,9.18367,5,400000,7,1.75e-05
23.4694,11.2245,0,400000,145,0.0003625
23.4694,11.2245,1,400000,72,0.00018
23.4694,11.2245,2,400000,16,4e-05
23.4694,11.2245,3,400000,10,2.5e-05
23.4694,11.2245,4,400000,8,2e-05
23.4694,11.2245,5,400000,19,4.75e-05
23.4694,13.2653,0,400000,90,0.000225
23.4694,13.2653,1,400000,109,0.0002725
23.4694,13.2653,2,400000,16,4e-05
23.4694,13.2653,3,400000,15,3.75e-05
23.4694,13.2653,4,400000,7,1.75e-05
23.4694,13.2653,5,400000,8,2e-05
23.4694,15.3061,0,400000,91,0.0002275
23.4694,15.3061,1,400000,146,0.000365
23.4694,15.3061,2,400000,8,2e-05
23.4694,15.3061,3,400000,10,2.5e-05
23.4694,15.3061,4,400000,13,3.25e-05
23.4694,15.3061,5,400000,8,2e-05
23.4694,17.3469,0,400000,46,0.000115
23.4694,17.3469,1,400000,82,0.000205
23.4694,17.3469,2,400000,7,1.75e-05
23.4694,17.3469,3,400000,19,4.75e-05
23.4694,17.3469,4,400000,7,1.75e-05
23.4694,17.3469,5,400000,9,2.25e-05
23.4694,19.3878,0,400000,62,0.000155
23.4694,19.3878,1,400000,98,0.000245
23.4694,19.3878,2,400000,9,2.25e-05
23.4694,19.3878,3,400000,12,3e-05
23.4694,19.3878,4,400000,9,2.25e-05
23.4694,19.3878,5,400000,10,2.5e-05
23.4694,21.4286,0,400000,42,0.000105
23.4694,21.4286,1,400000,110,0.000275
23.4694,21.4286,2,400000,4,1e-05
23.4694,21.4286,3,400000,12,3e-05
23.4694,21.4286,4,400000,11,2.75e-05
23.4694,21.4286,5,400000,3,7.5e-06
23.4694,23.4694,0,400000,51,0.0001275
23.4694,23.4694,1,400000,72,0.00018
23.4694,23.4694,2,400000,9,2.25e-05
23.4694,23.4694,3,400000,3,7.5e-06
23.4694,23.4694,4,400000,14,3.5e-05
23.4694,23.4694,5,400000,2,5e-06
23.4694,25.5102,0,400000,17,4.25e-05
23.4694,25.5102,1,400000,77,0.0001925
23.4694,25.5102,2,400000,21,5.25e-05
23.4694,25.5102,3,400000,6,1.5e-05
23.4694,25.5102,4,400000,3,7.5e-06
23.4694,25.5102,5,400000,12,3e-05
23.4694,27.551,0,400000,27,6.75e-05
23.4694,27.551,1,400000,83,0.0002075
23.4694,27.551,2,400000,11,2.75e-05
23.4694,27.551,3,400000,7,1.75e-05
