x,y,detectorID,nPrimary,roiCounts,normalizedCounts
-5.10204,-37.7551,0,400000,2,5e-06
-5.10204,-37.7551,1,400000,9,2.25e-05
-5.10204,-37.7551,2,400000,2,5e-06
-5.10204,-37.7551,3,400000,13,3.25e-05
-5.10204,-37.7551,4,400000,47,0.0001175
-5.10204,-37.7551,5,400000,29,7.25e-05
-5.10204,-35.7143,0,400000,10,2.5e-05
-5.10204,-35.7143,1,400000,10,2.5e-05
-5.10204,-35.7143,2,400000,7,1.75e-05
-5.10204,-35.7143,3,400000,11,2.75e-05
-5.10204,-35.7143,4,400000,53,0.0001325
-5.10204,-35.7143,5,400000,38,9.5e-05
-5.10204,-33.6735,0,400000,10,2.5e-05
-5.10204,-33.6735,1,400000,9,2.25e-05
-5.10204,-33.6735,2,400000,5,1.25e-05
-5.10204,-33.6735,3,400000,8,2e-05
-5.10204,-33.6735,4,400000,74,0.000185
-5.10204,-33.6735,5,400000,47,0.0001175
-5.10204,-31.6327,0,400000,5,1.25e-05
-5.10204,-31.6327,1,400000,6,1.5e-05
-5.10204,-31.6327,2,400000,6,1.5e-05
-5.10204,-31.6327,3,400000,4,1e-05
-5.10204,-31.6327,4,400000,120,0.0003
-5.10204,-31.6327,5,400000,47,0.0001175
-5.10204,-29.5918,0,400000,15,3.75e-05
-5.10204,-29.5918,1,400000,9,2.25e-05
-5.10204,-29.5918,2,400000,6,1.5e-05
-5.10204,-29.5918,3,400000,12,3e-05
-5.10204,-29.5918,4,400000,104,0.00026
-5.10204,-29.5918,5,400000,38,9.5e-05
-5.10204,-27.551,0,400000,4,1e-05
-5.10204,-27.551,1,400000,13,3.25e-05
-5.10204,-27.551,2,400000,3,7.5e-06
-5.10204,-27.551,3,400000,9,2.25e-05
-5.10204,-27.551,4,400000,185,0.0004625
-5.10204,-27.551,5,400000,56,0.00014
-5.10204,-25.5102,0,400000,1,2.5e-06
-5.10204,-25.5102,1,400000,6,1.5e-05
-5.10204,-25.5102,2,400000,2,5e-06
-5.10204,-25.5102,3,400000,2,5e-06
-5.10204,-25.5102,4,400000,159916,0.39979
-5.10204,-25.5102,5,400000,5670,0.014175
-5.10204,-23.4694,0,400000,7,1.75e-05
-5.10204,-23.4694,1,400000,10,2.5e-05
-5.10204,-23.4694,2,400000,4,1e-05
-5.10204,-23.4694,3,400000,6,1.5e-05
-5.10204,-23.4694,4,400000,200917,0.502293
-5.10204,-23.4694,5,400000,3110,0.007775
-5.10204,-21.4286,0,400000,10,2.5e-05
-5.10204,-21.4286,1,400000,37,9.25e-05
-5.10204,-21.4286,2,400000,14,3.5e-05
-5.10204,-21.4286,3,400000,15,3.75e-05
-5.10204,-21.4286,4,400000,210667,0.526667
-5.10204,-21.4286,5,400000,2565,0.0064125
-5.10204,-19.3878,0,400000,44,0.00011
-5.10204,-19.3878,1,400000,58,0.000145
-5.10204,-19.3878,2,400000,27,6.75e-05
-5.10204,-19.3878,3,400000,36,9e-05
-5.10204,-19.3878,4,400000,214420,0.53605
-5.10204,-19.3878,5,400000,2316,0.00579
-5.10204,-17.3469,0,400000,114,0.000285
-5.10204,-17.3469,1,400000,138,0.000345
-5.10204,-17.3469,2,400000,92,0.00023
-5.10204,-17.3469,3,400000,63,0.0001575
-5.10204,-17.3469,4,400000,216140,0.54035
-5.10204,-17.3469,5,400000,2327,0.0058175
-5.10204,-15.3061,0,400000,289,0.0007225
-5.10204,-15.3061,1,400000,294,0.000735
-5.10204,-15.3061,2,400000,139,0.0003475
-5.10204,-15.3061,3,400000,127,0.0003175
-5.10204,-15.3061,4,400000,215133,0.537833
-5.10204,-15.3061,5,400000,2304,0.00576
-5.10204,-13.2653,0,400000,751,0.0018775
-5.10204,-13.2653,1,400000,710,0.001775
-5.10204,-13.2653,2,400000,424,0.00106
-5.10204,-13.2653,3,400000,402,0.001005
-5.10204,-13.2653,4,400000,212177,0.530443
-5.10204,-13.2653,5,400000,2614,0.006535
-5.10204,-11.2245,0,400000,1748,0.00437
-5.10204,-11.2245,1,400000,1792,0.00448
-5.10204,-11.2245,2,400000,1385,0.0034625
-5.10204,-11.2245,3,400000,1123,0.0028075
-5.10204,-11.2245,4,400000,201465,0.503663
-5.10204,-11.2245,5,400000,2930,0.007325
-5.10204,-9.18367,0,400000,4820,0.01205
-5.10204,-9.18367,1,400000,4595,0.0114875
