x,y,roiCounts,normalizedCounts,flux,normalizedFlux,nPrimary
-31.6327,-5.10204,574,0.00574,850,0.0085,600000
-31.6327,-3.06122,512,0.0051199999999999996,865,0.00865,600000
-31.6327,-1.02041,537,0.00537,923,0.00923,600000
-31.6327,1.02041,555,0.00555,876,0.00876,600000
-31.6327,3.06122,517,0.00517,839,0.00839,600000
-31.6327,5.10204,500,0.005,839,0.00839,600000
-31.6327,7.14286,525,0.0052499999999999995,843,0.00843,600000
-31.6327,9.18367,534,0.00534,854,0.00854,600000
-31.6327,11.2245,600,0.006,938,0.00938,600000
-31.6327,13.2653,572,0.00572,921,0.00921,600000
-31.6327,15.3061,441,0.00441,798,0.007980000000000001,600000
-31.6327,17.3469,591,0.00591,913,0.00913,600000
-31.6327,19.3878,536,0.00536,912,0.00912,600000
-31.6327,21.4286,533,0.00533,881,0.00881,600000
-31.6327,23.4694,506,0.00506,891,0.00891,600000
-31.6327,25.5102,514,0.0051400000000000005,852,0.00852,600000
-31.6327,27.551,510,0.0051,803,0.00803,600000
-31.6327,29.5918,563,0.00563,890,0.0089,600000
-31.6327,31.6327,511,0.00511,884,0.00884,600000
-31.6327,33.6735,503,0.00503,867,0.00867,600000
-31.6327,35.7143,541,0.00541,880,0.0088,600000
-31.6327,37.7551,589,0.00589,910,0.0091,600000
-31.6327,39.7959,504,0.00504,879,0.00879,600000
-31.6327,41.8367,610,0.0060999999999999995,950,0.0095,600000
-31.6327,43.8776,501,0.00501,852,0.00852,600000
-31.6327,45.9184,615,0.00615,876,0.00876,600000
-31.6327,47.9592,545,0.00545,825,0.00825,600000
-31.6327,50.0,570,0.0057,854,0.00854,600000
-29.5918,-50.0,558,0.00558,914,0.00914,600000
-29.5918,-47.9592,636,0.00636,942,0.00942,600000
-29.5918,-45.9184,454,0.00454,773,0.00773,600000
-29.5918,-43.8776,564,0.00564,886,0.00886,600000
-29.5918,-41.8367,548,0.0054800000000000005,869,0.00869,600000
-29.5918,-39.7959,524,0.00524,793,0.00793,600000
-29.5918,-37.7551,562,0.00562,901,0.00901,600000
-29.5918,-35.7143,570,0.0057,869,0.00869,600000
-29.5918,-33.6735,587,0.00587,893,0.00893,600000
-29.5918,-31.6327,620,0.0062,917,0.00917,600000
-29.5918,-29.5918,617,0.00617,904,0.00904,600000
-29.5918,-27.551,581,0.00581,936,0.00936,600000
-29.5918,-25.5102,557,0.00557,903,0.00903,600000
-29.5918,-23.4694,493,0.00493,879,0.00879,600000
-29.5918,-21.4286,511,0.00511,869,0.00869,600000
-29.5918,-19.3878,512,0.0051199999999999996,896,0.00896,600000
-29.5918,-17.3469,444,0.00444,831,0.00831,600000
-29.5918,-15.3061,613,0.00613,936,0.00936,600000
-29.5918,-13.2653,577,0.00577,821,0.00821,600000
-29.5918,-11.2245,495,0.0049499999999999995,884,0.00884,600000
-29.5918,-9.18367,566,0.00566,942,0.00942,600000
-29.5918,-7.14286,590,0.0059,904,0.00904,600000
-29.5918,-5.10204,591,0.00591,874,0.00874,600000
-29.5918,-3.06122,530,0.0053,920,0.0092,600000
-29.5918,-1.02041,542,0.00542,889,0.00889,600000
-29.5918,1.02041,528,0.00528,890,0.0089,600000
-29.5918,3.06122,557,0.00557,854,0.00854,600000
-29.5918,5.10204,523,0.00523,855,0.00855,600000
-29.5918,7.14286,562,0.00562,843,0.00843,600000
-29.5918,9.18367,455,0.00455,830,0.0083,600000
-29.5918,11.2245,492,0.00492,873,0.00873,600000
-29.5918,13.2653,552,0.00552,876,0.00876,600000
-29.5918,15.3061,528,0.00528,892,0.00892,600000
-29.5918,17.3469,437,0.00437,794,0.00794,600000
-29.5918,19.3878,530,0.0053,898,0.00898,600000
-29.5918,21.4286,677,0.00677,894,0.00894,600000
-29.5918,23.4694,519,0.00519,830,0.0083,600000
-29.5918,25.5102,508,0.00508,878,0.00878,600000
-29.5918,27.551,538,0.00538,848,0.00848,600000
-29.5918,29.5918,557,0.00557,891,0.00891,600000
-29.5918,31.6327,474,0.00474,873,0.00873,600000
-29.5918,33.6735,584,0.00584,878,0.00878,600000
-29.5918,35.7143,555,0.00555,873,0.00873,600000
-29.5918,37.7551,495,0.0049499999999999995,870,0.0087,600000
-29.5918,39.7959,538,0.005379999999999999,875,0.00875,600000
-29.5918,41.8367,560,0.0056,855,0.00855,600000
-29.5918,43.8776,554,0.00554,833,0.00833,600000
-29.5918,45.9184,554,0.00554,862,0.008620000000000001,600000
-29.5918,47.9592,568,0.00568,938,0.00938,600000
-29.5918,50.0,512,0.0051199999999999996,913,0.00913,600000
-27.551,-50.0,573,0.00573,917,0.00917,600000
-27.551,-47.9592,544,0.0054399999999999995,912,0.00912,600000
-27.551,-45.9184,587,0.00587,901,0.00901,600000
-27.551,-43.8776,521,0.00521,904,0.00904,600000
-27.551,-41.8367,530,0.0053,890,0.0089,600000
-27.551,-39.7959,561,0.00561,877,0.00877,600000
-27.551,-37.7551,546,0.00546,811,0.00811,600000
-27.551,-35.7143,454,0.00454,862,0.00862,600000
-27.551,-33.6735,522,0.00522,843,0.00843,600000
-27.551,-31.6327,521,0.00521,856,0.00856,600000
-27.551,-29.5918,568,0.00568,960,0.009600000000000001,600000
-27.551,-27.551,561,0.0056099999999999995,907,0.00907,600000
-27.551,-25.5102,567,0.00567,865,0.00865,600000
-27.551,-23.4694,553,0.00553,904,0.00904,600000
-27.551,-21.4286,498,0.00498,852,0.00852,600000
-27.551,-19.3878,617,0.00617,923,0.00923,600000
-27.551,-17.3469,526,0.00526,924,0.00924,600000
-27.551,-15.3061,484,0.00484,788,0.00788,600000
-27.551,-13.2653,464,0.00464,789,0.00789,600000
-27.551,-11.2245,537,0.00537,890,0.0089,600000
-27.551,-9.18367,472,0.00472,803,0.00803,600000
-27.551,-7.14286,528,0.00528,855,0.00855,600000
-27.551,-5.10204,601,0.00601,952,0.00952,600000
-27.551,-3.06122,540,0.0054,908,0.00908,600000
-27.551,-1.02041,511,0.00511,879,0.00879,600000
-27.551,1.02041,612,0.0061200000000000004,893,0.00893,600000
-27.551,3.06122,511,0.00511,869,0.00869,600000
-27.551,5.10204,528,0.00528,872,0.00872,600000
-27.551,7.14286,479,0.00479,821,0.00821,600000
-27.551,9.18367,575,0.00575,902,0.00902,600000
-27.551,11.2245,610,0.0060999999999999995,962,0.00962,600000
-27.551,13.2653,474,0.00474,853,0.00853,600000
-27.551,15.3061,513,0.00513,866,0.00866,600000
-27.551,17.3469,563,0.0056300000000000005,909,0.009089999999999999,600000
-27.551,19.3878,554,0.00554,900,0.009,600000
-27.551,21.4286,559,0.00559,850,0.0085,600000
-27.551,23.4694,483,0.00483,853,0.00853,600000
-27.551,25.5102,523,0.00523,899,0.00899,600000
-27.551,27.551,532,0.00532,879,0.00879,600000
-27.551,29.5918,548,0.00548,904,0.00904,600000
-27.551,31.6327,575,0.00575,916,0.00916,600000
-27.551,33.6735,559,0.00559,953,0.00953,600000
-27.551,35.7143,554,0.00554,925,0.00925,600000
-27.551,37.7551,527,0.00527,877,0.00877,600000
-27.551,39.7959,531,0.0053100000000000005,868,0.00868,600000
-27.551,41.8367,447,0.00447,866,0.00866,600000
-27.551,43.8776,580,0.0058,878,0.00878,600000
-27.551,45.9184,508,0.00508,830,0.0083,600000
-27.551,47.9592,491,0.00491,927,0.00927,600000
-27.551,50.0,508,0.00508,870,0.0087,600000
-25.5102,-50.0,544,0.00544,867,0.00867,600000
-25.5102,-47.9592,526,0.00526,834,0.00834,600000
-25.5102,-45.9184,611,0.00611,928,0.00928,600000
-25.5102,-43.8776,550,0.0055,880,0.0088,600000
-25.5102,-41.8367,585,0.00585,916,0.00916,600000
-25.5102,-39.7959,600,0.006,927,0.00927,600000
-25.5102,-37.7551,477,0.00477,824,0.008239999999999999,600000
-25.5102,-35.7143,424,0.00424,824,0.00824,600000
-25.5102,-33.6735,583,0.00583,931,0.009309999999999999,600000
-25.5102,-31.6327,501,0.00501,866,0.00866,600000
-25.5102,-29.5918,581,0.00581,886,0.00886,600000
-25.5102,-27.551,529,0.00529,861,0.00861,600000
-25.5102,-25.5102,516,0.00516,836,0.00836,600000
-25.5102,-23.4694,503,0.00503,801,0.00801,600000
-25.5102,-21.4286,531,0.0053100000000000005,898,0.00898,600000
-25.5102,-19.3878,491,0.0049099999999999994,875,0.00875,600000
-25.5102,-17.3469,533,0.00533,880,0.0088,600000
-25.5102,-15.3061,480,0.0048,858,0.00858,600000
-25.5102,-13.2653,542,0.0054199999999999995,909,0.00909,600000
-25.5102,-11.2245,601,0.00601,916,0.00916,600000
-25.5102,-9.18367,503,0.00503,861,0.00861,600000
-25.5102,-7.14286,581,0.00581,900,0.009,600000
-25.5102,-5.10204,561,0.00561,850,0.0085,600000
-25.5102,-3.06122,595,0.00595,857,0.00857,600000
-25.5102,-1.02041,533,0.00533,949,0.00949,600000
-25.5102,1.02041,560,0.0056,944,0.00944,600000
-25.5102,3.06122,621,0.00621,928,0.00928,600000
-25.5102,5.10204,451,0.00451,816,0.00816,600000
-25.5102,7.14286,589,0.005889999999999999,905,0.00905,600000
-25.5102,9.18367,514,0.0051400000000000005,857,0.00857,600000
-25.5102,11.2245,516,0.00516,808,0.00808,600000
-25.5102,13.2653,581,0.00581,904,0.00904,600000
-25.5102,15.3061,519,0.00519,848,0.00848,600000
-25.5102,17.3469,568,0.00568,872,0.00872,600000
-25.5102,19.3878,570,0.0057,877,0.00877,600000
-25.5102,21.4286,612,0.0061200000000000004,933,0.00933,600000
-25.5102,23.4694,507,0.00507,890,0.0089,600000
-25.5102,25.5102,529,0.00529,923,0.00923,600000
-25.5102,27.551,469,0.00469,815,0.00815,600000
-25.5102,29.5918,491,0.00491,856,0.00856,600000
-25.5102,31.6327,536,0.00536,869,0.00869,600000
-25.5102,33.6735,427,0.00427,788,0.00788,600000
-25.5102,35.7143,608,0.00608,922,0.00922,600000
-25.5102,37.7551,594,0.00594,892,0.00892,600000
-25.5102,39.7959,495,0.00495,850,0.0085,600000
-25.5102,41.8367,552,0.00552,927,0.00927,600000
-25.5102,43.8776,534,0.00534,894,0.00894,600000
-25.5102,45.9184,590,0.0059,868,0.00868,600000
-25.5102,47.9592,538,0.00538,915,0.00915,600000
-25.5102,50.0,525,0.00525,871,0.008709999999999999,600000
-23.4694,-50.0,543,0.00543,904,0.00904,600000
-23.4694,-47.9592,518,0.005180000000000001,814,0.00814,600000
-23.4694,-45.9184,572,0.005719999999999999,888,0.008879999999999999,600000
-23.4694,-43.8776,538,0.00538,843,0.00843,600000
-23.4694,-41.8367,475,0.00475,832,0.00832,600000
-23.4694,-39.7959,503,0.00503,878,0.00878,600000
-23.4694,-37.7551,511,0.00511,863,0.00863,600000
-23.4694,-35.7143,532,0.00532,885,0.00885,600000
-23.4694,-33.6735,425,0.00425,823,0.00823,600000
-23.4694,-31.6327,502,0.00502,866,0.00866,600000
-23.4694,-29.5918,635,0.00635,880,0.0088,600000
-23.4694,-27.551,620,0.0062,901,0.00901,600000
-23.4694,-25.5102,482,0.00482,836,0.00836,600000
-23.4694,-23.4694,553,0.00553,890,0.0089,600000
-23.4694,-21.4286,537,0.00537,911,0.00911,600000
-23.4694,-19.3878,564,0.00564,910,0.0091,600000
-23.4694,-17.3469,521,0.00521,854,0.008539999999999999,600000
-23.4694,-15.3061,561,0.0056099999999999995,903,0.00903,600000
-23.4694,-13.2653,484,0.0048400000000000006,892,0.00892,600000
-23.4694,-11.2245,525,0.0052499999999999995,874,0.00874,600000
-23.4694,-9.18367,545,0.00545,887,0.00887,600000
-23.4694,-7.14286,555,0.00555,852,0.00852,600000
-23.4694,-5.10204,560,0.0056,861,0.00861,600000
-23.4694,-3.06122,559,0.00559,912,0.00912,600000
-23.4694,-1.02041,535,0.00535,949,0.00949,600000
-23.4694,1.02041,576,0.0057599999999999995,910,0.0091,600000
-23.4694,3.06122,524,0.00524,891,0.00891,600000
-23.4694,5.10204,590,0.0059,914,0.00914,600000
-23.4694,7.14286,488,0.004880000000000001,886,0.00886,600000
-23.4694,9.18367,554,0.00554,858,0.00858,600000
-23.4694,11.2245,553,0.00553,862,0.008620000000000001,600000
-23.4694,13.2653,536,0.00536,843,0.00843,600000
-23.4694,15.3061,476,0.00476,913,0.00913,600000
-23.4694,17.3469,504,0.00504,828,0.00828,600000
-23.4694,19.3878,547,0.00547,907,0.00907,600000
-23.4694,21.4286,562,0.00562,961,0.00961,600000
-23.4694,23.4694,565,0.00565,896,0.00896,600000
-23.4694,25.5102,537,0.00537,817,0.00817,600000
-23.4694,27.551,510,0.0051,873,0.00873,600000
-23.4694,29.5918,481,0.00481,840,0.0084,600000
-23.4694,31.6327,614,0.00614,939,0.00939,600000
-23.4694,33.6735,479,0.00479,892,0.00892,600000
-23.4694,35.7143,474,0.004739999999999999,791,0.00791,600000
-23.4694,37.7551,489,0.00489,852,0.00852,600000
-23.4694,39.7959,472,0.00472,800,0.008,600000
-23.4694,41.8367,520,0.0052,836,0.00836,600000
-23.4694,43.8776,531,0.0053100000000000005,847,0.00847,600000
-23.4694,45.9184,489,0.00489,864,0.00864,600000
-23.4694,47.9592,532,0.00532,865,0.00865,600000
-23.4694,50.0,533,0.00533,896,0.00896,600000
-21.4286,-50.0,568,0.005679999999999999,863,0.00863,600000
-21.4286,-47.9592,521,0.00521,889,0.008889999999999999,600000
-21.4286,-45.9184,572,0.00572,907,0.00907,600000
-21.4286,-43.8776,512,0.00512,853,0.00853,600000
-21.4286,-41.8367,554,0.00554,894,0.00894,600000
-21.4286,-39.7959,591,0.00591,946,0.00946,600000
-21.4286,-37.7551,459,0.00459,818,0.00818,600000
-21.4286,-35.7143,511,0.00511,898,0.00898,600000
-21.4286,-33.6735,562,0.00562,834,0.00834,600000
-21.4286,-31.6327,563,0.00563,908,0.00908,600000
-21.4286,-29.5918,542,0.0054199999999999995,880,0.0088,600000
-21.4286,-27.551,513,0.00513,857,0.00857,600000
-21.4286,-25.5102,518,0.00518,861,0.00861,600000
-21.4286,-23.4694,480,0.0048,834,0.00834,600000
-21.4286,-21.4286,598,0.00598,888,0.008879999999999999,600000
-21.4286,-19.3878,539,0.005390000000000001,918,0.00918,600000
-21.4286,-17.3469,561,0.0056099999999999995,939,0.009389999999999999,600000
-21.4286,-15.3061,567,0.00567,920,0.0092,600000
-21.4286,-13.2653,496,0.00496,907,0.00907,600000
-21.4286,-11.2245,510,0.0051,876,0.00876,600000
-21.4286,-9.18367,495,0.0049499999999999995,906,0.00906,600000
-21.4286,-7.14286,559,0.0055899999999999995,886,0.00886,600000
-21.4286,-5.10204,475,0.00475,804,0.00804,600000
-21.4286,-3.06122,559,0.00559,982,0.00982,600000
-21.4286,-1.02041,529,0.00529,839,0.00839,600000
-21.4286,1.02041,511,0.00511,868,0.00868,600000
-21.4286,3.06122,524,0.00524,849,0.00849,600000
-21.4286,5.10204,540,0.0054,851,0.00851,600000
-21.4286,7.14286,571,0.00571,881,0.00881,600000
-21.4286,9.18367,592,0.00592,911,0.00911,600000
-21.4286,11.2245,548,0.00548,907,0.00907,600000
-21.4286,13.2653,420,0.0042,793,0.00793,600000
-21.4286,15.3061,556,0.00556,888,0.00888,600000
-21.4286,17.3469,523,0.00523,889,0.00889,600000
-21.4286,19.3878,543,0.00543,896,0.00896,600000
-21.4286,21.4286,533,0.00533,876,0.00876,600000
-21.4286,23.4694,507,0.00507,861,0.00861,600000
-21.4286,25.5102,525,0.0052499999999999995,820,0.0082,600000
-21.4286,27.551,572,0.005719999999999999,868,0.00868,600000
-21.4286,29.5918,500,0.005,889,0.00889,600000
-21.4286,31.6327,503,0.00503,873,0.00873,600000
-21.4286,33.6735,537,0.00537,909,0.009089999999999999,600000
-21.4286,35.7143,551,0.00551,880,0.0088,600000
-21.4286,37.7551,525,0.00525,899,0.00899,600000
-21.4286,39.7959,570,0.0057,929,0.00929,600000
-21.4286,41.8367,471,0.00471,841,0.008409999999999999,600000
-21.4286,43.8776,592,0.00592,900,0.009,600000
-21.4286,45.9184,572,0.00572,855,0.00855,600000
-21.4286,47.9592,570,0.0057,858,0.00858,600000
-21.4286,50.0,557,0.00557,984,0.00984,600000
-19.3878,-50.0,563,0.00563,932,0.00932,600000
-19.3878,-47.9592,617,0.00617,915,0.00915,600000
-19.3878,-45.9184,468,0.00468,775,0.00775,600000
-19.3878,-43.8776,549,0.00549,884,0.00884,600000
-19.3878,-41.8367,533,0.00533,877,0.00877,600000
-19.3878,-39.7959,531,0.00531,822,0.00822,600000
-19.3878,-37.7551,581,0.00581,905,0.00905,600000
-19.3878,-35.7143,553,0.00553,839,0.00839,600000
-19.3878,-33.6735,574,0.00574,889,0.00889,600000
-19.3878,-31.6327,600,0.006,921,0.00921,600000
-19.3878,-29.5918,587,0.00587,902,0.00902,600000
-19.3878,-27.551,580,0.0058,928,0.00928,600000
-19.3878,-25.5102,542,0.00542,912,0.00912,600000
-19.3878,-23.4694,501,0.00501,859,0.00859,600000
-19.3878,-21.4286,493,0.00493,852,0.00852,600000
-19.3878,-19.3878,528,0.00528,901,0.00901,600000
-19.3878,-17.3469,474,0.00474,834,0.00834,600000
-19.3878,-15.3061,607,0.00607,932,0.00932,600000
-19.3878,-13.2653,581,0.00581,876,0.00876,600000
-19.3878,-11.2245,533,0.00533,914,0.009139999999999999,600000
-19.3878,-9.18367,526,0.00526,882,0.00882,600000
-19.3878,-7.14286,541,0.00541,903,0.00903,600000
-19.3878,-5.10204,573,0.00573,877,0.00877,600000
-19.3878,-3.06122,477,0.00477,906,0.00906,600000
-19.3878,-1.02041,545,0.00545,886,0.00886,600000
-19.3878,1.02041,540,0.0054,882,0.00882,600000
-19.3878,3.06122,538,0.00538,848,0.00848,600000
-19.3878,5.10204,514,0.0051400000000000005,856,0.00856,600000
-19.3878,7.14286,588,0.00588,894,0.00894,600000
-19.3878,9.18367,460,0.0046,825,0.00825,600000
-19.3878,11.2245,513,0.00513,907,0.00907,600000
-19.3878,13.2653,517,0.00517,826,0.00826,600000
-19.3878,15.3061,510,0.0050999999999999995,892,0.00892,600000
-19.3878,17.3469,448,0.00448,839,0.00839,600000
-19.3878,19.3878,592,0.00592,890,0.0089,600000
-19.3878,21.4286,566,0.00566,821,0.00821,600000
-19.3878,23.4694,478,0.0047799999999999995,816,0.00816,600000
-19.3878,25.5102,541,0.00541,913,0.00913,600000
-19.3878,27.551,533,0.00533,884,0.00884,600000
-19.3878,29.5918,580,0.0058000000000000005,895,0.00895,600000
-19.3878,31.6327,505,0.00505,842,0.00842,600000
-19.3878,33.6735,562,0.00562,916,0.00916,600000
-19.3878,35.7143,509,0.00509,860,0.0086,600000
-19.3878,37.7551,535,0.00535,894,0.00894,600000
-19.3878,39.7959,507,0.00507,856,0.00856,600000
-19.3878,41.8367,596,0.00596,878,0.00878,600000
-19.3878,43.8776,536,0.00536,816,0.00816,600000
-19.3878,45.9184,604,0.00604,952,0.00952,600000
-19.3878,47.9592,581,0.00581,879,0.00879,600000
-19.3878,50.0,539,0.00539,955,0.00955,600000
-17.3469,-50.0,565,0.0056500000000000005,906,0.00906,600000
-17.3469,-47.9592,467,0.00467,856,0.00856,600000
-17.3469,-45.9184,582,0.00582,905,0.009049999999999999,600000
-17.3469,-43.8776,483,0.00483,895,0.00895,600000
-17.3469,-41.8367,560,0.0056,890,0.0089,600000
-17.3469,-39.7959,594,0.00594,847,0.00847,600000
-17.3469,-37.7551,493,0.00493,828,0.00828,600000
-17.3469,-35.7143,486,0.00486,931,0.00931,600000
-17.3469,-33.6735,510,0.0051,768,0.00768,600000
-17.3469,-31.6327,521,0.00521,934,0.00934,600000
-17.3469,-29.5918,548,0.0054800000000000005,905,0.009049999999999999,600000
-17.3469,-27.551,583,0.00583,907,0.00907,600000
-17.3469,-25.5102,520,0.0052,835,0.00835,600000
-17.3469,-23.4694,536,0.00536,908,0.00908,600000
-17.3469,-21.4286,496,0.00496,816,0.00816,600000
-17.3469,-19.3878,630,0.0063,958,0.00958,600000
-17.3469,-17.3469,478,0.0047799999999999995,840,0.008400000000000001,600000
-17.3469,-15.3061,481,0.00481,819,0.00819,600000
-17.3469,-13.2653,549,0.00549,902,0.00902,600000
-17.3469,-11.2245,471,0.00471,807,0.00807,600000
-17.3469,-9.18367,529,0.0052899999999999996,847,0.00847,600000
-17.3469,-7.14286,531,0.00531,915,0.00915,600000
-17.3469,-5.10204,533,0.00533,946,0.00946,600000
-17.3469,-3.06122,470,0.0047,825,0.00825,600000
-17.3469,-1.02041,667,0.00667,911,0.00911,600000
-17.3469,1.02041,500,0.005,852,0.00852,600000
-17.3469,3.06122,577,0.00577,887,0.00887,600000
-17.3469,5.10204,505,0.00505,853,0.00853,600000
-17.3469,7.14286,504,0.00504,862,0.00862,600000
-17.3469,9.18367,656,0.00656,987,0.00987,600000
-17.3469,11.2245,490,0.0049,822,0.00822,600000
-17.3469,13.2653,510,0.0051,906,0.00906,600000
-17.3469,15.3061,544,0.00544,854,0.00854,600000
-17.3469,17.3469,536,0.00536,902,0.00902,600000
-17.3469,19.3878,538,0.00538,866,0.00866,600000
-17.3469,21.4286,510,0.0051,824,0.00824,600000
-17.3469,23.4694,513,0.00513,874,0.00874,600000
-17.3469,25.5102,483,0.00483,866,0.008660000000000001,600000
-17.3469,27.551,580,0.0058,905,0.00905,600000
-17.3469,29.5918,530,0.0053,870,0.0087,600000
-17.3469,31.6327,569,0.00569,929,0.00929,600000
-17.3469,33.6735,547,0.00547,948,0.00948,600000
-17.3469,35.7143,560,0.0056,918,0.00918,600000
-17.3469,37.7551,452,0.00452,843,0.00843,600000
-17.3469,39.7959,482,0.00482,870,0.0087,600000
-17.3469,41.8367,539,0.00539,889,0.00889,600000
-17.3469,43.8776,513,0.00513,844,0.00844,600000
-17.3469,45.9184,554,0.00554,977,0.00977,600000
-17.3469,47.9592,528,0.00528,866,0.00866,600000
-17.3469,50.0,522,0.00522,843,0.00843,600000
-15.3061,-50.0,560,0.0056,855,0.00855,600000
-15.3061,-47.9592,584,0.00584,897,0.00897,600000
-15.3061,-45.9184,518,0.00518,888,0.00888,600000
-15.3061,-43.8776,560,0.0056,878,0.00878,600000
-15.3061,-41.8367,609,0.00609,915,0.00915,600000
-15.3061,-39.7959,487,0.00487,819,0.00819,600000
-15.3061,-37.7551,441,0.00441,849,0.00849,600000
-15.3061,-35.7143,553,0.00553,900,0.009,600000
-15.3061,-33.6735,562,0.00562,888,0.00888,600000
-15.3061,-31.6327,584,0.005840000000000001,890,0.0089,600000
-15.3061,-29.5918,524,0.00524,865,0.00865,600000
-15.3061,-27.551,559,0.00559,867,0.00867,600000
-15.3061,-25.5102,509,0.00509,827,0.00827,600000
-15.3061,-23.4694,527,0.00527,853,0.00853,600000
-15.3061,-21.4286,534,0.005339999999999999,889,0.00889,600000
-15.3061,-19.3878,522,0.00522,859,0.00859,600000
-15.3061,-17.3469,502,0.00502,862,0.00862,600000
-15.3061,-15.3061,571,0.00571,922,0.009219999999999999,600000
-15.3061,-13.2653,598,0.00598,905,0.009049999999999999,600000
-15.3061,-11.2245,517,0.00517,888,0.00888,600000
-15.3061,-9.18367,545,0.00545,849,0.00849,600000
-15.3061,-7.14286,608,0.00608,911,0.00911,600000
-15.3061,-5.10204,573,0.00573,880,0.0088,600000
-15.3061,-3.06122,506,0.00506,889,0.00889,600000
-15.3061,-1.02041,534,0.00534,904,0.00904,600000
-15.3061,1.02041,564,0.00564,938,0.00938,600000
-15.3061,3.06122,537,0.00537,897,0.00897,600000
-15.3061,5.10204,452,0.00452,800,0.008,600000
-15.3061,7.14286,591,0.00591,894,0.00894,600000
-15.3061,9.18367,508,0.0050799999999999994,864,0.00864,600000
-15.3061,11.2245,528,0.00528,818,0.00818,600000
-15.3061,13.2653,566,0.00566,894,0.00894,600000
-15.3061,15.3061,561,0.00561,872,0.00872,600000
-15.3061,17.3469,548,0.00548,880,0.0088,600000
-15.3061,19.3878,546,0.00546,862,0.00862,600000
-15.3061,21.4286,608,0.00608,942,0.00942,600000
-15.3061,23.4694,466,0.00466,863,0.008629999999999999,600000
-15.3061,25.5102,501,0.00501,893,0.00893,600000
-15.3061,27.551,478,0.00478,823,0.00823,600000
-15.3061,29.5918,469,0.00469,825,0.00825,600000
-15.3061,31.6327,513,0.00513,852,0.00852,600000
-15.3061,33.6735,512,0.00512,867,0.00867,600000
-15.3061,35.7143,565,0.0056500000000000005,900,0.009,600000
-15.3061,37.7551,579,0.00579,888,0.00888,600000
-15.3061,39.7959,505,0.00505,910,0.0091,600000
-15.3061,41.8367,518,0.005180000000000001,884,0.00884,600000
-15.3061,43.8776,563,0.00563,902,0.00902,600000
-15.3061,45.9184,573,0.00573,882,0.00882,600000
-15.3061,47.9592,484,0.0048400000000000006,876,0.00876,600000
-15.3061,50.0,550,0.0055,864,0.00864,600000
-13.2653,-50.0,532,0.00532,885,0.00885,600000
-13.2653,-47.9592,507,0.00507,804,0.00804,600000
-13.2653,-45.9184,551,0.00551,887,0.00887,600000
-13.2653,-43.8776,578,0.00578,852,0.00852,600000
-13.2653,-41.8367,453,0.00453,843,0.00843,600000
-13.2653,-39.7959,559,0.00559,904,0.00904,600000
-13.2653,-37.7551,524,0.00524,868,0.00868,600000
-13.2653,-35.7143,481,0.00481,858,0.00858,600000
-13.2653,-33.6735,445,0.00445,825,0.00825,600000
-13.2653,-31.6327,483,0.00483,867,0.00867,600000
-13.2653,-29.5918,680,0.0068000000000000005,879,0.00879,600000
-13.2653,-27.551,582,0.0058200000000000005,891,0.00891,600000
-13.2653,-25.5102,493,0.00493,875,0.00875,600000
-13.2653,-23.4694,592,0.00592,902,0.00902,600000
-13.2653,-21.4286,540,0.0054,900,0.009,600000
-13.2653,-19.3878,532,0.00532,923,0.00923,600000
-13.2653,-17.3469,516,0.00516,880,0.0088,600000
-13.2653,-15.3061,520,0.0052,883,0.008830000000000001,600000
-13.2653,-13.2653,504,0.00504,861,0.00861,600000
-13.2653,-11.2245,558,0.00558,878,0.00878,600000
-13.2653,-9.18367,536,0.00536,866,0.00866,600000
-13.2653,-7.14286,576,0.0057599999999999995,887,0.00887,600000
-13.2653,-5.10204,538,0.005379999999999999,888,0.00888,600000
-13.2653,-3.06122,598,0.00598,943,0.009430000000000001,600000
-13.2653,-1.02041,518,0.00518,942,0.00942,600000
-13.2653,1.02041,596,0.00596,965,0.00965,600000
-13.2653,3.06122,523,0.00523,845,0.00845,600000
-13.2653,5.10204,563,0.00563,891,0.00891,600000
-13.2653,7.14286,504,0.005039999999999999,912,0.00912,600000
-13.2653,9.18367,585,0.00585,858,0.00858,600000
-13.2653,11.2245,608,0.00608,900,0.009,600000
-13.2653,13.2653,493,0.0049299999999999995,835,0.00835,600000
-13.2653,15.3061,538,0.00538,944,0.00944,600000
-13.2653,17.3469,500,0.005,775,0.00775,600000
-13.2653,19.3878,594,0.00594,990,0.009899999999999999,600000
-13.2653,21.4286,569,0.00569,945,0.00945,600000
-13.2653,23.4694,563,0.00563,874,0.00874,600000
-13.2653,25.5102,503,0.00503,861,0.00861,600000
-13.2653,27.551,501,0.0050100000000000006,842,0.00842,600000
-13.2653,29.5918,557,0.00557,877,0.00877,600000
-13.2653,31.6327,559,0.00559,919,0.00919,600000
-13.2653,33.6735,478,0.0047799999999999995,832,0.008320000000000001,600000
-13.2653,35.7143,508,0.00508,844,0.00844,600000
-13.2653,37.7551,519,0.00519,853,0.00853,600000
-13.2653,39.7959,478,0.00478,830,0.0083,600000
-13.2653,41.8367,510,0.0051,805,0.00805,600000
-13.2653,43.8776,553,0.00553,888,0.008879999999999999,600000
-13.2653,45.9184,469,0.00469,858,0.00858,600000
-13.2653,47.9592,480,0.0048000000000000004,848,0.00848,600000
-13.2653,50.0,677,0.00677,939,0.009389999999999999,600000
-11.2245,-50.0,476,0.00476,844,0.00844,600000
