x,y,detectorID,nPrimary,roiCounts,normalizedCounts
-19.3878,31.6327,0,400000,6,1.5e-05
-19.3878,31.6327,1,400000,22,5.5e-05
-19.3878,31.6327,2,400000,54,0.000135
-19.3878,31.6327,3,400000,14,3.5e-05
-19.3878,31.6327,4,400000,6,1.5e-05
-19.3878,31.6327,5,400000,9,2.25e-05
-19.3878,33.6735,0,400000,6,1.5e-05
-19.3878,33.6735,1,400000,20,5e-05
-19.3878,33.6735,2,400000,53,0.0001325
-19.3878,33.6735,3,400000,25,6.25e-05
-19.3878,33.6735,4,400000,18,4.5e-05
-19.3878,33.6735,5,400000,7,1.75e-05
-19.3878,35.7143,0,400000,6,1.5e-05
-19.3878,35.7143,1,400000,9,2.25e-05
-19.3878,35.7143,2,400000,31,7.75e-05
-19.3878,35.7143,3,400000,9,2.25e-05
-19.3878,35.7143,4,400000,8,2e-05
-19.3878,35.7143,5,400000,8,2e-05
-19.3878,37.7551,0,400000,2,5e-06
-19.3878,37.7551,1,400000,13,3.25e-05
-19.3878,37.7551,2,400000,59,0.0001475
-19.3878,37.7551,3,400000,11,2.75e-05
-19.3878,37.7551,4,400000,3,7.5e-06
-19.3878,37.7551,5,400000,6,1.5e-05
-19.3878,39.7959,0,400000,6,1.5e-05
-19.3878,39.7959,1,400000,24,6e-05
-19.3878,39.7959,2,400000,34,8.5e-05
-19.3878,39.7959,3,400000,18,4.5e-05
-19.3878,39.7959,4,400000,4,1e-05
-19.3878,39.7959,5,400000,7,1.75e-05
-19.3878,41.8367,0,400000,9,2.25e-05
-19.3878,41.8367,1,400000,27,6.75e-05
-19.3878,41.8367,2,400000,39,9.75e-05
-19.3878,41.8367,3,400000,14,3.5e-05
-19.3878,41.8367,4,400000,5,1.25e-05
-19.3878,41.8367,5,400000,1,2.5e-06
-19.3878,43.8776,0,400000,0,0
-19.3878,43.8776,1,400000,13,3.25e-05
-19.3878,43.8776,2,400000,28,7e-05
-19.3878,43.8776,3,400000,10,2.5e-05
-19.3878,43.8776,4,400000,5,1.25e-05
-19.3878,43.8776,5,400000,1,2.5e-06
-19.3878,45.9184,0,400000,2,5e-06
-19.3878,45.9184,1,400000,18,4.5e-05
-19.3878,45.9184,2,400000,30,7.5e-05
-19.3878,45.9184,3,400000,11,2.75e-05
-19.3878,45.9184,4,400000,2,5e-06
-19.3878,45.9184,5,400000,5,1.25e-05
-19.3878,47.9592,0,400000,0,0
-19.3878,47.9592,1,400000,7,1.75e-05
-19.3878,47.9592,2,400000,31,7.75e-05
-19.3878,47.9592,3,400000,3,7.5e-06
-19.3878,47.9592,4,400000,6,1.5e-05
-19.3878,47.9592,5,400000,7,1.75e-05
-19.3878,50,0,400000,6,1.5e-05
-19.3878,50,1,400000,11,2.75e-05
-19.3878,50,2,400000,15,3.75e-05
-19.3878,50,3,400000,18,4.5e-05
-19.3878,50,4,400000,0,0
-19.3878,50,5,400000,4,1e-05
-17.3469,-50,0,400000,2,5e-06
-17.3469,-50,1,400000,0,0
-17.3469,-50,2,400000,4,1e-05
-17.3469,-50,3,400000,7,1.75e-05
-17.3469,-50,4,400000,32,8e-05
-17.3469,-50,5,400000,18,4.5e-05
-17.3469,-47.9592,0,400000,2,5e-06
-17.3469,-47.9592,1,400000,3,7.5e-06
-17.3469,-47.9592,2,400000,5,1.25e-05
-17.3469,-47.9592,3,400000,21,5.25e-05
-17.3469,-47.9592,4,400000,31,7.75e-05
-17.3469,-47.9592,5,400000,8,2e-05
-17.3469,-45.9184,0,400000,7,1.75e-05
-17.3469,-45.9184,1,400000,14,3.5e-05
-17.3469,-45.9184,2,400000,12,3e-05
-17.3469,-45.9184,3,400000,6,1.5e-05
-17.3469,-45.9184,4,400000,40,0.0001
-17.3469,-45.9184,5,400000,24,6e-05
-17.3469,-43.8776,0,400000,3,7.5e-06
-17.3469,-43.8776,1,400000,3,7.5e-06
-17.3469,-43.8776,2,400000,2,5e-06
-17.3469,-43.8776,3,400000,8,2e-05
-17.3469,-43.8776,4,400000,37,9.25e-05
-17.3469,-43.8776,5,400000,26,6.5e-05
-17.3469,-41.8367,0,400000,7,1.75e-05
-17.3469,-41.8367,1,400000,6,1.5e-05
-17.3469,-41.8367,2,400000,4,1e-05
-17.3469,-41.8367,3,400000,8,2e-05
-17.3469,-41.8367,4,400000,38,9.5e-05
-17.3469,-41.8367,5,400000,17,4.25e-05
-17.3469,-39.7959,0,400000,9,2.25e-05
-17.3469,-39.7959,1,400000,5,1.25e-05
-17.3469,-39.7959,2,400000,4,1e-05
-17.3469,-39.7959,3,400000,6,1.5e-05
-17.3469,-39.7959,4,400000,31,7.75e-05
-17.3469,-39.7959,5,400000,21,5.25e-05
-17.3469,-37.7551,0,400000,9,2.25e-05
-17.3469,-37.7551,1,400000,14,3.5e-05
-17.3469,-37.7551,2,400000,1,2.5e-06
-17.3469,-37.7551,3,400000,13,3.25e-05
-17.3469,-37.7551,4,400000,44,0.00011
-17.3469,-37.7551,5,400000,9,2.25e-05
-17.3469,-35.7143,0,400000,10,2.5e-05
-17.3469,-35.7143,1,400000,4,1e-05
-17.3469,-35.7143,2,400000,4,1e-05
-17.3469,-35.7143,3,400000,11,2.75e-05
-17.3469,-35.7143,4,400000,43,0.0001075
-17.3469,-35.7143,5,400000,20,5e-05
-17.3469,-33.6735,0,400000,7,1.75e-05
-17.3469,-33.6735,1,400000,3,7.5e-06
-17.3469,-33.6735,2,400000,5,1.25e-05
-17.3469,-33.6735,3,400000,15,3.75e-05
-17.3469,-33.6735,4,400000,39,9.75e-05
-17.3469,-33.6735,5,400000,19,4.75e-05
-17.3469,-31.6327,0,400000,4,1e-05
-17.3469,-31.6327,1,400000,7,1.75e-05
-17.3469,-31.6327,2,400000,11,2.75e-05
-17.3469,-31.6327,3,400000,24,6e-05
-17.3469,-31.6327,4,400000,67,0.0001675
-17.3469,-31.6327,5,400000,20,5e-05
-17.3469,-29.5918,0,400000,11,2.75e-05
-17.3469,-29.5918,1,400000,14,3.5e-05
-17.3469,-29.5918,2,400000,3,7.5e-06
-17.3469,-29.5918,3,400000,12,3e-05
-17.3469,-29.5918,4,400000,79,0.0001975
-17.3469,-29.5918,5,400000,22,5.5e-05
-17.3469,-27.551,0,400000,6,1.5e-05
-17.3469,-27.551,1,400000,2,5e-06
-17.3469,-27.551,2,400000,9,2.25e-05
-17.3469,-27.551,3,400000,25,6.25e-05
-17.3469,-27.551,4,400000,128,0.00032
-17.3469,-27.551,5,400000,15,3.75e-05
-17.3469,-25.5102,0,400000,5,1.25e-05
-17.3469,-25.5102,1,400000,12,3e-05
-17.3469,-25.5102,2,400000,4,1e-05
-17.3469,-25.5102,3,400000,31,7.75e-05
-17.3469,-25.5102,4,400000,232,0.00058
-17.3469,-25.5102,5,400000,22,5.5e-05
-17.3469,-23.4694,0,400000,0,0
-17.3469,-23.4694,1,400000,0,0
-17.3469,-23.4694,2,400000,0,0
-17.3469,-23.4694,3,400000,108,0.00027
-17.3469,-23.4694,4,400000,158061,0.395153
-17.3469,-23.4694,5,400000,8,2e-05
-17.3469,-21.4286,0,400000,5,1.25e-05
-17.3469,-21.4286,1,400000,4,1e-05
-17.3469,-21.4286,2,400000,2,5e-06
-17.3469,-21.4286,3,400000,280,0.0007
-17.3469,-21.4286,4,400000,193468,0.48367
-17.3469,-21.4286,5,400000,7,1.75e-05
-17.3469,-19.3878,0,400000,2,5e-06
-17.3469,-19.3878,1,400000,6,1.5e-05
-17.3469,-19.3878,2,400000,7,1.75e-05
-17.3469,-19.3878,3,400000,646,0.001615
-17.3469,-19.3878,4,400000,203261,0.508153
-17.3469,-19.3878,5,400000,10,2.5e-05
-17.3469,-17.3469,0,400000,10,2.5e-05
-17.3469,-17.3469,1,400000,14,3.5e-05
-17.3469,-17.3469,2,400000,13,3.25e-05
-17.3469,-17.3469,3,400000,1355,0.0033875
-17.3469,-17.3469,4,400000,205547,0.513868
-17.3469,-17.3469,5,400000,5,1.25e-05
-17.3469,-15.3061,0,400000,16,4e-05
-17.3469,-15.3061,1,400000,25,6.25e-05
-17.3469,-15.3061,2,400000,6,1.5e-05
-17.3469,-15.3061,3,400000,3680,0.0092
-17.3469,-15.3061,4,400000,203781,0.509452
-17.3469,-15.3061,5,400000,3,7.5e-06
-17.3469,-13.2653,0,400000,22,5.5e-05
-17.3469,-13.2653,1,400000,30,7.5e-05
-17.3469,-13.2653,2,400000,15,3.75e-05
-17.3469,-13.2653,3,400000,10594,0.026485
-17.3469,-13.2653,4,400000,193026,0.482565
-17.3469,-13.2653,5,400000,9,2.25e-05
-17.3469,-11.2245,0,400000,56,0.00014
-17.3469,-11.2245,1,400000,85,0.0002125
-17.3469,-11.2245,2,400000,24,6e-05
-17.3469,-11.2245,3,400000,34704,0.08676
-17.3469,-11.2245,4,400000,161620,0.40405
-17.3469,-11.2245,5,400000,15,3.75e-05
-17.3469,-9.18367,0,400000,149,0.0003725
-17.3469,-9.18367,1,400000,82,0.000205
-17.3469,-9.18367,2,400000,15,3.75e-05
-17.3469,-9.18367,3,400000,161496,0.40374
-17.3469,-9.18367,4,400000,43045,0.107612
-17.3469,-9.18367,5,400000,27,6.75e-05
-17.3469,-7.14286,0,400000,227,0.0005675
-17.3469,-7.14286,1,400000,73,0.0001825
-17.3469,-7.14286,2,400000,27,6.75e-05
-17.3469,-7.14286,3,400000,203747,0.509367
-17.3469,-7.14286,4,400000,11767,0.0294175
-17.3469,-7.14286,5,400000,73,0.0001825
-17.3469,-5.10204,0,400000,154,0.000385
-17.3469,-5.10204,1,400000,54,0.000135
-17.3469,-5.10204,2,400000,72,0.00018
-17.3469,-5.10204,3,400000,213618,0.534045
-17.3469,-5.10204,4,400000,3975,0.0099375
-17.3469,-5.10204,5,400000,123,0.0003075
-17.3469,-3.06122,0,400000,132,0.00033
-17.3469,-3.06122,1,400000,83,0.0002075
-17.3469,-3.06122,2,400000,81,0.0002025
-17.3469,-3.06122,3,400000,217249,0.543122
-17.3469,-3.06122,4,400000,1375,0.0034375
-17.3469,-3.06122,5,400000,123,0.0003075
-17.3469,-1.02041,0,400000,132,0.00033
-17.3469,-1.02041,1,400000,86,0.000215
-17.3469,-1.02041,2,400000,202,0.000505
-17.3469,-1.02041,3,400000,218028,0.54507
-17.3469,-1.02041,4,400000,588,0.00147
-17.3469,-1.02041,5,400000,115,0.0002875
-17.3469,1.02041,0,400000,118,0.000295
-17.3469,1.02041,1,400000,88,0.00022
-17.3469,1.02041,2,400000,533,0.0013325
-17.3469,1.02041,3,400000,217898,0.544745
-17.3469,1.02041,4,400000,220,0.00055
-17.3469,1.02041,5,400000,78,0.000195
-17.3469,3.06122,0,400000,115,0.0002875
-17.3469,3.06122,1,400000,98,0.000245
-17.3469,3.06122,2,400000,1418,0.003545
-17.3469,3.06122,3,400000,217134,0.542835
-17.3469,3.06122,4,400000,107,0.0002675
-17.3469,3.06122,5,400000,87,0.0002175
-17.3469,5.10204,0,400000,171,0.0004275
-17.3469,5.10204,1,400000,109,0.0002725
-17.3469,5.10204,2,400000,3791,0.0094775
-17.3469,5.10204,3,400000,213573,0.533933
-17.3469,5.10204,4,400000,36,9e-05
-17.3469,5.10204,5,400000,84,0.00021
-17.3469,7.14286,0,400000,220,0.00055
-17.3469,7.14286,1,400000,51,0.0001275
-17.3469,7.14286,2,400000,11728,0.02932
-17.3469,7.14286,3,400000,204013,0.510032
-17.3469,7.14286,4,400000,37,9.25e-05
-17.3469,7.14286,5,400000,89,0.0002225
-17.3469,9.18367,0,400000,176,0.00044
-17.3469,9.18367,1,400000,25,6.25e-05
-17.3469,9.18367,2,400000,42707,0.106768
-17.3469,9.18367,3,400000,160855,0.402137
-17.3469,9.18367,4,400000,11,2.75e-05
-17.3469,9.18367,5,400000,87,0.0002175
-17.3469,11.2245,0,400000,40,0.0001
-17.3469,11.2245,1,400000,16,4e-05
-17.3469,11.2245,2,400000,160841,0.402102
-17.3469,11.2245,3,400000,34933,0.0873325
-17.3469,11.2245,4,400000,12,3e-05
-17.3469,11.2245,5,400000,91,0.0002275
-17.3469,13.2653,0,400000,11,2.75e-05
-17.3469,13.2653,1,400000,12,3e-05
-17.3469,13.2653,2,400000,193857,0.484642
-17.3469,13.2653,3,400000,10633,0.0265825
-17.3469,13.2653,4,400000,11,2.75e-05
-17.3469,13.2653,5,400000,53,0.0001325
-17.3469,15.3061,0,400000,7,1.75e-05
-17.3469,15.3061,1,400000,3,7.5e-06
-17.3469,15.3061,2,400000,204373,0.510933
-17.3469,15.3061,3,400000,3811,0.0095275
-17.3469,15.3061,4,400000,16,4e-05
-17.3469,15.3061,5,400000,24,6e-05
-17.3469,17.3469,0,400000,4,1e-05
-17.3469,17.3469,1,400000,6,1.5e-05
-17.3469,17.3469,2,400000,205425,0.513563
-17.3469,17.3469,3,400000,1444,0.00361
-17.3469,17.3469,4,400000,11,2.75e-05
-17.3469,17.3469,5,400000,9,2.25e-05
-17.3469,19.3878,0,400000,3,7.5e-06
-17.3469,19.3878,1,400000,15,3.75e-05
-17.3469,19.3878,2,400000,203018,0.507545
-17.3469,19.3878,3,400000,656,0.00164
-17.3469,19.3878,4,400000,8,2e-05
-17.3469,19.3878,5,400000,3,7.5e-06
-17.3469,21.4286,0,400000,3,7.5e-06
-17.3469,21.4286,1,400000,6,1.5e-05
-17.3469,21.4286,2,400000,192877,0.482193
-17.3469,21.4286,3,400000,300,0.00075
-17.3469,21.4286,4,400000,3,7.5e-06
-17.3469,21.4286,5,400000,0,0
-17.3469,23.4694,0,400000,1,2.5e-06
-17.3469,23.4694,1,400000,12,3e-05
-17.3469,23.4694,2,400000,158009,0.395022
-17.3469,23.4694,3,400000,129,0.0003225
-17.3469,23.4694,4,400000,1,2.5e-06
