x,y,detectorID,nPrimary,roiCounts,normalizedCounts
-3.06122,21.4286,0,400000,16,4e-05
-3.06122,21.4286,1,400000,8732,0.02183
-3.06122,21.4286,2,400000,198761,0.496903
-3.06122,21.4286,3,400000,15,3.75e-05
-3.06122,21.4286,4,400000,14,3.5e-05
-3.06122,21.4286,5,400000,35,8.75e-05
-3.06122,23.4694,0,400000,8,2e-05
-3.06122,23.4694,1,400000,11784,0.02946
-3.06122,23.4694,2,400000,172065,0.430163
-3.06122,23.4694,3,400000,6,1.5e-05
-3.06122,23.4694,4,400000,8,2e-05
-3.06122,23.4694,5,400000,19,4.75e-05
-3.06122,25.5102,0,400000,20,5e-05
-3.06122,25.5102,1,400000,91,0.0002275
-3.06122,25.5102,2,400000,247,0.0006175
-3.06122,25.5102,3,400000,3,7.5e-06
-3.06122,25.5102,4,400000,6,1.5e-05
-3.06122,25.5102,5,400000,12,3e-05
-3.06122,27.551,0,400000,21,5.25e-05
-3.06122,27.551,1,400000,68,0.00017
-3.06122,27.551,2,400000,120,0.0003
-3.06122,27.551,3,400000,16,4e-05
-3.06122,27.551,4,400000,14,3.5e-05
-3.06122,27.551,5,400000,10,2.5e-05
-3.06122,29.5918,0,400000,18,4.5e-05
-3.06122,29.5918,1,400000,59,0.0001475
-3.06122,29.5918,2,400000,107,0.0002675
-3.06122,29.5918,3,400000,5,1.25e-05
-3.06122,29.5918,4,400000,11,2.75e-05
-3.06122,29.5918,5,400000,7,1.75e-05
-3.06122,31.6327,0,400000,7,1.75e-05
-3.06122,31.6327,1,400000,48,0.00012
-3.06122,31.6327,2,400000,66,0.000165
-3.06122,31.6327,3,400000,3,7.5e-06
-3.06122,31.6327,4,400000,4,1e-05
-3.06122,31.6327,5,400000,10,2.5e-05
-3.06122,33.6735,0,400000,8,2e-05
-3.06122,33.6735,1,400000,63,0.0001575
-3.06122,33.6735,2,400000,73,0.0001825
-3.06122,33.6735,3,400000,4,1e-05
-3.06122,33.6735,4,400000,7,1.75e-05
-3.06122,33.6735,5,400000,12,3e-05
-3.06122,35.7143,0,400000,11,2.75e-05
-3.06122,35.7143,1,400000,20,5e-05
-3.06122,35.7143,2,400000,37,9.25e-05
-3.06122,35.7143,3,400000,4,1e-05
-3.06122,35.7143,4,400000,14,3.5e-05
-3.06122,35.7143,5,400000,5,1.25e-05
-3.06122,37.7551,0,400000,4,1e-05
-3.06122,37.7551,1,400000,35,8.75e-05
-3.06122,37.7551,2,400000,53,0.0001325
-3.06122,37.7551,3,400000,7,1.75e-05
-3.06122,37.7551,4,400000,2,5e-06
-3.06122,37.7551,5,400000,12,3e-05
-3.06122,39.7959,0,400000,9,2.25e-05
-3.06122,39.7959,1,400000,28,7e-05
-3.06122,39.7959,2,400000,42,0.000105
-3.06122,39.7959,3,400000,9,2.25e-05
-3.06122,39.7959,4,400000,5,1.25e-05
-3.06122,39.7959,5,400000,5,1.25e-05
-3.06122,41.8367,0,400000,2,5e-06
-3.06122,41.8367,1,400000,47,0.0001175
-3.06122,41.8367,2,400000,38,9.5e-05
-3.06122,41.8367,3,400000,2,5e-06
-3.06122,41.8367,4,400000,4,1e-05
-3.06122,41.8367,5,400000,11,2.75e-05
-3.06122,43.8776,0,400000,4,1e-05
-3.06122,43.8776,1,400000,35,8.75e-05
-3.06122,43.8776,2,400000,44,0.00011
-3.06122,43.8776,3,400000,11,2.75e-05
-3.06122,43.8776,4,400000,8,2e-05
-3.06122,43.8776,5,400000,6,1.5e-05
-3.06122,45.9184,0,400000,4,1e-05
-3.06122,45.9184,1,400000,21,5.25e-05
-3.06122,45.9184,2,400000,29,7.25e-05
-3.06122,45.9184,3,400000,7,1.75e-05
-3.06122,45.9184,4,400000,1,2.5e-06
-3.06122,45.9184,5,400000,5,1.25e-05
-3.06122,47.9592,0,400000,6,1.5e-05
-3.06122,47.9592,1,400000,37,9.25e-05
-3.06122,47.9592,2,400000,14,3.5e-05
-3.06122,47.9592,3,400000,5,1.25e-05
-3.06122,47.9592,4,400000,2,5e-06
-3.06122,47.9592,5,400000,6,1.5e-05
-3.06122,50,0,400000,6,1.5e-05
-3.06122,50,1,400000,19,4.75e-05
-3.06122,50,2,400000,30,7.5e-05
-3.06122,50,3,400000,10,2.5e-05
-3.06122,50,4,400000,2,5e-06
-3.06122,50,5,400000,4,1e-05
-1.02041,-50,0,400000,5,1.25e-05
-1.02041,-50,1,400000,6,1.5e-05
-1.02041,-50,2,400000,7,1.75e-05
-1.02041,-50,3,400000,3,7.5e-06
-1.02041,-50,4,400000,21,5.25e-05
-1.02041,-50,5,400000,23,5.75e-05
-1.02041,-47.9592,0,400000,11,2.75e-05
-1.02041,-47.9592,1,400000,1,2.5e-06
-1.02041,-47.9592,2,400000,9,2.25e-05
-1.02041,-47.9592,3,400000,5,1.25e-05
-1.02041,-47.9592,4,400000,21,5.25e-05
-1.02041,-47.9592,5,400000,27,6.75e-05
-1.02041,-45.9184,0,400000,11,2.75e-05
-1.02041,-45.9184,1,400000,5,1.25e-05
-1.02041,-45.9184,2,400000,0,0
-1.02041,-45.9184,3,400000,10,2.5e-05
-1.02041,-45.9184,4,400000,35,8.75e-05
-1.02041,-45.9184,5,400000,38,9.5e-05
-1.02041,-43.8776,0,400000,1,2.5e-06
-1.02041,-43.8776,1,400000,8,2e-05
-1.02041,-43.8776,2,400000,3,7.5e-06
-1.02041,-43.8776,3,400000,4,1e-05
-1.02041,-43.8776,4,400000,42,0.000105
-1.02041,-43.8776,5,400000,32,8e-05
-1.02041,-41.8367,0,400000,6,1.5e-05
-1.02041,-41.8367,1,400000,21,5.25e-05
-1.02041,-41.8367,2,400000,6,1.5e-05
-1.02041,-41.8367,3,400000,8,2e-05
-1.02041,-41.8367,4,400000,33,8.25e-05
-1.02041,-41.8367,5,400000,40,0.0001
-1.02041,-39.7959,0,400000,4,1e-05
-1.02041,-39.7959,1,400000,10,2.5e-05
-1.02041,-39.7959,2,400000,9,2.25e-05
-1.02041,-39.7959,3,400000,6,1.5e-05
-1.02041,-39.7959,4,400000,36,9e-05
-1.02041,-39.7959,5,400000,36,9e-05
-1.02041,-37.7551,0,400000,3,7.5e-06
-1.02041,-37.7551,1,400000,6,1.5e-05
-1.02041,-37.7551,2,400000,7,1.75e-05
-1.02041,-37.7551,3,400000,11,2.75e-05
-1.02041,-37.7551,4,400000,44,0.00011
-1.02041,-37.7551,5,400000,33,8.25e-05
-1.02041,-35.7143,0,400000,12,3e-05
-1.02041,-35.7143,1,400000,3,7.5e-06
-1.02041,-35.7143,2,400000,7,1.75e-05
-1.02041,-35.7143,3,400000,12,3e-05
-1.02041,-35.7143,4,400000,64,0.00016
-1.02041,-35.7143,5,400000,50,0.000125
-1.02041,-33.6735,0,400000,8,2e-05
-1.02041,-33.6735,1,400000,10,2.5e-05
-1.02041,-33.6735,2,400000,7,1.75e-05
-1.02041,-33.6735,3,400000,11,2.75e-05
-1.02041,-33.6735,4,400000,65,0.0001625
-1.02041,-33.6735,5,400000,55,0.0001375
-1.02041,-31.6327,0,400000,3,7.5e-06
-1.02041,-31.6327,1,400000,16,4e-05
-1.02041,-31.6327,2,400000,11,2.75e-05
-1.02041,-31.6327,3,400000,6,1.5e-05
-1.02041,-31.6327,4,400000,65,0.0001625
-1.02041,-31.6327,5,400000,42,0.000105
-1.02041,-29.5918,0,400000,10,2.5e-05
-1.02041,-29.5918,1,400000,6,1.5e-05
-1.02041,-29.5918,2,400000,9,2.25e-05
-1.02041,-29.5918,3,400000,7,1.75e-05
-1.02041,-29.5918,4,400000,76,0.00019
-1.02041,-29.5918,5,400000,67,0.0001675
-1.02041,-27.551,0,400000,11,2.75e-05
-1.02041,-27.551,1,400000,6,1.5e-05
-1.02041,-27.551,2,400000,20,5e-05
-1.02041,-27.551,3,400000,11,2.75e-05
-1.02041,-27.551,4,400000,83,0.0002075
-1.02041,-27.551,5,400000,119,0.0002975
-1.02041,-25.5102,0,400000,7,1.75e-05
-1.02041,-25.5102,1,400000,12,3e-05
-1.02041,-25.5102,2,400000,12,3e-05
-1.02041,-25.5102,3,400000,17,4.25e-05
-1.02041,-25.5102,4,400000,145,0.0003625
-1.02041,-25.5102,5,400000,113,0.0002825
-1.02041,-23.4694,0,400000,11,2.75e-05
-1.02041,-23.4694,1,400000,6,1.5e-05
-1.02041,-23.4694,2,400000,21,5.25e-05
-1.02041,-23.4694,3,400000,10,2.5e-05
-1.02041,-23.4694,4,400000,233,0.0005825
-1.02041,-23.4694,5,400000,163,0.0004075
-1.02041,-21.4286,0,400000,8,2e-05
-1.02041,-21.4286,1,400000,58,0.000145
-1.02041,-21.4286,2,400000,36,9e-05
-1.02041,-21.4286,3,400000,18,4.5e-05
-1.02041,-21.4286,4,400000,138150,0.345375
-1.02041,-21.4286,5,400000,41005,0.102513
-1.02041,-19.3878,0,400000,19,4.75e-05
-1.02041,-19.3878,1,400000,193,0.0004825
-1.02041,-19.3878,2,400000,102,0.000255
-1.02041,-19.3878,3,400000,27,6.75e-05
-1.02041,-19.3878,4,400000,176188,0.44047
-1.02041,-19.3878,5,400000,33028,0.08257
-1.02041,-17.3469,0,400000,93,0.0002325
-1.02041,-17.3469,1,400000,679,0.0016975
-1.02041,-17.3469,2,400000,212,0.00053
-1.02041,-17.3469,3,400000,69,0.0001725
-1.02041,-17.3469,4,400000,183167,0.457917
-1.02041,-17.3469,5,400000,32214,0.080535
-1.02041,-15.3061,0,400000,810,0.002025
-1.02041,-15.3061,1,400000,1956,0.00489
-1.02041,-15.3061,2,400000,684,0.00171
-1.02041,-15.3061,3,400000,185,0.0004625
-1.02041,-15.3061,4,400000,176219,0.440547
-1.02041,-15.3061,5,400000,32692,0.08173
-1.02041,-13.2653,0,400000,3407,0.0085175
-1.02041,-13.2653,1,400000,4214,0.010535
-1.02041,-13.2653,2,400000,2778,0.006945
-1.02041,-13.2653,3,400000,427,0.0010675
-1.02041,-13.2653,4,400000,139490,0.348725
-1.02041,-13.2653,5,400000,40458,0.101145
-1.02041,-11.2245,0,400000,40,0.0001
-1.02041,-11.2245,1,400000,28,7e-05
-1.02041,-11.2245,2,400000,38,9.5e-05
-1.02041,-11.2245,3,400000,43,0.0001075
-1.02041,-11.2245,4,400000,234,0.000585
-1.02041,-11.2245,5,400000,187,0.0004675
-1.02041,-9.18367,0,400000,41,0.0001025
-1.02041,-9.18367,1,400000,35,8.75e-05
-1.02041,-9.18367,2,400000,20,5e-05
-1.02041,-9.18367,3,400000,48,0.00012
-1.02041,-9.18367,4,400000,170,0.000425
-1.02041,-9.18367,5,400000,130,0.000325
-1.02041,-7.14286,0,400000,56,0.00014
-1.02041,-7.14286,1,400000,35,8.75e-05
-1.02041,-7.14286,2,400000,50,0.000125
-1.02041,-7.14286,3,400000,44,0.00011
-1.02041,-7.14286,4,400000,120,0.0003
-1.02041,-7.14286,5,400000,82,0.000205
-1.02041,-5.10204,0,400000,58,0.000145
-1.02041,-5.10204,1,400000,31,7.75e-05
-1.02041,-5.10204,2,400000,44,0.00011
-1.02041,-5.10204,3,400000,63,0.0001575
-1.02041,-5.10204,4,400000,83,0.0002075
-1.02041,-5.10204,5,400000,69,0.0001725
-1.02041,-3.06122,0,400000,43,0.0001075
-1.02041,-3.06122,1,400000,54,0.000135
-1.02041,-3.06122,2,400000,34,8.5e-05
-1.02041,-3.06122,3,400000,49,0.0001225
-1.02041,-3.06122,4,400000,70,0.000175
-1.02041,-3.06122,5,400000,57,0.0001425
-1.02041,-1.02041,0,400000,47,0.0001175
-1.02041,-1.02041,1,400000,60,0.00015
-1.02041,-1.02041,2,400000,54,0.000135
-1.02041,-1.02041,3,400000,66,0.000165
-1.02041,-1.02041,4,400000,69,0.0001725
-1.02041,-1.02041,5,400000,58,0.000145
-1.02041,1.02041,0,400000,52,0.00013
-1.02041,1.02041,1,400000,41,0.0001025
-1.02041,1.02041,2,400000,65,0.0001625
-1.02041,1.02041,3,400000,48,0.00012
-1.02041,1.02041,4,400000,38,9.5e-05
-1.02041,1.02041,5,400000,44,0.00011
-1.02041,3.06122,0,400000,42,0.000105
-1.02041,3.06122,1,400000,65,0.0001625
-1.02041,3.06122,2,400000,72,0.00018
-1.02041,3.06122,3,400000,52,0.00013
-1.02041,3.06122,4,400000,46,0.000115
-1.02041,3.06122,5,400000,44,0.00011
-1.02041,5.10204,0,400000,59,0.0001475
-1.02041,5.10204,1,400000,68,0.00017
-1.02041,5.10204,2,400000,70,0.000175
-1.02041,5.10204,3,400000,54,0.000135
-1.02041,5.10204,4,400000,26,6.5e-05
-1.02041,5.10204,5,400000,34,8.5e-05
-1.02041,7.14286,0,400000,46,0.000115
-1.02041,7.14286,1,400000,114,0.000285
-1.02041,7.14286,2,400000,103,0.0002575
-1.02041,7.14286,3,400000,47,0.0001175
-1.02041,7.14286,4,400000,39,9.75e-05
-1.02041,7.14286,5,400000,26,6.5e-05
-1.02041,9.18367,0,400000,42,0.000105
-1.02041,9.18367,1,400000,107,0.0002675
-1.02041,9.18367,2,400000,151,0.0003775
-1.02041,9.18367,3,400000,38,9.5e-05
-1.02041,9.18367,4,400000,23,5.75e-05
-1.02041,9.18367,5,400000,34,8.5e-05
-1.02041,11.2245,0,400000,15,3.75e-05
-1.02041,11.2245,1,400000,124,0.00031
-1.02041,11.2245,2,400000,260,0.00065
-1.02041,11.2245,3,400000,30,7.5e-05
-1.02041,11.2245,4,400000,27,6.75e-05
-1.02041,11.2245,5,400000,32,8e-05
-1.02041,13.2653,0,400000,3352,0.00838
-1.02041,13.2653,1,400000,40883,0.102208
-1.02041,13.2653,2,400000,140569,0.351423
-1.02041,13.2653,3,400000,397,0.0009925
-1.02041,13.2653,4,400000,2733,0.0068325
-1.02041,13.2653,5,400000,4092,0.01023
-1.02041,15.3061,0,400000,730,0.001825
-1.02041,15.3061,1,400000,32612,0.08153
-1.02041,15.3061,2,400000,175924,0.43981
-1.02041,15.3061,3,400000,177,0.0004425
-1.02041,15.3061,4,400000,716,0.00179
-1.02041,15.3061,5,400000,1855,0.0046375
-1.02041,17.3469,0,400000,96,0.00024
-1.02041,17.3469,1,400000,31634,0.079085
-1.02041,17.3469,2,400000,183356,0.45839
-1.02041,17.3469,3,400000,62,0.000155
-1.02041,17.3469,4,400000,259,0.0006475
-1.02041,17.3469,5,400000,768,0.00192
-1.02041,19.3878,0,400000,13,3.25e-05
-1.02041,19.3878,1,400000,32914,0.082285
-1.02041,19.3878,2,400000,175386,0.438465
-1.02041,19.3878,3,400000,15,3.75e-05
-1.02041,19.3878,4,400000,87,0.0002175
-1.02041,19.3878,5,400000,202,0.000505
-1.02041,21.4286,0,400000,14,3.5e-05
-1.02041,21.4286,1,400000,40695,0.101737
-1.02041,21.4286,2,400000,137765,0.344413
