x,y,detectorID,nPrimary,roiCounts,normalizedCounts
-21.4286,-27.551,0,400000,7,1.75e-05
-21.4286,-27.551,1,400000,6,1.5e-05
-21.4286,-27.551,2,400000,8,2e-05
-21.4286,-27.551,3,400000,26,6.5e-05
-21.4286,-27.551,4,400000,80,0.0002
-21.4286,-27.551,5,400000,10,2.5e-05
-21.4286,-25.5102,0,400000,13,3.25e-05
-21.4286,-25.5102,1,400000,5,1.25e-05
-21.4286,-25.5102,2,400000,13,3.25e-05
-21.4286,-25.5102,3,400000,29,7.25e-05
-21.4286,-25.5102,4,400000,87,0.0002175
-21.4286,-25.5102,5,400000,10,2.5e-05
-21.4286,-23.4694,0,400000,8,2e-05
-21.4286,-23.4694,1,400000,8,2e-05
-21.4286,-23.4694,2,400000,13,3.25e-05
-21.4286,-23.4694,3,400000,53,0.0001325
-21.4286,-23.4694,4,400000,131,0.0003275
-21.4286,-23.4694,5,400000,23,5.75e-05
-21.4286,-21.4286,0,400000,8,2e-05
-21.4286,-21.4286,1,400000,2,5e-06
-21.4286,-21.4286,2,400000,7,1.75e-05
-21.4286,-21.4286,3,400000,53,0.0001325
-21.4286,-21.4286,4,400000,142,0.000355
-21.4286,-21.4286,5,400000,10,2.5e-05
-21.4286,-19.3878,0,400000,11,2.75e-05
-21.4286,-19.3878,1,400000,13,3.25e-05
-21.4286,-19.3878,2,400000,9,2.25e-05
-21.4286,-19.3878,3,400000,41,0.0001025
-21.4286,-19.3878,4,400000,196,0.00049
-21.4286,-19.3878,5,400000,17,4.25e-05
-21.4286,-17.3469,0,400000,9,2.25e-05
-21.4286,-17.3469,1,400000,6,1.5e-05
-21.4286,-17.3469,2,400000,8,2e-05
-21.4286,-17.3469,3,400000,48,0.00012
-21.4286,-17.3469,4,400000,175,0.0004375
-21.4286,-17.3469,5,400000,6,1.5e-05
-21.4286,-15.3061,0,400000,12,3e-05
-21.4286,-15.3061,1,400000,17,4.25e-05
-21.4286,-15.3061,2,400000,7,1.75e-05
-21.4286,-15.3061,3,400000,92,0.00023
-21.4286,-15.3061,4,400000,195,0.0004875
-21.4286,-15.3061,5,400000,17,4.25e-05
-21.4286,-13.2653,0,400000,13,3.25e-05
-21.4286,-13.2653,1,400000,11,2.75e-05
-21.4286,-13.2653,2,400000,11,2.75e-05
-21.4286,-13.2653,3,400000,90,0.000225
-21.4286,-13.2653,4,400000,153,0.0003825
-21.4286,-13.2653,5,400000,3,7.5e-06
-21.4286,-11.2245,0,400000,32,8e-05
-21.4286,-11.2245,1,400000,5,1.25e-05
-21.4286,-11.2245,2,400000,4,1e-05
-21.4286,-11.2245,3,400000,195,0.0004875
-21.4286,-11.2245,4,400000,113,0.0002825
-21.4286,-11.2245,5,400000,12,3e-05
-21.4286,-9.18367,0,400000,25,6.25e-05
-21.4286,-9.18367,1,400000,5,1.25e-05
-21.4286,-9.18367,2,400000,8,2e-05
-21.4286,-9.18367,3,400000,171239,0.428098
-21.4286,-9.18367,4,400000,13578,0.033945
-21.4286,-9.18367,5,400000,6,1.5e-05
-21.4286,-7.14286,0,400000,25,6.25e-05
-21.4286,-7.14286,1,400000,11,2.75e-05
-21.4286,-7.14286,2,400000,15,3.75e-05
-21.4286,-7.14286,3,400000,206818,0.517045
-21.4286,-7.14286,4,400000,3749,0.0093725
-21.4286,-7.14286,5,400000,11,2.75e-05
-21.4286,-5.10204,0,400000,30,7.5e-05
-21.4286,-5.10204,1,400000,19,4.75e-05
-21.4286,-5.10204,2,400000,23,5.75e-05
-21.4286,-5.10204,3,400000,214467,0.536168
-21.4286,-5.10204,4,400000,1259,0.0031475
-21.4286,-5.10204,5,400000,9,2.25e-05
-21.4286,-3.06122,0,400000,28,7e-05
-21.4286,-3.06122,1,400000,4,1e-05
-21.4286,-3.06122,2,400000,33,8.25e-05
-21.4286,-3.06122,3,400000,217991,0.544978
-21.4286,-3.06122,4,400000,465,0.0011625
-21.4286,-3.06122,5,400000,25,6.25e-05
-21.4286,-1.02041,0,400000,21,5.25e-05
-21.4286,-1.02041,1,400000,14,3.5e-05
-21.4286,-1.02041,2,400000,64,0.00016
-21.4286,-1.02041,3,400000,218111,0.545277
-21.4286,-1.02041,4,400000,160,0.0004
-21.4286,-1.02041,5,400000,7,1.75e-05
-21.4286,1.02041,0,400000,21,5.25e-05
-21.4286,1.02041,1,400000,8,2e-05
-21.4286,1.02041,2,400000,186,0.000465
-21.4286,1.02041,3,400000,218698,0.546745
-21.4286,1.02041,4,400000,74,0.000185
-21.4286,1.02041,5,400000,6,1.5e-05
-21.4286,3.06122,0,400000,16,4e-05
-21.4286,3.06122,1,400000,21,5.25e-05
-21.4286,3.06122,2,400000,471,0.0011775
-21.4286,3.06122,3,400000,218397,0.545992
-21.4286,3.06122,4,400000,42,0.000105
-21.4286,3.06122,5,400000,6,1.5e-05
-21.4286,5.10204,0,400000,15,3.75e-05
-21.4286,5.10204,1,400000,15,3.75e-05
-21.4286,5.10204,2,400000,1263,0.0031575
-21.4286,5.10204,3,400000,215136,0.53784
-21.4286,5.10204,4,400000,13,3.25e-05
-21.4286,5.10204,5,400000,13,3.25e-05
-21.4286,7.14286,0,400000,26,6.5e-05
-21.4286,7.14286,1,400000,12,3e-05
-21.4286,7.14286,2,400000,3551,0.0088775
-21.4286,7.14286,3,400000,206133,0.515332
-21.4286,7.14286,4,400000,14,3.5e-05
-21.4286,7.14286,5,400000,7,1.75e-05
-21.4286,9.18367,0,400000,22,5.5e-05
-21.4286,9.18367,1,400000,13,3.25e-05
-21.4286,9.18367,2,400000,13780,0.03445
-21.4286,9.18367,3,400000,170262,0.425655
-21.4286,9.18367,4,400000,22,5.5e-05
-21.4286,9.18367,5,400000,12,3e-05
-21.4286,11.2245,0,400000,18,4.5e-05
-21.4286,11.2245,1,400000,18,4.5e-05
-21.4286,11.2245,2,400000,130,0.000325
-21.4286,11.2245,3,400000,166,0.000415
-21.4286,11.2245,4,400000,20,5e-05
-21.4286,11.2245,5,400000,27,6.75e-05
-21.4286,13.2653,0,400000,15,3.75e-05
-21.4286,13.2653,1,400000,12,3e-05
-21.4286,13.2653,2,400000,192,0.00048
-21.4286,13.2653,3,400000,126,0.000315
-21.4286,13.2653,4,400000,9,2.25e-05
-21.4286,13.2653,5,400000,8,2e-05
-21.4286,15.3061,0,400000,9,2.25e-05
-21.4286,15.3061,1,400000,16,4e-05
-21.4286,15.3061,2,400000,166,0.000415
-21.4286,15.3061,3,400000,91,0.0002275
-21.4286,15.3061,4,400000,9,2.25e-05
-21.4286,15.3061,5,400000,12,3e-05
-21.4286,17.3469,0,400000,10,2.5e-05
-21.4286,17.3469,1,400000,7,1.75e-05
