x,y,detectorID,nPrimary,roiCounts,normalizedCounts
-25.5102,15.3061,0,400000,8,2e-05
-25.5102,15.3061,1,400000,9,2.25e-05
-25.5102,15.3061,2,400000,92,0.00023
-25.5102,15.3061,3,400000,59,0.0001475
-25.5102,15.3061,4,400000,13,3.25e-05
-25.5102,15.3061,5,400000,10,2.5e-05
-25.5102,17.3469,0,400000,7,1.75e-05
-25.5102,17.3469,1,400000,21,5.25e-05
-25.5102,17.3469,2,400000,75,0.0001875
-25.5102,17.3469,3,400000,55,0.0001375
-25.5102,17.3469,4,400000,21,5.25e-05
-25.5102,17.3469,5,400000,10,2.5e-05
-25.5102,19.3878,0,400000,5,1.25e-05
-25.5102,19.3878,1,400000,7,1.75e-05
-25.5102,19.3878,2,400000,63,0.0001575
-25.5102,19.3878,3,400000,39,9.75e-05
-25.5102,19.3878,4,400000,2,5e-06
-25.5102,19.3878,5,400000,17,4.25e-05
-25.5102,21.4286,0,400000,5,1.25e-05
-25.5102,21.4286,1,400000,10,2.5e-05
-25.5102,21.4286,2,400000,90,0.000225
-25.5102,21.4286,3,400000,62,0.000155
-25.5102,21.4286,4,400000,2,5e-06
-25.5102,21.4286,5,400000,12,3e-05
-25.5102,23.4694,0,400000,6,1.5e-05
-25.5102,23.4694,1,400000,9,2.25e-05
-25.5102,23.4694,2,400000,44,0.00011
-25.5102,23.4694,3,400000,34,8.5e-05
-25.5102,23.4694,4,400000,8,2e-05
-25.5102,23.4694,5,400000,18,4.5e-05
-25.5102,25.5102,0,400000,6,1.5e-05
-25.5102,25.5102,1,400000,14,3.5e-05
-25.5102,25.5102,2,400000,63,0.0001575
-25.5102,25.5102,3,400000,42,0.000105
-25.5102,25.5102,4,400000,7,1.75e-05
-25.5102,25.5102,5,400000,14,3.5e-05
-25.5102,27.551,0,400000,2,5e-06
-25.5102,27.551,1,400000,18,4.5e-05
-25.5102,27.551,2,400000,47,0.0001175
-25.5102,27.551,3,400000,26,6.5e-05
-25.5102,27.551,4,400000,7,1.75e-05
-25.5102,27.551,5,400000,4,1e-05
-25.5102,29.5918,0,400000,0,0
-25.5102,29.5918,1,400000,4,1e-05
-25.5102,29.5918,2,400000,46,0.000115
-25.5102,29.5918,3,400000,29,7.25e-05
-25.5102,29.5918,4,400000,4,1e-05
-25.5102,29.5918,5,400000,4,1e-05
-25.5102,31.6327,0,400000,6,1.5e-05
-25.5102,31.6327,1,400000,4,1e-05
-25.5102,31.6327,2,400000,45,0.0001125
-25.5102,31.6327,3,400000,18,4.5e-05
-25.5102,31.6327,4,400000,5,1.25e-05
-25.5102,31.6327,5,400000,15,3.75e-05
-25.5102,33.6735,0,400000,7,1.75e-05
-25.5102,33.6735,1,400000,6,1.5e-05
-25.5102,33.6735,2,400000,47,0.0001175
-25.5102,33.6735,3,400000,16,4e-05
-25.5102,33.6735,4,400000,3,7.5e-06
-25.5102,33.6735,5,400000,4,1e-05
-25.5102,35.7143,0,400000,6,1.5e-05
-25.5102,35.7143,1,400000,5,1.25e-05
-25.5102,35.7143,2,400000,54,0.000135
-25.5102,35.7143,3,400000,15,3.75e-05
-25.5102,35.7143,4,400000,4,1e-05
-25.5102,35.7143,5,400000,10,2.5e-05
-25.5102,37.7551,0,400000,2,5e-06
-25.5102,37.7551,1,400000,17,4.25e-05
-25.5102,37.7551,2,400000,46,0.000115
-25.5102,37.7551,3,400000,12,3e-05
-25.5102,37.7551,4,400000,10,2.5e-05
-25.5102,37.7551,5,400000,6,1.5e-05
-25.5102,39.7959,0,400000,7,1.75e-05
-25.5102,39.7959,1,400000,10,2.5e-05
-25.5102,39.7959,2,400000,27,6.75e-05
-25.5102,39.7959,3,400000,15,3.75e-05
-25.5102,39.7959,4,400000,7,1.75e-05
-25.5102,39.7959,5,400000,4,1e-05
-25.5102,41.8367,0,400000,5,1.25e-05
-25.5102,41.8367,1,400000,15,3.75e-05
-25.5102,41.8367,2,400000,20,5e-05
