x,y,detectorID,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
1.02041,-50,0,100000,39,0.00039,90,0.0009
1.02041,-50,1,100000,34,0.00034,78,0.00078
1.02041,-50,2,100000,31,0.00031,69,0.00069
1.02041,-50,3,100000,41,0.00041,73,0.00073
1.02041,-50,4,100000,19,0.00019,68,0.00068
1.02041,-50,5,100000,23,0.00023,64,0.00064
1.02041,-47.9592,0,100000,17,0.00017,67,0.00067
1.02041,-47.9592,1,100000,37,0.00037,76,0.00076
1.02041,-47.9592,2,100000,18,0.00018,66,0.00066
1.02041,-47.9592,3,100000,29,0.00029,61,0.00061
1.02041,-47.9592,4,100000,39,0.00039,77,0.00077
1.02041,-47.9592,5,100000,34,0.00034,79,0.00079
1.02041,-45.9184,0,100000,17,0.00017,51,0.00051
1.02041,-45.9184,1,100000,23,0.00023,61,0.00061
1.02041,-45.9184,2,100000,40,0.0004,73,0.00073
1.02041,-45.9184,3,100000,20,0.0002,74,0.00074
1.02041,-45.9184,4,100000,38,0.00038,62,0.00062
1.02041,-45.9184,5,100000,41,0.00041,74,0.00074
1.02041,-43.8776,0,100000,18,0.00018,58,0.00058
1.02041,-43.8776,1,100000,27,0.00027,62,0.00062
1.02041,-43.8776,2,100000,18,0.00018,57,0.00057
1.02041,-43.8776,3,100000,26,0.00026,73,0.00073
1.02041,-43.8776,4,100000,44,0.00044,81,0.00081
1.02041,-43.8776,5,100000,18,0.00018,68,0.00068
1.02041,-41.8367,0,100000,28,0.00028,85,0.00085
1.02041,-41.8367,1,100000,23,0.00023,61,0.00061
1.02041,-41.8367,2,100000,24,0.00024,88,0.00088
1.02041,-41.8367,3,100000,27,0.00027,74,0.00074
1.02041,-41.8367,4,100000,15,0.00015,64,0.00064
1.02041,-41.8367,5,100000,21,0.00021,57,0.00057
1.02041,-39.7959,0,100000,44,0.00044,89,0.00089
1.02041,-39.7959,1,100000,56,0.00056,90,0.0009
1.02041,-39.7959,2,100000,18,0.00018,60,0.0006
