x,y,detectorID,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux,mean_roiCounts,mean_normalizedCounts,mean_flux,mean_normalizedFlux,roiCounts_rel_diff,normalizedCounts_rel_diff,flux_rel_diff,normalizedFlux_rel_diff
-50.0,-13.2653,0,100000,23,0.00023,77,0.00077,23.166666666666668,0.00023166666666666667,73.33333333333333,0.0007333333333333333,-0.0071942446043165974,-0.007194244604316526,0.050000000000000065,0.04999999999999993
-50.0,-13.2653,1,100000,23,0.00023,81,0.00081,23.166666666666668,0.00023166666666666667,73.33333333333333,0.0007333333333333333,-0.0071942446043165974,-0.007194244604316526,0.10454545454545462,0.10454545454545447
-50.0,-13.2653,2,100000,27,0.00027,70,0.0007,23.166666666666668,0.00023166666666666667,73.33333333333333,0.0007333333333333333,0.16546762589928052,0.16546762589928057,-0.04545454545454539,-0.04545454545454548
-50.0,-13.2653,3,100000,29,0.00029,75,0.00075,23.166666666666668,0.00023166666666666667,73.33333333333333,0.0007333333333333333,0.25179856115107907,0.2517985611510791,0.022727272727272794,0.02272727272727274
-50.0,-13.2653,4,100000,13,0.00013,76,0.00076,23.166666666666668,0.00023166666666666667,73.33333333333333,0.0007333333333333333,-0.4388489208633094,-0.4388489208633094,0.03636363636363643,0.03636363636363641
-50.0,-13.2653,5,100000,24,0.00024,61,0.00061,23.166666666666668,0.00023166666666666667,73.33333333333333,0.0007333333333333333,0.035971223021582684,0.03597122302158275,-0.16818181818181813,-0.16818181818181824
-50.0,-11.2245,0,100000,16,0.00016,71,0.00071,25.5,0.000255,67.5,0.0006749999999999999,-0.37254901960784315,-0.37254901960784315,0.05185185185185185,0.051851851851851996
-50.0,-11.2245,1,100000,37,0.00037,74,0.00074,25.5,0.000255,67.5,0.0006749999999999999,0.45098039215686275,0.45098039215686264,0.0962962962962963,0.0962962962962964
-50.0,-11.2245,2,100000,18,0.00018,55,0.00055,25.5,0.000255,67.5,0.0006749999999999999,-0.29411764705882354,-0.29411764705882354,-0.18518518518518517,-0.18518518518518504
-50.0,-11.2245,3,100000,38,0.00038,73,0.00073,25.5,0.000255,67.5,0.0006749999999999999,0.49019607843137253,0.49019607843137253,0.08148148148148149,0.08148148148148154
-50.0,-11.2245,4,100000,16,0.00016,78,0.00078,25.5,0.000255,67.5,0.0006749999999999999,-0.37254901960784315,-0.37254901960784315,0.15555555555555556,0.15555555555555567
-50.0,-11.2245,5,100000,28,0.00028,54,0.00054,25.5,0.000255,67.5,0.0006749999999999999,0.09803921568627451,0.09803921568627433,-0.2,-0.1999999999999999
-50.0,-9.18367,0,100000,18,0.00018,68,0.00068,32.833333333333336,0.0003283333333333333,69.5,0.000695,-0.4517766497461929,-0.4517766497461928,-0.02158273381294964,-0.02158273381294954
-50.0,-9.18367,1,100000,35,0.00035,72,0.00072,32.833333333333336,0.0003283333333333333,69.5,0.000695,0.06598984771573596,0.06598984771573611,0.03597122302158273,0.03597122302158283
-50.0,-9.18367,2,100000,55,0.00055,75,0.00075,32.833333333333336,0.0003283333333333333,69.5,0.000695,0.6751269035532994,0.6751269035532997,0.07913669064748201,0.07913669064748206
-50.0,-9.18367,3,100000,38,0.00038,72,0.00072,32.833333333333336,0.0003283333333333333,69.5,0.000695,0.15736040609137047,0.1573604060913707,0.03597122302158273,0.03597122302158283
-50.0,-9.18367,4,100000,30,0.0003,59,0.00059,32.833333333333336,0.0003283333333333333,69.5,0.000695,-0.08629441624365489,-0.08629441624365483,-0.1510791366906475,-0.1510791366906474
-50.0,-9.18367,5,100000,21,0.00021,71,0.00071,32.833333333333336,0.0003283333333333333,69.5,0.000695,-0.3604060913705584,-0.3604060913705583,0.02158273381294964,0.021582733812949697
-50.0,-7.14286,0,100000,30,0.0003,71,0.00071,29.166666666666668,0.0002916666666666667,70.5,0.000705,0.02857142857142853,0.028571428571428397,0.0070921985815602835,0.007092198581560303
-50.0,-7.14286,1,100000,31,0.00031,67,0.00067,29.166666666666668,0.0002916666666666667,70.5,0.000705,0.06285714285714282,0.06285714285714276,-0.04964539007092199,-0.04964539007092196
-50.0,-7.14286,2,100000,14,0.00014,61,0.00061,29.166666666666668,0.0002916666666666667,70.5,0.000705,-0.52,-0.5200000000000001,-0.1347517730496454,-0.13475177304964545
-50.0,-7.14286,3,100000,48,0.00048,76,0.00076,29.166666666666668,0.0002916666666666667,70.5,0.000705,0.6457142857142857,0.6457142857142856,0.07801418439716312,0.07801418439716318
-50.0,-7.14286,4,100000,23,0.00023,66,0.00066,29.166666666666668,0.0002916666666666667,70.5,0.000705,-0.21142857142857147,-0.21142857142857147,-0.06382978723404255,-0.06382978723404256
-50.0,-7.14286,5,100000,29,0.00029,82,0.00082,29.166666666666668,0.0002916666666666667,70.5,0.000705,-0.005714285714285755,-0.005714285714285791,0.16312056737588654,0.16312056737588648
-50.0,-5.10204,0,100000,15,0.00015,66,0.00066,33.333333333333336,0.0003333333333333333,69.33333333333333,0.0006933333333333332,-0.55,-0.55,-0.04807692307692301,-0.04807692307692295
-50.0,-5.10204,1,100000,47,0.00047,74,0.00074,33.333333333333336,0.0003333333333333333,69.33333333333333,0.0006933333333333332,0.4099999999999999,0.41000000000000003,0.06730769230769237,0.06730769230769244
-50.0,-5.10204,2,100000,20,0.0002,68,0.00068,33.333333333333336,0.0003333333333333333,69.33333333333333,0.0006933333333333332,-0.4,-0.39999999999999997,-0.019230769230769162,-0.019230769230769024
-50.0,-5.10204,3,100000,36,0.00036,65,0.00065,33.333333333333336,0.0003333333333333333,69.33333333333333,0.0006933333333333332,0.07999999999999992,0.0800000000000001,-0.06249999999999994,-0.06249999999999991
-50.0,-5.10204,4,100000,29,0.00029,69,0.00069,33.333333333333336,0.0003333333333333333,69.33333333333333,0.0006933333333333332,-0.13000000000000006,-0.12999999999999998,-0.0048076923076922394,-0.004807692307692217
-50.0,-5.10204,5,100000,53,0.00053,74,0.00074,33.333333333333336,0.0003333333333333333,69.33333333333333,0.0006933333333333332,0.5899999999999999,0.59,0.06730769230769237,0.06730769230769244
