x,y,detectorID,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
21.4286,-50,0,100000,41,0.00041,85,0.00085
21.4286,-50,1,100000,35,0.00035,73,0.00073
21.4286,-50,2,100000,39,0.00039,66,0.00066
21.4286,-50,3,100000,40,0.0004,71,0.00071
21.4286,-50,4,100000,18,0.00018,64,0.00064
21.4286,-50,5,100000,22,0.00022,61,0.00061
21.4286,-47.9592,0,100000,20,0.0002,65,0.00065
21.4286,-47.9592,1,100000,43,0.00043,86,0.00086
21.4286,-47.9592,2,100000,29,0.00029,71,0.00071
21.4286,-47.9592,3,100000,28,0.00028,74,0.00074
21.4286,-47.9592,4,100000,41,0.00041,73,0.00073
21.4286,-47.9592,5,100000,34,0.00034,79,0.00079
21.4286,-45.9184,0,100000,34,0.00034,57,0.00057
21.4286,-45.9184,1,100000,24,0.00024,57,0.00057
21.4286,-45.9184,2,100000,34,0.00034,70,0.0007
21.4286,-45.9184,3,100000,19,0.00019,72,0.00072
21.4286,-45.9184,4,100000,41,0.00041,74,0.00074
21.4286,-45.9184,5,100000,35,0.00035,71,0.00071
21.4286,-43.8776,0,100000,23,0.00023,66,0.00066
21.4286,-43.8776,1,100000,44,0.00044,63,0.00063
21.4286,-43.8776,2,100000,18,0.00018,58,0.00058
21.4286,-43.8776,3,100000,26,0.00026,70,0.0007
21.4286,-43.8776,4,100000,45,0.00045,78,0.00078
21.4286,-43.8776,5,100000,23,0.00023,64,0.00064
21.4286,-41.8367,0,100000,30,0.0003,82,0.00082
21.4286,-41.8367,1,100000,30,0.0003,73,0.00073
21.4286,-41.8367,2,100000,24,0.00024,86,0.00086
21.4286,-41.8367,3,100000,27,0.00027,79,0.00079
21.4286,-41.8367,4,100000,16,0.00016,59,0.00059
21.4286,-41.8367,5,100000,22,0.00022,55,0.00055
21.4286,-39.7959,0,100000,37,0.00037,83,0.00083
21.4286,-39.7959,1,100000,57,0.00057,89,0.00089
21.4286,-39.7959,2,100000,20,0.0002,66,0.00066
21.4286,-39.7959,3,100000,38,0.00038,75,0.00075
21.4286,-39.7959,4,100000,32,0.00032,74,0.00074
21.4286,-39.7959,5,100000,28,0.00028,74,0.00074
21.4286,-37.7551,0,100000,17,0.00017,70,0.0007
21.4286,-37.7551,1,100000,18,0.00018,63,0.00063
21.4286,-37.7551,2,100000,30,0.0003,77,0.00077
21.4286,-37.7551,3,100000,36,0.00036,69,0.00069
21.4286,-37.7551,4,100000,38,0.00038,80,0.0008
21.4286,-37.7551,5,100000,28,0.00028,72,0.00072
21.4286,-35.7143,0,100000,26,0.00026,81,0.00081
21.4286,-35.7143,1,100000,35,0.00035,76,0.00076
21.4286,-35.7143,2,100000,33,0.00033,70,0.0007
21.4286,-35.7143,3,100000,25,0.00025,71,0.00071
21.4286,-35.7143,4,100000,16,0.00016,72,0.00072
21.4286,-35.7143,5,100000,24,0.00024,75,0.00075
21.4286,-33.6735,0,100000,26,0.00026,70,0.0007
21.4286,-33.6735,1,100000,33,0.00033,61,0.00061
21.4286,-33.6735,2,100000,35,0.00035,82,0.00082
21.4286,-33.6735,3,100000,18,0.00018,66,0.00066
21.4286,-33.6735,4,100000,27,0.00027,75,0.00075
21.4286,-33.6735,5,100000,44,0.00044,70,0.0007
21.4286,-31.6327,0,100000,13,0.00013,61,0.00061
21.4286,-31.6327,1,100000,35,0.00035,73,0.00073
21.4286,-31.6327,2,100000,34,0.00034,68,0.00068
21.4286,-31.6327,3,100000,30,0.0003,73,0.00073
21.4286,-31.6327,4,100000,37,0.00037,64,0.00064
21.4286,-31.6327,5,100000,45,0.00045,81,0.00081
21.4286,-29.5918,0,100000,39,0.00039,69,0.00069
21.4286,-29.5918,1,100000,46,0.00046,87,0.00087
21.4286,-29.5918,2,100000,31,0.00031,76,0.00076
21.4286,-29.5918,3,100000,23,0.00023,60,0.0006
21.4286,-29.5918,4,100000,20,0.0002,75,0.00075
21.4286,-29.5918,5,100000,27,0.00027,62,0.00062
21.4286,-27.551,0,100000,19,0.00019,68,0.00068
21.4286,-27.551,1,100000,36,0.00036,75,0.00075
21.4286,-27.551,2,100000,30,0.0003,74,0.00074
21.4286,-27.551,3,100000,10,0.0001,72,0.00072
21.4286,-27.551,4,100000,26,0.00026,72,0.00072
21.4286,-27.551,5,100000,19,0.00019,86,0.00086
21.4286,-25.5102,0,100000,21,0.00021,65,0.00065
21.4286,-25.5102,1,100000,38,0.00038,64,0.00064
21.4286,-25.5102,2,100000,17,0.00017,60,0.0006
21.4286,-25.5102,3,100000,42,0.00042,77,0.00077
21.4286,-25.5102,4,100000,28,0.00028,73,0.00073
21.4286,-25.5102,5,100000,33,0.00033,67,0.00067
21.4286,-23.4694,0,100000,28,0.00028,64,0.00064
21.4286,-23.4694,1,100000,32,0.00032,79,0.00079
21.4286,-23.4694,2,100000,35,0.00035,75,0.00075
21.4286,-23.4694,3,100000,19,0.00019,67,0.00067
21.4286,-23.4694,4,100000,38,0.00038,78,0.00078
21.4286,-23.4694,5,100000,45,0.00045,79,0.00079
21.4286,-21.4286,0,100000,19,0.00019,60,0.0006
21.4286,-21.4286,1,100000,26,0.00026,68,0.00068
21.4286,-21.4286,2,100000,40,0.0004,71,0.00071
21.4286,-21.4286,3,100000,27,0.00027,66,0.00066
21.4286,-21.4286,4,100000,36,0.00036,77,0.00077
