x,y,detectorID,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
-15.3061,1.02041,0,100000,47,0.00047,85,0.00085
-15.3061,1.02041,1,100000,41,0.00041,72,0.00072
-15.3061,1.02041,2,100000,47,0.00047,84,0.00084
-15.3061,1.02041,3,100000,58,0.00058,83,0.00083
-15.3061,1.02041,4,100000,17,0.00017,63,0.00063
-15.3061,1.02041,5,100000,32,0.00032,68,0.00068
-15.3061,3.06122,0,100000,21,0.00021,66,0.00066
-15.3061,3.06122,1,100000,39,0.00039,67,0.00067
-15.3061,3.06122,2,100000,32,0.00032,70,0.0007
-15.3061,3.06122,3,100000,19,0.00019,66,0.00066
-15.3061,3.06122,4,100000,23,0.00023,74,0.00074
-15.3061,3.06122,5,100000,24,0.00024,68,0.00068
-15.3061,5.10204,0,100000,13,0.00013,50,0.0005
-15.3061,5.10204,1,100000,20,0.0002,59,0.00059
-15.3061,5.10204,2,100000,35,0.00035,73,0.00073
-15.3061,5.10204,3,100000,27,0.00027,68,0.00068
-15.3061,5.10204,4,100000,33,0.00033,65,0.00065
-15.3061,5.10204,5,100000,16,0.00016,70,0.0007
-15.3061,7.14286,0,100000,34,0.00034,67,0.00067
-15.3061,7.14286,1,100000,38,0.00038,65,0.00065
-15.3061,7.14286,2,100000,24,0.00024,71,0.00071
-15.3061,7.14286,3,100000,29,0.00029,69,0.00069
-15.3061,7.14286,4,100000,33,0.00033,76,0.00076
-15.3061,7.14286,5,100000,19,0.00019,75,0.00075
-15.3061,9.18367,0,100000,25,0.00025,82,0.00082
-15.3061,9.18367,1,100000,18,0.00018,62,0.00062
-15.3061,9.18367,2,100000,40,0.0004,94,0.00094
-15.3061,9.18367,3,100000,23,0.00023,89,0.00089
-15.3061,9.18367,4,100000,20,0.0002,76,0.00076
-15.3061,9.18367,5,100000,29,0.00029,58,0.00058
-15.3061,11.2245,0,100000,51,0.00051,95,0.00095
-15.3061,11.2245,1,100000,37,0.00037,89,0.00089
-15.3061,11.2245,2,100000,17,0.00017,62,0.00062
-15.3061,11.2245,3,100000,36,0.00036,75,0.00075
-15.3061,11.2245,4,100000,18,0.00018,75,0.00075
-15.3061,11.2245,5,100000,43,0.00043,92,0.00092
-15.3061,13.2653,0,100000,28,0.00028,72,0.00072
-15.3061,13.2653,1,100000,26,0.00026,69,0.00069
-15.3061,13.2653,2,100000,24,0.00024,71,0.00071
-15.3061,13.2653,3,100000,17,0.00017,65,0.00065
-15.3061,13.2653,4,100000,33,0.00033,76,0.00076
-15.3061,13.2653,5,100000,24,0.00024,68,0.00068
-15.3061,15.3061,0,100000,37,0.00037,72,0.00072
-15.3061,15.3061,1,100000,25,0.00025,72,0.00072
-15.3061,15.3061,2,100000,32,0.00032,67,0.00067
-15.3061,15.3061,3,100000,29,0.00029,73,0.00073
-15.3061,15.3061,4,100000,15,0.00015,70,0.0007
-15.3061,15.3061,5,100000,31,0.00031,80,0.0008
-15.3061,17.3469,0,100000,36,0.00036,73,0.00073
-15.3061,17.3469,1,100000,37,0.00037,69,0.00069
-15.3061,17.3469,2,100000,28,0.00028,75,0.00075
-15.3061,17.3469,3,100000,19,0.00019,59,0.00059
-15.3061,17.3469,4,100000,26,0.00026,64,0.00064
-15.3061,17.3469,5,100000,38,0.00038,71,0.00071
-15.3061,19.3878,0,100000,30,0.0003,78,0.00078
-15.3061,19.3878,1,100000,33,0.00033,76,0.00076
-15.3061,19.3878,2,100000,48,0.00048,81,0.00081
-15.3061,19.3878,3,100000,22,0.00022,73,0.00073
-15.3061,19.3878,4,100000,31,0.00031,65,0.00065
-15.3061,19.3878,5,100000,25,0.00025,75,0.00075
-15.3061,21.4286,0,100000,36,0.00036,80,0.0008
-15.3061,21.4286,1,100000,35,0.00035,76,0.00076
-15.3061,21.4286,2,100000,40,0.0004,67,0.00067
-15.3061,21.4286,3,100000,30,0.0003,68,0.00068
-15.3061,21.4286,4,100000,18,0.00018,62,0.00062
-15.3061,21.4286,5,100000,30,0.0003,77,0.00077
-15.3061,23.4694,0,100000,26,0.00026,82,0.00082
-15.3061,23.4694,1,100000,22,0.00022,69,0.00069
-15.3061,23.4694,2,100000,36,0.00036,79,0.00079
-15.3061,23.4694,3,100000,32,0.00032,67,0.00067
-15.3061,23.4694,4,100000,16,0.00016,72,0.00072
-15.3061,23.4694,5,100000,22,0.00022,84,0.00084
-15.3061,25.5102,0,100000,35,0.00035,77,0.00077
-15.3061,25.5102,1,100000,35,0.00035,68,0.00068
-15.3061,25.5102,2,100000,31,0.00031,62,0.00062
-15.3061,25.5102,3,100000,23,0.00023,72,0.00072
-15.3061,25.5102,4,100000,17,0.00017,70,0.0007
-15.3061,25.5102,5,100000,28,0.00028,69,0.00069
-15.3061,27.551,0,100000,24,0.00024,71,0.00071
-15.3061,27.551,1,100000,30,0.0003,86,0.00086
-15.3061,27.551,2,100000,21,0.00021,76,0.00076
-15.3061,27.551,3,100000,20,0.0002,61,0.00061
-15.3061,27.551,4,100000,32,0.00032,79,0.00079
-15.3061,27.551,5,100000,51,0.00051,86,0.00086
-15.3061,29.5918,0,100000,20,0.0002,58,0.00058
-15.3061,29.5918,1,100000,36,0.00036,74,0.00074
-15.3061,29.5918,2,100000,43,0.00043,77,0.00077
-15.3061,29.5918,3,100000,22,0.00022,77,0.00077
-15.3061,29.5918,4,100000,28,0.00028,82,0.00082
-15.3061,29.5918,5,100000,18,0.00018,63,0.00063
-15.3061,31.6327,0,100000,24,0.00024,69,0.00069
-15.3061,31.6327,1,100000,32,0.00032,70,0.0007
-15.3061,31.6327,2,100000,20,0.0002,56,0.00056
-15.3061,31.6327,3,100000,35,0.00035,66,0.00066
-15.3061,31.6327,4,100000,33,0.00033,69,0.00069
-15.3061,31.6327,5,100000,32,0.00032,71,0.00071
-15.3061,33.6735,0,100000,24,0.00024,70,0.0007
-15.3061,33.6735,1,100000,24,0.00024,72,0.00072
-15.3061,33.6735,2,100000,18,0.00018,76,0.00076
-15.3061,33.6735,3,100000,13,0.00013,61,0.00061
-15.3061,33.6735,4,100000,23,0.00023,71,0.00071
-15.3061,33.6735,5,100000,38,0.00038,68,0.00068
-15.3061,35.7143,0,100000,21,0.00021,62,0.00062
-15.3061,35.7143,1,100000,17,0.00017,63,0.00063
-15.3061,35.7143,2,100000,26,0.00026,75,0.00075
-15.3061,35.7143,3,100000,30,0.0003,80,0.0008
-15.3061,35.7143,4,100000,33,0.00033,85,0.00085
-15.3061,35.7143,5,100000,26,0.00026,73,0.00073
-15.3061,37.7551,0,100000,37,0.00037,76,0.00076
-15.3061,37.7551,1,100000,19,0.00019,73,0.00073
-15.3061,37.7551,2,100000,19,0.00019,66,0.00066
-15.3061,37.7551,3,100000,28,0.00028,73,0.00073
-15.3061,37.7551,4,100000,10,0.0001,76,0.00076
-15.3061,37.7551,5,100000,14,0.00014,63,0.00063
-15.3061,39.7959,0,100000,21,0.00021,81,0.00081
-15.3061,39.7959,1,100000,44,0.00044,76,0.00076
-15.3061,39.7959,2,100000,32,0.00032,60,0.0006
-15.3061,39.7959,3,100000,36,0.00036,71,0.00071
-15.3061,39.7959,4,100000,17,0.00017,69,0.00069
-15.3061,39.7959,5,100000,30,0.0003,67,0.00067
-15.3061,41.8367,0,100000,18,0.00018,64,0.00064
