x,y,detectorID,nPrimary,roiCounts,normalizedCounts,flux,normalizedFlux
-5.10204,1.02041,0,100000,59,0.00059,92,0.00092
-5.10204,1.02041,1,100000,34,0.00034,76,0.00076
-5.10204,1.02041,2,100000,43,0.00043,80,0.0008
-5.10204,1.02041,3,100000,53,0.00053,80,0.0008
-5.10204,1.02041,4,100000,10,0.0001,68,0.00068
-5.10204,1.02041,5,100000,27,0.00027,68,0.00068
-5.10204,3.06122,0,100000,20,0.0002,72,0.00072
-5.10204,3.06122,1,100000,37,0.00037,75,0.00075
-5.10204,3.06122,2,100000,35,0.00035,79,0.00079
-5.10204,3.06122,3,100000,26,0.00026,67,0.00067
-5.10204,3.06122,4,100000,22,0.00022,72,0.00072
-5.10204,3.06122,5,100000,40,0.0004,82,0.00082
-5.10204,5.10204,0,100000,17,0.00017,62,0.00062
-5.10204,5.10204,1,100000,26,0.00026,67,0.00067
-5.10204,5.10204,2,100000,26,0.00026,75,0.00075
-5.10204,5.10204,3,100000,41,0.00041,80,0.0008
-5.10204,5.10204,4,100000,47,0.00047,73,0.00073
-5.10204,5.10204,5,100000,25,0.00025,71,0.00071
-5.10204,7.14286,0,100000,18,0.00018,62,0.00062
-5.10204,7.14286,1,100000,31,0.00031,74,0.00074
-5.10204,7.14286,2,100000,19,0.00019,67,0.00067
-5.10204,7.14286,3,100000,36,0.00036,77,0.00077
-5.10204,7.14286,4,100000,39,0.00039,84,0.00084
-5.10204,7.14286,5,100000,20,0.0002,80,0.0008
-5.10204,9.18367,0,100000,41,0.00041,91,0.00091
-5.10204,9.18367,1,100000,21,0.00021,65,0.00065
-5.10204,9.18367,2,100000,46,0.00046,99,0.00099
-5.10204,9.18367,3,100000,34,0.00034,88,0.00088
-5.10204,9.18367,4,100000,24,0.00024,75,0.00075
-5.10204,9.18367,5,100000,35,0.00035,59,0.00059
-5.10204,11.2245,0,100000,51,0.00051,86,0.00086
-5.10204,11.2245,1,100000,46,0.00046,87,0.00087
-5.10204,11.2245,2,100000,18,0.00018,73,0.00073
-5.10204,11.2245,3,100000,40,0.0004,70,0.0007
-5.10204,11.2245,4,100000,20,0.0002,68,0.00068
-5.10204,11.2245,5,100000,33,0.00033,82,0.00082
-5.10204,13.2653,0,100000,25,0.00025,70,0.0007
-5.10204,13.2653,1,100000,23,0.00023,76,0.00076
-5.10204,13.2653,2,100000,26,0.00026,69,0.00069
-5.10204,13.2653,3,100000,27,0.00027,72,0.00072
-5.10204,13.2653,4,100000,28,0.00028,78,0.00078
-5.10204,13.2653,5,100000,31,0.00031,77,0.00077
-5.10204,15.3061,0,100000,32,0.00032,74,0.00074
-5.10204,15.3061,1,100000,35,0.00035,89,0.00089
