x,y,detectorID,nPrimary_crack,roiCounts_crack,normalizedCounts_crack,flux_crack,normalizedFlux_crack,nPrimary_normal,roiCounts_normal,normalizedCounts_normal,flux_normal,normalizedFlux_normal,roiCounts_abs_diff,roiCounts_rel_diff,roiCounts_sym_rel_diff,normalizedCounts_abs_diff,normalizedCounts_rel_diff,normalizedCounts_sym_rel_diff,flux_abs_diff,flux_rel_diff,flux_sym_rel_diff,normalizedFlux_abs_diff,normalizedFlux_rel_diff,normalizedFlux_sym_rel_diff
-37.7551,43.8776,2,100000,23,0.00023,51,0.00051,100000,23,0.00023,51,0.00051,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,43.8776,3,100000,27,0.00027,58,0.00058,100000,27,0.00027,58,0.00058,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,43.8776,4,100000,30,0.0003,62,0.00062,100000,30,0.0003,62,0.00062,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,43.8776,5,100000,31,0.00031,77,0.00077,100000,31,0.00031,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,45.9184,0,100000,28,0.00028,64,0.00064,100000,28,0.00028,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,45.9184,1,100000,29,0.00029,79,0.00079,100000,29,0.00029,79,0.00079,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,45.9184,2,100000,25,0.00025,76,0.00076,100000,25,0.00025,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,-1,-0.012987012987012988,-0.013071895424836602,-9.999999999999918e-06,-0.01298701298701288,-0.013071895424836492
-37.7551,45.9184,3,100000,21,0.00021,63,0.00063,100000,21,0.00021,63,0.00063,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,45.9184,4,100000,29,0.00029,73,0.00073,100000,29,0.00029,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,-1,-0.013513513513513514,-0.013605442176870748,-1.0000000000000026e-05,-0.013513513513513549,-0.013605442176870784
-37.7551,45.9184,5,100000,26,0.00026,67,0.00067,100000,26,0.00026,67,0.00067,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,47.9592,0,100000,23,0.00023,65,0.00065,100000,23,0.00023,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,47.9592,1,100000,36,0.00036,85,0.00085,100000,36,0.00036,85,0.00085,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,47.9592,2,100000,29,0.00029,74,0.00074,100000,29,0.00029,73,0.00073,0,0.0,0.0,0.0,0.0,0.0,1,0.0136986301369863,0.013605442176870748,1.0000000000000026e-05,0.013698630136986339,0.013605442176870784
-37.7551,47.9592,3,100000,37,0.00037,61,0.00061,100000,37,0.00037,61,0.00061,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,47.9592,4,100000,22,0.00022,70,0.0007,100000,22,0.00022,69,0.00069,0,0.0,0.0,0.0,0.0,0.0,1,0.014492753623188406,0.014388489208633094,1.0000000000000026e-05,0.014492753623188444,0.014388489208633132
-37.7551,47.9592,5,100000,25,0.00025,70,0.0007,100000,25,0.00025,71,0.00071,0,0.0,0.0,0.0,0.0,0.0,-1,-0.014084507042253521,-0.014184397163120567,-1.0000000000000026e-05,-0.014084507042253558,-0.014184397163120605
-37.7551,50.0,0,100000,25,0.00025,65,0.00065,100000,25,0.00025,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,50.0,1,100000,13,0.00013,64,0.00064,100000,13,0.00013,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,50.0,2,100000,45,0.00045,68,0.00068,100000,45,0.00045,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,50.0,3,100000,29,0.00029,77,0.00077,100000,29,0.00029,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-37.7551,50.0,4,100000,32,0.00032,73,0.00073,100000,32,0.00032,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,-1,-0.013513513513513514,-0.013605442176870748,-1.0000000000000026e-05,-0.013513513513513549,-0.013605442176870784
-37.7551,50.0,5,100000,18,0.00018,74,0.00074,100000,18,0.00018,73,0.00073,0,0.0,0.0,0.0,0.0,0.0,1,0.0136986301369863,0.013605442176870748,1.0000000000000026e-05,0.013698630136986339,0.013605442176870784
-35.7143,-50.0,0,100000,30,0.0003,66,0.00066,100000,30,0.0003,67,0.00067,0,0.0,0.0,0.0,0.0,0.0,-1,-0.014925373134328358,-0.015037593984962405,-1.0000000000000026e-05,-0.014925373134328396,-0.015037593984962445
-35.7143,-50.0,1,100000,33,0.00033,83,0.00083,100000,33,0.00033,83,0.00083,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-50.0,2,100000,37,0.00037,80,0.0008,100000,37,0.00037,80,0.0008,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-50.0,3,100000,17,0.00017,74,0.00074,100000,17,0.00017,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-50.0,4,100000,24,0.00024,72,0.00072,100000,24,0.00024,71,0.00071,0,0.0,0.0,0.0,0.0,0.0,1,0.014084507042253521,0.013986013986013986,1.0000000000000026e-05,0.014084507042253558,0.013986013986014022
-35.7143,-50.0,5,100000,19,0.00019,61,0.00061,100000,19,0.00019,61,0.00061,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-47.9592,0,100000,31,0.00031,66,0.00066,100000,31,0.00031,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,1,0.015384615384615385,0.015267175572519083,1.0000000000000026e-05,0.015384615384615425,0.015267175572519125
-35.7143,-47.9592,1,100000,43,0.00043,75,0.00075,100000,43,0.00043,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-47.9592,2,100000,42,0.00042,69,0.00069,100000,42,0.00042,69,0.00069,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-47.9592,3,100000,46,0.00046,87,0.00087,100000,46,0.00046,87,0.00087,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-47.9592,4,100000,40,0.0004,69,0.00069,100000,40,0.0004,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,1,0.014705882352941176,0.014598540145985401,9.999999999999918e-06,0.014705882352941055,0.01459854014598528
-35.7143,-47.9592,5,100000,35,0.00035,65,0.00065,100000,35,0.00035,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-45.9184,0,100000,32,0.00032,72,0.00072,100000,32,0.00032,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-45.9184,1,100000,34,0.00034,69,0.00069,100000,34,0.00034,69,0.00069,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-45.9184,2,100000,42,0.00042,76,0.00076,100000,42,0.00042,76,0.00076,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-45.9184,3,100000,37,0.00037,76,0.00076,100000,37,0.00037,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,-1,-0.012987012987012988,-0.013071895424836602,-9.999999999999918e-06,-0.01298701298701288,-0.013071895424836492
-35.7143,-45.9184,4,100000,21,0.00021,84,0.00084,100000,21,0.00021,84,0.00084,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-45.9184,5,100000,34,0.00034,74,0.00074,100000,34,0.00034,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-43.8776,0,100000,14,0.00014,76,0.00076,100000,14,0.00014,76,0.00076,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-43.8776,1,100000,46,0.00046,82,0.00082,100000,46,0.00046,82,0.00082,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-43.8776,2,100000,31,0.00031,76,0.00076,100000,31,0.00031,76,0.00076,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-43.8776,3,100000,46,0.00046,65,0.00065,100000,46,0.00046,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,1,0.015625,0.015503875968992248,9.999999999999918e-06,0.01562499999999987,0.015503875968992121
-35.7143,-43.8776,4,100000,35,0.00035,73,0.00073,100000,35,0.00035,73,0.00073,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-43.8776,5,100000,28,0.00028,81,0.00081,100000,28,0.00028,81,0.00081,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-41.8367,0,100000,25,0.00025,81,0.00081,100000,25,0.00025,81,0.00081,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-41.8367,1,100000,44,0.00044,58,0.00058,100000,44,0.00044,58,0.00058,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-41.8367,2,100000,15,0.00015,67,0.00067,100000,15,0.00015,67,0.00067,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-41.8367,3,100000,53,0.00053,84,0.00084,100000,53,0.00053,84,0.00084,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-41.8367,4,100000,25,0.00025,79,0.00079,100000,25,0.00025,80,0.0008,0,0.0,0.0,0.0,0.0,0.0,-1,-0.0125,-0.012578616352201259,-1.0000000000000026e-05,-0.012500000000000032,-0.01257861635220129
-35.7143,-41.8367,5,100000,25,0.00025,67,0.00067,100000,25,0.00025,67,0.00067,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-39.7959,0,100000,25,0.00025,77,0.00077,100000,25,0.00025,78,0.00078,0,0.0,0.0,0.0,0.0,0.0,-1,-0.01282051282051282,-0.012903225806451613,-1.0000000000000026e-05,-0.012820512820512855,-0.012903225806451648
-35.7143,-39.7959,1,100000,30,0.0003,76,0.00076,100000,30,0.0003,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,-1,-0.012987012987012988,-0.013071895424836602,-9.999999999999918e-06,-0.01298701298701288,-0.013071895424836492
-35.7143,-39.7959,2,100000,31,0.00031,66,0.00066,100000,31,0.00031,66,0.00066,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-39.7959,3,100000,44,0.00044,64,0.00064,100000,44,0.00044,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-39.7959,4,100000,22,0.00022,78,0.00078,100000,22,0.00022,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,1,0.012987012987012988,0.012903225806451613,1.0000000000000026e-05,0.012987012987013023,0.012903225806451648
-35.7143,-39.7959,5,100000,32,0.00032,65,0.00065,100000,32,0.00032,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-37.7551,0,100000,18,0.00018,71,0.00071,100000,18,0.00018,70,0.0007,0,0.0,0.0,0.0,0.0,0.0,1,0.014285714285714285,0.014184397163120567,1.0000000000000026e-05,0.014285714285714323,0.014184397163120605
-35.7143,-37.7551,1,100000,39,0.00039,86,0.00086,100000,39,0.00039,85,0.00085,0,0.0,0.0,0.0,0.0,0.0,1,0.011764705882352941,0.011695906432748537,1.0000000000000026e-05,0.011764705882352972,0.011695906432748569
-35.7143,-37.7551,2,100000,48,0.00048,81,0.00081,100000,48,0.00048,81,0.00081,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-37.7551,3,100000,39,0.00039,77,0.00077,100000,39,0.00039,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-37.7551,4,100000,33,0.00033,62,0.00062,100000,33,0.00033,62,0.00062,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-37.7551,5,100000,24,0.00024,65,0.00065,100000,24,0.00024,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-35.7143,0,100000,27,0.00027,59,0.00059,100000,27,0.00027,59,0.00059,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-35.7143,1,100000,28,0.00028,65,0.00065,100000,28,0.00028,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-35.7143,2,100000,29,0.00029,64,0.00064,100000,29,0.00029,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-35.7143,3,100000,20,0.0002,63,0.00063,100000,20,0.0002,63,0.00063,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-35.7143,4,100000,16,0.00016,73,0.00073,100000,16,0.00016,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,-1,-0.013513513513513514,-0.013605442176870748,-1.0000000000000026e-05,-0.013513513513513549,-0.013605442176870784
-35.7143,-35.7143,5,100000,12,0.00012,62,0.00062,100000,12,0.00012,62,0.00062,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-33.6735,0,100000,26,0.00026,72,0.00072,100000,26,0.00026,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-33.6735,1,100000,29,0.00029,58,0.00058,100000,29,0.00029,58,0.00058,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-33.6735,2,100000,34,0.00034,68,0.00068,100000,34,0.00034,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-33.6735,3,100000,26,0.00026,73,0.00073,100000,26,0.00026,73,0.00073,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-33.6735,4,100000,21,0.00021,76,0.00076,100000,21,0.00021,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,1,0.013333333333333334,0.013245033112582781,1.0000000000000026e-05,0.013333333333333369,0.013245033112582816
-35.7143,-33.6735,5,100000,26,0.00026,60,0.0006,100000,26,0.00026,60,0.0006,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-31.6327,0,100000,33,0.00033,68,0.00068,100000,33,0.00033,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-31.6327,1,100000,45,0.00045,75,0.00075,100000,45,0.00045,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-31.6327,2,100000,21,0.00021,69,0.00069,100000,21,0.00021,69,0.00069,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-31.6327,3,100000,22,0.00022,82,0.00082,100000,22,0.00022,82,0.00082,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-31.6327,4,100000,25,0.00025,73,0.00073,100000,25,0.00025,73,0.00073,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-31.6327,5,100000,24,0.00024,63,0.00063,100000,24,0.00024,63,0.00063,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-29.5918,0,100000,14,0.00014,55,0.00055,100000,14,0.00014,55,0.00055,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-29.5918,1,100000,18,0.00018,61,0.00061,100000,18,0.00018,61,0.00061,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-29.5918,2,100000,23,0.00023,83,0.00083,100000,23,0.00023,83,0.00083,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-29.5918,3,100000,32,0.00032,72,0.00072,100000,32,0.00032,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-29.5918,4,100000,8,8e-05,63,0.00063,100000,8,8e-05,63,0.00063,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-29.5918,5,100000,20,0.0002,72,0.00072,100000,20,0.0002,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-27.551,0,100000,13,0.00013,59,0.00059,100000,13,0.00013,59,0.00059,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-27.551,1,100000,19,0.00019,64,0.00064,100000,19,0.00019,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-27.551,2,100000,42,0.00042,83,0.00083,100000,42,0.00042,83,0.00083,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-27.551,3,100000,19,0.00019,63,0.00063,100000,19,0.00019,63,0.00063,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-27.551,4,100000,28,0.00028,70,0.0007,100000,28,0.00028,70,0.0007,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-27.551,5,100000,40,0.0004,83,0.00083,100000,40,0.0004,83,0.00083,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-25.5102,0,100000,30,0.0003,59,0.00059,100000,30,0.0003,59,0.00059,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-25.5102,1,100000,32,0.00032,62,0.00062,100000,32,0.00032,62,0.00062,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-25.5102,2,100000,31,0.00031,97,0.00097,100000,31,0.00031,97,0.00097,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-25.5102,3,100000,16,0.00016,73,0.00073,100000,16,0.00016,73,0.00073,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-25.5102,4,100000,30,0.0003,75,0.00075,100000,30,0.0003,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-25.5102,5,100000,28,0.00028,75,0.00075,100000,28,0.00028,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-23.4694,0,100000,26,0.00026,61,0.00061,100000,26,0.00026,61,0.00061,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-23.4694,1,100000,34,0.00034,73,0.00073,100000,34,0.00034,73,0.00073,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-23.4694,2,100000,38,0.00038,70,0.0007,100000,38,0.00038,70,0.0007,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-23.4694,3,100000,47,0.00047,61,0.00061,100000,47,0.00047,61,0.00061,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-23.4694,4,100000,25,0.00025,76,0.00076,100000,25,0.00025,76,0.00076,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-23.4694,5,100000,23,0.00023,70,0.0007,100000,23,0.00023,70,0.0007,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-21.4286,0,100000,34,0.00034,67,0.00067,100000,34,0.00034,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,-1,-0.014705882352941176,-0.014814814814814815,-1.0000000000000026e-05,-0.014705882352941214,-0.014814814814814854
-35.7143,-21.4286,1,100000,15,0.00015,64,0.00064,100000,15,0.00015,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-21.4286,2,100000,33,0.00033,72,0.00072,100000,33,0.00033,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-21.4286,3,100000,34,0.00034,73,0.00073,100000,34,0.00034,73,0.00073,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-21.4286,4,100000,23,0.00023,75,0.00075,100000,23,0.00023,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-21.4286,5,100000,33,0.00033,69,0.00069,100000,33,0.00033,69,0.00069,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-19.3878,0,100000,43,0.00043,79,0.00079,100000,43,0.00043,78,0.00078,0,0.0,0.0,0.0,0.0,0.0,1,0.01282051282051282,0.012738853503184714,1.0000000000000026e-05,0.012820512820512855,0.012738853503184747
-35.7143,-19.3878,1,100000,26,0.00026,65,0.00065,100000,26,0.00026,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-19.3878,2,100000,30,0.0003,77,0.00077,100000,30,0.0003,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-19.3878,3,100000,34,0.00034,62,0.00062,100000,34,0.00034,62,0.00062,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-19.3878,4,100000,21,0.00021,57,0.00057,100000,21,0.00021,57,0.00057,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-19.3878,5,100000,27,0.00027,70,0.0007,100000,27,0.00027,70,0.0007,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-17.3469,0,100000,31,0.00031,78,0.00078,100000,31,0.00031,78,0.00078,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-17.3469,1,100000,31,0.00031,74,0.00074,100000,31,0.00031,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-17.3469,2,100000,23,0.00023,67,0.00067,100000,23,0.00023,67,0.00067,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-17.3469,3,100000,42,0.00042,75,0.00075,100000,42,0.00042,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-17.3469,4,100000,63,0.00063,71,0.00071,100000,63,0.00063,71,0.00071,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-17.3469,5,100000,26,0.00026,80,0.0008,100000,26,0.00026,80,0.0008,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-15.3061,0,100000,34,0.00034,56,0.00056,100000,34,0.00034,56,0.00056,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-15.3061,1,100000,46,0.00046,83,0.00083,100000,46,0.00046,83,0.00083,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-15.3061,2,100000,26,0.00026,61,0.00061,100000,26,0.00026,61,0.00061,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-15.3061,3,100000,30,0.0003,56,0.00056,100000,30,0.0003,56,0.00056,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-15.3061,4,100000,32,0.00032,72,0.00072,100000,32,0.00032,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,-2,-0.02702702702702703,-0.0273972602739726,-1.9999999999999944e-05,-0.027027027027026952,-0.02739726027397253
-35.7143,-15.3061,5,100000,40,0.0004,79,0.00079,100000,40,0.0004,79,0.00079,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-13.2653,0,100000,32,0.00032,72,0.00072,100000,32,0.00032,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-13.2653,1,100000,31,0.00031,76,0.00076,100000,31,0.00031,76,0.00076,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-13.2653,2,100000,32,0.00032,89,0.00089,100000,33,0.00033,90,0.0009,-1,-0.030303030303030304,-0.03076923076923077,-9.999999999999972e-06,-0.030303030303030217,-0.030769230769230684,-1,-0.011111111111111112,-0.0111731843575419,-1.0000000000000026e-05,-0.011111111111111141,-0.01117318435754193
-35.7143,-13.2653,3,100000,24,0.00024,74,0.00074,100000,24,0.00024,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-13.2653,4,100000,48,0.00048,87,0.00087,100000,49,0.00049,86,0.00086,-1,-0.02040816326530612,-0.020618556701030927,-9.999999999999972e-06,-0.020408163265306065,-0.020618556701030872,1,0.011627906976744186,0.011560693641618497,1.0000000000000026e-05,0.011627906976744217,0.011560693641618528
-35.7143,-13.2653,5,100000,18,0.00018,66,0.00066,100000,18,0.00018,66,0.00066,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-11.2245,0,100000,26,0.00026,59,0.00059,100000,26,0.00026,59,0.00059,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
-35.7143,-11.2245,1,100000,41,0.00041,67,0.00067,100000,41,0.00041,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,-1,-0.014705882352941176,-0.014814814814814815,-1.0000000000000026e-05,-0.014705882352941214,-0.014814814814814854
-35.7143,-11.2245,2,100000,35,0.00035,76,0.00076,100000,34,0.00034,75,0.00075,1,0.029411764705882353,0.028985507246376812,9.999999999999972e-06,0.02941176470588227,0.02898550724637673,1,0.013333333333333334,0.013245033112582781,1.0000000000000026e-05,0.013333333333333369,0.013245033112582816
